CAN Message; 0x24:0029ff6119d379c7
1739209595.4039571;-38.13080360867914
1739209595.4039624;-38.13080360867914
1739209595.4039674;-35.57807855764607
1739209595.4039726;-45.120503652039325
1739209595.4039776;-38.13080360867914
1739209595.4039829;-35.57807855764607
1739209595.4039881;-32.816014438256545
1739209595.4039931;-38.13080360867914
1739209595.4039984;-45.120503652039325
1739209595.4040034;-33.981070128970906
1739209595.4040086;-38.13080360867914
1739209595.4040136;-38.13080360867914
1739209595.4040189;-38.13080360867914
1739209595.404024;-38.13080360867914
1739209595.4040291;-38.13080360867914
1739209595.4040344;-32.816014438256545
1739209595.4040394;-35.57807855764607
1739209595.4040446;-45.120503652039325
1739209595.4040496;-45.120503652039325
1739209595.4040549;-38.13080360867914
1739209595.40406;-38.13080360867914
1739209595.4040651;-45.120503652039325
1739209595.4040701;-45.120503652039325
1739209595.4040754;-45.120503652039325
1739209595.4040806;-45.120503652039325
1739209595.4040856;-38.13080360867914
1739209595.404091;-45.120503652039325
1739209595.404096;-45.120503652039325
1739209595.4041011;-45.120503652039325
1739209595.4041061;-32.816014438256545
1739209595.4041114;-33.981070128970906
1739209595.4041164;-38.13080360867914
1739209595.4041216;-45.120503652039325
1739209595.4041266;-35.57807855764607
1739209595.404132;-38.13080360867914
1739209595.4041371;-31.141103565318893
1739209595.4041421;-31.141103565318893
1739209595.4041474;-45.120503652039325
1739209595.4041524;-45.120503652039325
1739209595.4041576;-35.57807855764607
1739209595.4041626;-35.57807855764607
1739209595.404168;-45.120503652039325
1739209595.404173;-38.13080360867914
1739209595.4041781;-45.120503652039325
1739209595.4041834;-38.13080360867914
1739209595.4041884;-38.13080360867914
1739209595.4041936;-38.13080360867914
1739209595.4041986;-38.13080360867914
1739209595.404204;-45.120503652039325
1739209595.404209;-45.120503652039325
1739209595.4042141;-38.13080360867914
1739209595.4042192;-33.981070128970906
1739209595.4042244;-30.49652367304973
1739209595.4042296;-38.13080360867914
1739209595.4042346;-45.120503652039325
1739209595.40424;-38.13080360867914
1739209595.404245;-35.57807855764607
1739209595.4042501;-38.13080360867914
1739209595.4042552;-38.13080360867914
1739209595.4042604;-45.120503652039325
1739209595.4042654;-45.120503652039325
1739209595.4042706;-45.120503652039325
1739209595.404276;-45.120503652039325
1739209595.404281;-45.120503652039325
1739209595.4042861;-45.120503652039325
1739209595.4042912;-45.120503652039325
1739209595.4042964;-45.120503652039325
1739209595.4043014;-32.816014438256545
1739209595.4043067;-32.816014438256545
1739209595.4043117;-45.120503652039325
1739209595.404317;-45.120503652039325
1739209595.404322;-45.120503652039325
1739209595.4043272;-38.13080360867914
1739209595.4043324;-45.120503652039325
1739209595.4043374;-45.120503652039325
1739209595.4043427;-45.120503652039325
1739209595.4043477;-38.13080360867914
1739209595.404353;-38.13080360867914
1739209595.404358;-38.13080360867914
1739209595.4043632;-38.13080360867914
1739209595.4043682;-38.13080360867914
1739209595.4043734;-38.13080360867914
1739209595.4043787;-35.57807855764607
1739209595.4043837;-45.120503652039325
1739209595.404389;-28.992665084841967
1739209595.404394;-45.120503652039325
1739209595.4043992;-38.13080360867914
1739209595.4044042;-45.120503652039325
1739209595.4044094;-45.120503652039325
1739209595.4044144;-45.120503652039325
1739209595.4044197;-45.120503652039325
1739209595.404425;-38.13080360867914
1739209595.40443;-27.267205301931607
1739209595.4044352;-38.13080360867914
1739209595.4044402;-45.120503652039325
1739209595.4044454;-45.120503652039325
1739209595.4044504;-33.981070128970906
1739209595.4044557;-35.57807855764607
1739209595.4044607;-35.57807855764607
1739209595.404466;-38.13080360867914
1739209595.4044712;-27.877744956031417
1739209595.4044762;-33.981070128970906
1739209595.4044814;-33.981070128970906
1739209595.4044864;-45.120503652039325
1739209595.4044917;-45.120503652039325
1739209595.4044967;-33.981070128970906
1739209595.404502;-33.981070128970906
1739209595.404507;-38.13080360867914
1739209595.4045122;-33.981070128970906
1739209595.4045172;-38.13080360867914
1739209595.4045224;-45.120503652039325
1739209595.4045277;-45.120503652039325
1739209595.4045327;-45.120503652039325
1739209595.404538;-45.120503652039325
1739209595.404543;-45.120503652039325
1739209595.4045482;-35.57807855764607
1739209595.4045532;-38.13080360867914
1739209595.4045584;-38.13080360867914
1739209595.4045634;-45.120503652039325
1739209595.4045687;-35.57807855764607
1739209595.404574;-32.816014438256545
1739209595.404579;-45.120503652039325
1739209595.4045842;-45.120503652039325
1739209595.4045892;-35.57807855764607
1739209595.4045944;-38.13080360867914
1739209595.4045994;-45.120503652039325
1739209595.4046047;-45.120503652039325
1739209595.4046097;-38.13080360867914
1739209595.404615;-45.120503652039325
1739209595.4046202;-45.120503652039325
1739209595.4046252;-45.120503652039325
1739209595.4046304;-45.120503652039325
1739209595.4046354;-45.120503652039325
1739209595.4046407;-32.816014438256545
1739209595.4046457;-38.13080360867914
1739209595.404651;-45.120503652039325
1739209595.404656;-45.120503652039325
1739209595.4046612;-33.981070128970906
1739209595.4046664;-38.13080360867914
1739209595.4046714;-45.120503652039325
1739209595.4046767;-38.13080360867914
1739209595.4046817;-38.13080360867914
1739209595.404687;-45.120503652039325
1739209595.404692;-45.120503652039325
1739209595.4046972;-45.120503652039325
1739209595.4047022;-45.120503652039325
1739209595.4047074;-45.120503652039325
1739209595.4047124;-45.120503652039325
1739209595.4047177;-45.120503652039325
1739209595.404723;-45.120503652039325
1739209595.404728;-45.120503652039325
1739209595.4047332;-45.120503652039325
1739209595.4047382;-45.120503652039325
1739209595.4047434;-33.981070128970906
1739209595.4047484;-31.141103565318915
1739209595.4047537;-33.981070128970906
1739209595.4047587;-38.13080360867914
1739209595.404764;-35.57807855764607
1739209595.4047692;-31.141103565318915
1739209595.4047742;-38.13080360867914
1739209595.4047794;-45.120503652039325
1739209595.4047844;-33.981070128970906
1739209595.4047897;-32.816014438256545
1739209595.4047947;-38.13080360867914
1739209595.4048;-38.13080360867914
1739209595.404805;-45.120503652039325
1739209595.4048102;-45.120503652039325
1739209595.4048154;-45.120503652039325
1739209595.4048204;-35.57807855764607
1739209595.4048257;-38.13080360867914
1739209595.4048307;-45.120503652039325
1739209595.404836;-35.57807855764607
1739209595.404841;-35.57807855764607
1739209595.4048462;-33.981070128970906
1739209595.4048512;-38.13080360867914
1739209595.4048564;-38.13080360867914
1739209595.4048617;-45.120503652039325
1739209595.4048667;-35.57807855764607
1739209595.404872;-35.57807855764607
1739209595.404877;-45.120503652039325
1739209595.4048822;-38.13080360867914
1739209595.4048872;-45.120503652039325
1739209595.4048924;-38.13080360867914
1739209595.4048975;-38.13080360867914
1739209595.4049027;-38.13080360867914
1739209595.4049077;-45.120503652039325
1739209595.404913;-38.13080360867914
1739209595.4049182;-38.13080360867914
1739209595.4049232;-45.120503652039325
1739209595.4049284;-45.120503652039325
1739209595.4049335;-45.120503652039325
1739209595.4049387;-45.120503652039325
1739209595.4049437;-38.13080360867914
1739209595.404949;-35.57807855764607
1739209595.404954;-38.13080360867914
1739209595.4049592;-38.13080360867914
1739209595.4049644;-45.120503652039325
1739209595.4049695;-38.13080360867914
1739209595.4049747;-32.816014438256545
1739209595.4049797;-45.120503652039325
1739209595.404985;-45.120503652039325
1739209595.40499;-45.120503652039325
1739209595.4049952;-38.13080360867914
1739209595.4050002;-45.120503652039325
1739209595.4050055;-45.120503652039325
1739209595.4050107;-45.120503652039325
1739209595.4050157;-45.120503652039325
1739209595.405021;-38.13080360867914
1739209595.405026;-45.120503652039325
1739209595.4050312;-38.13080360867914
1739209595.4050362;-38.13080360867914
1739209595.4050415;-38.13080360867914
1739209595.4050465;-45.120503652039325
1739209595.4050517;-29.438486411369333
1739209595.405057;-29.438486411369333
1739209595.405062;-45.120503652039325
1739209595.4050672;-45.120503652039325
1739209595.4050722;-35.57807855764607
1739209595.4050775;-35.57807855764607
1739209595.4050825;-45.120503652039325
1739209595.4050877;-35.57807855764607
1739209595.4050927;-38.13080360867914
1739209595.405098;-45.120503652039325
1739209595.4051032;-35.57807855764607
1739209595.4051082;-33.981070128970906
1739209595.4051135;-38.13080360867914
1739209595.4051185;-45.120503652039325
1739209595.4051237;-38.13080360867914
1739209595.4051287;-33.981070128970906
1739209595.405134;-32.816014438256545
1739209595.405139;-31.141103565318893
1739209595.4051442;-35.57807855764607
1739209595.4051492;-38.13080360867914
1739209595.4051545;-38.13080360867914
1739209595.4051597;-31.141103565318893
1739209595.4051647;-45.120503652039325
1739209595.40517;-45.120503652039325
1739209595.405175;-45.120503652039325
1739209595.4051802;-45.120503652039325
1739209595.4051852;-38.13080360867914
1739209595.4051905;-45.120503652039325
1739209595.4051955;-45.120503652039325
1739209595.4052007;-38.13080360867914
1739209595.405206;-33.981070128970906
1739209595.405211;-45.120503652039325
1739209595.4052162;-35.57807855764607
1739209595.4052212;-28.58837851428586
1739209595.4052265;-38.13080360867914
1739209595.4052315;-33.981070128970906
1739209595.4052367;-35.57807855764607
1739209595.4052417;-38.13080360867914
1739209595.405247;-38.13080360867914
1739209595.4052522;-45.120503652039325
1739209595.4052572;-45.120503652039325
1739209595.4052625;-38.13080360867914
1739209595.4052675;-38.13080360867914
1739209595.4052727;-38.13080360867914
1739209595.4052777;-38.13080360867914
1739209595.405283;-38.13080360867914
1739209595.405288;-38.13080360867914
1739209595.4052932;-45.120503652039325
1739209595.4052985;-45.120503652039325
1739209595.4053035;-45.120503652039325
1739209595.4053087;-45.120503652039325
1739209595.4053137;-45.120503652039325
1739209595.405319;-38.13080360867914
1739209595.405324;-38.13080360867914
1739209595.4053292;-38.13080360867914
1739209595.4053342;-45.120503652039325
1739209595.4053395;-45.120503652039325
1739209595.4053445;-27.267205301931607
1739209595.4053497;-38.13080360867914
1739209595.405355;-38.13080360867914
1739209595.40536;-45.120503652039325
1739209595.4053652;-30.49652367304973
1739209595.4053702;-45.120503652039325
1739209595.4053755;-45.120503652039325
1739209595.4053805;-45.120503652039325
1739209595.4053857;-32.81601443825658
1739209595.4053907;-38.13080360867914
1739209595.405396;-38.13080360867914
1739209595.4054012;-45.120503652039325
1739209595.4054062;-45.120503652039325
1739209595.4054115;-38.13080360867914
1739209595.4054165;-45.120503652039325
1739209595.4054217;-45.120503652039325
1739209595.4054267;-28.992665084841942
1739209595.405432;-38.13080360867914
1739209595.405437;-45.120503652039325
1739209595.4054422;-38.13080360867914
1739209595.4054475;-35.57807855764607
1739209595.4054525;-38.13080360867914
1739209595.4054577;-45.120503652039325
1739209595.4054627;-35.57807855764607
1739209595.405468;-38.13080360867914
1739209595.405473;-38.13080360867914
1739209595.4054782;-35.57807855764607
1739209595.4054832;-45.120503652039325
1739209595.4054885;-38.13080360867914
1739209595.4054937;-38.13080360867914
1739209595.4054987;-38.13080360867914
1739209595.405504;-38.13080360867914
1739209595.405509;-45.120503652039325
1739209595.4055142;-45.120503652039325
1739209595.4055192;-35.57807855764607
1739209595.4055245;-45.120503652039325
1739209595.4055295;-45.120503652039325
1739209595.4055347;-38.13080360867914
1739209595.4055398;-45.120503652039325
1739209595.405545;-45.120503652039325
1739209595.4055502;-38.13080360867914
1739209595.4055552;-38.13080360867914
1739209595.4055605;-45.120503652039325
1739209595.4055655;-45.120503652039325
1739209595.4055707;-38.13080360867914
1739209595.4055758;-35.57807855764607
1739209595.405581;-45.120503652039325
1739209595.405586;-38.13080360867914
1739209595.4055912;-38.13080360867914
1739209595.4055965;-45.120503652039325
1739209595.4056015;-45.120503652039325
1739209595.4056067;-45.120503652039325
1739209595.4056118;-35.57807855764607
1739209595.405617;-45.120503652039325
1739209595.405622;-45.120503652039325
1739209595.4056273;-45.120503652039325
1739209595.4056323;-38.13080360867914
1739209595.4056375;-35.57807855764607
1739209595.4056427;-35.57807855764607
1739209595.4056478;-38.13080360867914
1739209595.405653;-38.13080360867914
1739209595.405658;-38.13080360867914
1739209595.4056633;-38.13080360867914
1739209595.4056683;-45.120503652039325
1739209595.4056735;-45.120503652039325
1739209595.4056785;-38.13080360867914
1739209595.4056838;-45.120503652039325
1739209595.405689;-38.13080360867914
1739209595.405694;-38.13080360867914
1739209595.4056993;-38.13080360867914
1739209595.4057043;-38.13080360867914
1739209595.4057095;-38.13080360867914
1739209595.4057145;-38.13080360867914
1739209595.4057198;-45.120503652039325
1739209595.4057248;-45.120503652039325
1739209595.40573;-38.13080360867914
1739209595.405735;-38.13080360867914
1739209595.4057403;-45.120503652039325
1739209595.4057455;-45.120503652039325
1739209595.4057505;-38.13080360867914
1739209595.4057558;-35.57807855764607
1739209595.4057608;-32.816014438256545
1739209595.405766;-35.57807855764607
1739209595.405771;-38.13080360867914
1739209595.4057763;-45.120503652039325
1739209595.4057813;-35.57807855764607
1739209595.4057865;-35.57807855764607
1739209595.4057918;-45.120503652039325
1739209595.4057968;-45.120503652039325
1739209595.405802;-45.120503652039325
1739209595.405807;-45.120503652039325
1739209595.4058123;-45.120503652039325
1739209595.4058173;-33.981070128970906
1739209595.4058225;-45.120503652039325
1739209595.4058275;-45.120503652039325
1739209595.4058328;-38.13080360867914
1739209595.405838;-38.13080360867914
1739209595.405843;-32.816014438256545
1739209595.4058483;-38.13080360867914
1739209595.4058533;-45.120503652039325
1739209595.4058585;-38.13080360867914
1739209595.4058635;-38.13080360867914
1739209595.4058688;-38.13080360867914
1739209595.4058738;-38.13080360867914
1739209595.405879;-38.13080360867914
1739209595.4058843;-45.120503652039325
1739209595.4058893;-45.120503652039325
1739209595.4058945;-38.13080360867914
1739209595.4058995;-35.57807855764607
1739209595.4059048;-38.13080360867914
1739209595.4059098;-45.120503652039325
1739209595.405915;-38.13080360867914
1739209595.40592;-45.120503652039325
1739209595.4059253;-32.816014438256545
1739209595.4059303;-32.816014438256545
1739209595.4059355;-38.13080360867914
1739209595.4059408;-45.120503652039325
1739209595.4059458;-35.57807855764607
1739209595.405951;-35.57807855764607
1739209595.405956;-38.13080360867914
1739209595.4059613;-38.13080360867914
1739209595.4059663;-45.120503652039325
1739209595.4059715;-45.120503652039325
1739209595.4059765;-38.13080360867914
1739209595.4059818;-38.13080360867914
1739209595.405987;-45.120503652039325
1739209595.405992;-45.120503652039325
1739209595.4059973;-32.816014438256545
1739209595.4060023;-35.57807855764607
1739209595.4060075;-38.13080360867914
1739209595.4060125;-38.13080360867914
1739209595.4060178;-38.13080360867914
1739209595.4060228;-45.120503652039325
1739209595.406028;-38.13080360867914
1739209595.4060333;-33.981070128970906
1739209595.4060383;-45.120503652039325
1739209595.4060435;-45.120503652039325
1739209595.4060485;-38.13080360867914
1739209595.4060538;-45.120503652039325
1739209595.4060588;-45.120503652039325
1739209595.406064;-45.120503652039325
1739209595.406069;-45.120503652039325
1739209595.4060743;-45.120503652039325
1739209595.4060795;-38.13080360867914
1739209595.4060845;-38.13080360867914
1739209595.4060898;-45.120503652039325
1739209595.4060948;-45.120503652039325
1739209595.4061;-45.120503652039325
1739209595.406105;-45.120503652039325
1739209595.4061103;-38.13080360867914
1739209595.4061153;-38.13080360867914
1739209595.4061205;-45.120503652039325
1739209595.4061255;-45.120503652039325
1739209595.4061308;-38.13080360867914
1739209595.406136;-35.57807855764607
1739209595.406141;-38.13080360867914
1739209595.4061463;-45.120503652039325
1739209595.4061513;-45.120503652039325
1739209595.4061565;-45.120503652039325
1739209595.4061615;-38.13080360867914
1739209595.4061668;-33.981070128970906
1739209595.4061718;-45.120503652039325
1739209595.406177;-33.981070128970956
1739209595.4061823;-38.13080360867914
1739209595.4061873;-38.13080360867914
1739209595.4061925;-45.120503652039325
1739209595.4061975;-45.120503652039325
1739209595.4062028;-38.13080360867914
1739209595.4062078;-45.120503652039325
1739209595.406213;-35.57807855764607
1739209595.406218;-25.62660358559016
1739209595.4062233;-38.13080360867914
1739209595.4062285;-38.13080360867914
1739209595.4062335;-38.13080360867914
1739209595.4062388;-33.981070128970906
1739209595.4062438;-45.120503652039325
1739209595.406249;-45.120503652039325
1739209595.406254;-45.120503652039325
1739209595.4062593;-33.981070128970956
1739209595.4062643;-38.13080360867914
1739209595.4062696;-38.13080360867914
1739209595.4062748;-45.120503652039325
1739209595.4062798;-45.120503652039325
1739209595.406285;-38.13080360867914
1739209595.40629;-38.13080360867914
1739209595.4062953;-38.13080360867914
1739209595.4063003;-38.13080360867914
1739209595.4063056;-38.13080360867914
1739209595.4063106;-35.57807855764607
1739209595.4063158;-38.13080360867914
1739209595.406321;-35.57807855764607
1739209595.406326;-45.120503652039325
1739209595.4063313;-45.120503652039325
1739209595.4063363;-45.120503652039325
1739209595.4063416;-33.981070128970906
1739209595.4063466;-35.57807855764607
1739209595.4063518;-38.13080360867914
1739209595.4063568;-45.120503652039325
1739209595.406362;-33.981070128970906
1739209595.406367;-45.120503652039325
1739209595.4063723;-45.120503652039325
1739209595.4063776;-38.13080360867914
1739209595.4063826;-35.57807855764607
1739209595.4063878;-38.13080360867914
1739209595.4063928;-38.13080360867914
1739209595.406398;-45.120503652039325
1739209595.406403;-45.120503652039325
1739209595.4064083;-45.120503652039325
1739209595.4064133;-35.57807855764607
1739209595.4064186;-38.13080360867914
1739209595.4064238;-31.141103565318915
1739209595.4064288;-33.981070128970906
1739209595.406434;-38.13080360867914
1739209595.406439;-38.13080360867914
1739209595.4064443;-38.13080360867914
1739209595.4064493;-45.120503652039325
1739209595.4064546;-45.120503652039325
1739209595.4064596;-38.13080360867914
1739209595.4064648;-38.13080360867914
1739209595.40647;-38.13080360867914
1739209595.406475;-45.120503652039325
1739209595.4064803;-38.13080360867914
1739209595.4064853;-38.13080360867914
1739209595.4064906;-45.120503652039325
1739209595.4064956;-45.120503652039325
1739209595.4065008;-45.120503652039325
1739209595.4065058;-45.120503652039325
1739209595.406511;-38.13080360867914
1739209595.4065163;-35.57807855764607
1739209595.4065213;-45.120503652039325
1739209595.4065266;-45.120503652039325
1739209595.4065316;-38.13080360867914
1739209595.4065368;-45.120503652039325
1739209595.4065418;-38.13080360867914
1739209595.406547;-38.13080360867914
1739209595.406552;-38.13080360867914
1739209595.4065573;-45.120503652039325
1739209595.4065623;-45.120503652039325
1739209595.4065676;-33.981070128970906
1739209595.4065728;-38.13080360867914
1739209595.4065778;-38.13080360867914
1739209595.406583;-38.13080360867914
1739209595.406588;-38.13080360867914
1739209595.4065933;-38.13080360867914
1739209595.4065983;-38.13080360867914
1739209595.4066036;-38.13080360867914
1739209595.4066086;-38.13080360867914
1739209595.4066138;-45.120503652039325
1739209595.406619;-33.981070128970906
1739209595.406624;-45.120503652039325
1739209595.4066293;-45.120503652039325
1739209595.4066343;-35.57807855764607
1739209595.4066396;-38.13080360867914
1739209595.4066446;-45.120503652039325
1739209595.4066498;-38.13080360867914
1739209595.4066548;-32.816014438256545
1739209595.40666;-38.13080360867914
1739209595.4066653;-45.120503652039325
1739209595.4066703;-38.13080360867914
1739209595.4066756;-45.120503652039325
1739209595.4066806;-38.13080360867914
1739209595.4066858;-38.13080360867914
1739209595.4066908;-45.120503652039325
1739209595.406696;-45.120503652039325
1739209595.406701;-45.120503652039325
1739209595.4067063;-45.120503652039325
1739209595.4067116;-45.120503652039325
1739209595.4067166;-38.13080360867914
1739209595.4067218;-32.816014438256545
1739209595.4067268;-38.13080360867914
1739209595.406732;-45.120503652039325
1739209595.406737;-32.816014438256545
1739209595.4067423;-38.13080360867914
1739209595.4067473;-45.120503652039325
1739209595.4067526;-38.13080360867914
1739209595.4067576;-38.13080360867914
1739209595.4067628;-45.120503652039325
1739209595.406768;-45.120503652039325
1739209595.406773;-45.120503652039325
1739209595.4067783;-33.981070128970906
1739209595.4067833;-38.13080360867914
1739209595.4067886;-38.13080360867914
1739209595.4067936;-32.816014438256545
1739209595.4067988;-45.120503652039325
1739209595.4068038;-45.120503652039325
1739209595.406809;-38.13080360867914
1739209595.4068143;-38.13080360867914
1739209595.4068193;-38.13080360867914
1739209595.4068246;-45.120503652039325
1739209595.4068296;-45.120503652039325
1739209595.4068348;-45.120503652039325
1739209595.4068398;-32.816014438256545
1739209595.406845;-30.49652367304973
1739209595.40685;-38.13080360867914
1739209595.4068553;-38.13080360867914
1739209595.4068606;-38.13080360867914
1739209595.4068656;-33.981070128970906
1739209595.4068708;-45.120503652039325
1739209595.4068758;-45.120503652039325
1739209595.406881;-45.120503652039325
1739209595.406886;-33.981070128970906
1739209595.4068913;-33.981070128970906
1739209595.4068964;-45.120503652039325
1739209595.4069016;-45.120503652039325
1739209595.4069068;-38.13080360867914
1739209595.4069118;-38.13080360867914
1739209595.406917;-32.816014438256545
1739209595.406922;-45.120503652039325
1739209595.4069273;-45.120503652039325
1739209595.4069324;-35.57807855764607
1739209595.4069376;-45.120503652039325
1739209595.4069426;-35.57807855764607
1739209595.4069479;-38.13080360867914
1739209595.4069529;-45.120503652039325
1739209595.406958;-45.120503652039325
1739209595.4069633;-31.141103565318893
1739209595.4069684;-28.21854285175415
1739209595.4069736;-45.120503652039325
1739209595.4069786;-45.120503652039325
1739209595.4069839;-38.13080360867914
1739209595.4069889;-33.981070128970906
1739209595.406994;-38.13080360867914
1739209595.406999;-35.57807855764607
1739209595.4070044;-45.120503652039325
1739209595.4070096;-45.120503652039325
1739209595.4070146;-38.13080360867914
1739209595.4070199;-45.120503652039325
1739209595.4070249;-38.13080360867914
1739209595.40703;-45.120503652039325
1739209595.407035;-35.57807855764607
1739209595.4070404;-45.120503652039325
1739209595.4070454;-35.57807855764607
1739209595.4070506;-29.438486411369333
1739209595.4070559;-45.120503652039325
1739209595.4070609;-45.120503652039325
1739209595.407066;-35.57807855764607
1739209595.407071;-35.57807855764607
1739209595.4070764;-45.120503652039325
1739209595.4070814;-45.120503652039325
1739209595.4070866;-45.120503652039325
1739209595.4070916;-45.120503652039325
1739209595.4070969;-45.120503652039325
1739209595.407102;-38.13080360867914
1739209595.407107;-45.120503652039325
1739209595.4071124;-45.120503652039325
1739209595.4071174;-45.120503652039325
1739209595.4071226;-45.120503652039325
1739209595.4071276;-45.120503652039325
1739209595.4071329;-45.120503652039325
1739209595.4071379;-45.120503652039325
1739209595.407143;-45.120503652039325
1739209595.4071481;-45.120503652039325
1739209595.4071534;-45.120503652039325
1739209595.4071586;-35.57807855764607
1739209595.4071636;-38.13080360867914
1739209595.4071689;-33.981070128970906
1739209595.4071739;-28.58837851428586
1739209595.407179;-45.120503652039325
1739209595.4071841;-45.120503652039325
1739209595.4071894;-33.981070128970906
1739209595.4071944;-32.816014438256545
1739209595.4071996;-45.120503652039325
1739209595.4072049;-45.120503652039325
1739209595.4072099;-45.120503652039325
1739209595.407215;-33.981070128970956
1739209595.4072201;-45.120503652039325
1739209595.4072254;-38.13080360867914
1739209595.4072304;-33.981070128970906
1739209595.4072356;-45.120503652039325
1739209595.4072406;-45.120503652039325
1739209595.4072459;-45.120503652039325
1739209595.4072511;-35.57807855764607
1739209595.4072561;-26.991370085610722
1739209595.4072614;-38.13080360867914
1739209595.4072664;-45.120503652039325
1739209595.4072716;-45.120503652039325
1739209595.4072766;-35.57807855764607
1739209595.4072819;-38.13080360867914
1739209595.407287;-38.13080360867914
1739209595.4072921;-45.120503652039325
1739209595.4072974;-32.81601443825658
1739209595.4073024;-38.13080360867914
1739209595.4073076;-45.120503652039325
1739209595.4073126;-45.120503652039325
1739209595.4073179;-45.120503652039325
1739209595.407323;-45.120503652039325
1739209595.4073281;-45.120503652039325
1739209595.4073331;-38.13080360867914
1739209595.4073384;-33.981070128970906
1739209595.4073434;-38.13080360867914
1739209595.4073486;-45.120503652039325
1739209595.4073539;-33.981070128970906
1739209595.407359;-38.13080360867914
1739209595.4073641;-45.120503652039325
1739209595.4073691;-45.120503652039325
1739209595.4073744;-45.120503652039325
1739209595.4073794;-33.981070128970906
1739209595.4073846;-38.13080360867914
1739209595.4073896;-38.13080360867914
1739209595.407395;-45.120503652039325
1739209595.4074001;-38.13080360867914
1739209595.4074051;-38.13080360867914
1739209595.4074104;-45.120503652039325
1739209595.4074154;-45.120503652039325
1739209595.4074206;-38.13080360867914
1739209595.4074256;-45.120503652039325
1739209595.407431;-45.120503652039325
1739209595.407436;-45.120503652039325
1739209595.4074411;-45.120503652039325
1739209595.4074464;-45.120503652039325
1739209595.4074514;-45.120503652039325
1739209595.4074566;-45.120503652039325
1739209595.4074616;-38.13080360867914
1739209595.407467;-35.57807855764607
1739209595.407472;-38.13080360867914
1739209595.4074771;-35.57807855764607
1739209595.4074821;-35.57807855764607
1739209595.4074874;-38.13080360867914
1739209595.4074926;-45.120503652039325
1739209595.4074976;-35.57807855764607
1739209595.407503;-38.13080360867914
1739209595.407508;-45.120503652039325
1739209595.4075131;-45.120503652039325
1739209595.4075181;-45.120503652039325
1739209595.4075234;-45.120503652039325
1739209595.4075284;-45.120503652039325
1739209595.4075336;-33.981070128970906
1739209595.407539;-45.120503652039325
1739209595.407544;-38.13080360867914
1739209595.4075491;-38.13080360867914
1739209595.4075541;-35.57807855764607
1739209595.4075594;-45.120503652039325
1739209595.4075644;-45.120503652039325
1739209595.4075696;-33.981070128970906
1739209595.4075747;-35.57807855764607
1739209595.40758;-45.120503652039325
1739209595.407585;-45.120503652039325
1739209595.4075902;-45.120503652039325
1739209595.4075954;-45.120503652039325
1739209595.4076004;-35.57807855764607
1739209595.4076056;-35.57807855764607
1739209595.4076107;-38.13080360867914
1739209595.407616;-38.13080360867914
1739209595.407621;-38.13080360867914
