CAN Message; 0x62:091eea3c9ad08d62
1739209849.848164;-35.57807855764607
1739209849.8481681;-32.816014438256545
1739209849.8481722;-32.816014438256545
1739209849.8481762;-45.120503652039325
1739209849.84818;-38.13080360867914
1739209849.848184;-32.816014438256545
1739209849.8481882;-33.981070128970906
1739209849.8481922;-45.120503652039325
1739209849.848196;-45.120503652039325
1739209849.8482;-35.57807855764607
1739209849.8482041;-33.981070128970906
1739209849.8482082;-38.13080360867914
1739209849.8482122;-45.120503652039325
1739209849.848216;-45.120503652039325
1739209849.84822;-45.120503652039325
1739209849.8482242;-38.13080360867914
1739209849.8482282;-45.120503652039325
1739209849.848232;-38.13080360867914
1739209849.848236;-45.120503652039325
1739209849.8482401;-38.13080360867914
1739209849.8482442;-45.120503652039325
1739209849.848248;-31.141103565318893
1739209849.848252;-26.991370085610722
1739209849.848256;-45.120503652039325
1739209849.8482602;-38.13080360867914
1739209849.8482642;-45.120503652039325
1739209849.848268;-38.13080360867914
1739209849.848272;-38.13080360867914
1739209849.8482761;-38.13080360867914
1739209849.8482802;-45.120503652039325
1739209849.848284;-33.981070128970956
1739209849.848288;-45.120503652039325
1739209849.848292;-38.13080360867914
1739209849.8482962;-38.13080360867914
1739209849.8483002;-45.120503652039325
1739209849.848304;-38.13080360867914
1739209849.848308;-38.13080360867914
1739209849.8483121;-38.13080360867914
1739209849.8483162;-28.58837851428586
1739209849.84832;-35.57807855764607
1739209849.848324;-38.13080360867914
1739209849.848328;-38.13080360867914
1739209849.8483322;-33.981070128970906
1739209849.8483362;-38.13080360867914
1739209849.84834;-38.13080360867914
1739209849.848344;-45.120503652039325
1739209849.8483481;-31.14110356531892
1739209849.8483522;-38.13080360867914
1739209849.848356;-33.981070128970906
1739209849.84836;-45.120503652039325
1739209849.848364;-38.13080360867914
1739209849.8483682;-35.57807855764607
1739209849.8483722;-38.13080360867914
1739209849.848376;-35.57807855764607
1739209849.84838;-28.992665084841942
1739209849.8483841;-45.120503652039325
1739209849.8483882;-38.13080360867914
1739209849.848392;-45.120503652039325
1739209849.848396;-38.13080360867914
1739209849.8484;-38.13080360867914
1739209849.8484042;-45.120503652039325
1739209849.8484082;-45.120503652039325
1739209849.848412;-38.13080360867914
1739209849.848416;-45.120503652039325
1739209849.8484201;-45.120503652039325
1739209849.8484242;-45.120503652039325
1739209849.848428;-38.13080360867914
1739209849.848432;-45.120503652039325
1739209849.848436;-45.120503652039325
1739209849.8484402;-35.57807855764607
1739209849.848444;-38.13080360867914
1739209849.848448;-45.120503652039325
1739209849.848452;-45.120503652039325
1739209849.8484561;-38.13080360867914
1739209849.8484602;-38.13080360867914
1739209849.848464;-45.120503652039325
1739209849.848468;-45.120503652039325
1739209849.848472;-45.120503652039325
1739209849.8484762;-31.141103565318915
1739209849.84848;-38.13080360867914
1739209849.848484;-38.13080360867914
1739209849.848488;-38.13080360867914
1739209849.8484921;-33.981070128970906
1739209849.8484962;-38.13080360867914
1739209849.8485;-45.120503652039325
1739209849.848504;-45.120503652039325
1739209849.8485081;-33.981070128970906
1739209849.8485122;-38.13080360867914
1739209849.848516;-45.120503652039325
1739209849.84852;-45.120503652039325
1739209849.848524;-45.120503652039325
1739209849.8485281;-45.120503652039325
1739209849.8485322;-45.120503652039325
1739209849.848536;-45.120503652039325
1739209849.84854;-31.141103565318915
1739209849.8485441;-38.13080360867914
1739209849.8485482;-38.13080360867914
1739209849.848552;-45.120503652039325
1739209849.848556;-33.981070128970906
1739209849.84856;-38.13080360867914
1739209849.8485641;-45.120503652039325
1739209849.8485682;-38.13080360867914
1739209849.848572;-33.981070128970906
1739209849.848576;-31.141103565318915
1739209849.8485801;-45.120503652039325
1739209849.8485842;-38.13080360867914
1739209849.848588;-45.120503652039325
1739209849.848592;-38.13080360867914
1739209849.848596;-32.816014438256545
1739209849.8486001;-45.120503652039325
1739209849.8486042;-38.13080360867914
1739209849.848608;-38.13080360867914
1739209849.848612;-38.13080360867914
1739209849.8486161;-45.120503652039325
1739209849.8486202;-38.13080360867914
1739209849.848624;-38.13080360867914
1739209849.848628;-45.120503652039325
1739209849.848632;-38.13080360867914
1739209849.8486362;-45.120503652039325
1739209849.84864;-38.13080360867914
1739209849.848644;-38.13080360867914
1739209849.848648;-45.120503652039325
1739209849.8486521;-45.120503652039325
1739209849.8486562;-38.13080360867914
1739209849.84866;-35.57807855764607
1739209849.848664;-38.13080360867914
1739209849.848668;-38.13080360867914
1739209849.8486722;-38.13080360867914
1739209849.848676;-45.120503652039325
1739209849.84868;-45.120503652039325
1739209849.848684;-33.981070128970906
1739209849.8486881;-38.13080360867914
1739209849.8486922;-38.13080360867914
1739209849.848696;-45.120503652039325
1739209849.8487;-45.120503652039325
1739209849.848704;-38.13080360867914
1739209849.8487082;-38.13080360867914
1739209849.848712;-38.13080360867914
1739209849.848716;-31.141103565318915
1739209849.84872;-38.13080360867914
1739209849.8487241;-38.13080360867914
1739209849.8487282;-35.57807855764607
1739209849.848732;-35.57807855764607
1739209849.848736;-45.120503652039325
1739209849.84874;-45.120503652039325
1739209849.8487442;-38.13080360867914
1739209849.848748;-45.120503652039325
1739209849.848752;-45.120503652039325
1739209849.848756;-38.13080360867914
1739209849.8487601;-38.13080360867914
1739209849.8487642;-38.13080360867914
1739209849.848768;-45.120503652039325
1739209849.848772;-45.120503652039325
1739209849.848776;-38.13080360867914
1739209849.8487802;-45.120503652039325
1739209849.848784;-33.981070128970906
1739209849.848788;-38.13080360867914
1739209849.848792;-38.13080360867914
1739209849.8487961;-35.57807855764607
1739209849.8488;-35.57807855764607
1739209849.848804;-38.13080360867914
1739209849.848808;-38.13080360867914
1739209849.848812;-38.13080360867914
1739209849.8488162;-45.120503652039325
1739209849.84882;-45.120503652039325
1739209849.848824;-38.13080360867914
1739209849.848828;-45.120503652039325
1739209849.8488321;-45.120503652039325
1739209849.848836;-45.120503652039325
1739209849.84884;-45.120503652039325
1739209849.848844;-45.120503652039325
1739209849.848848;-33.981070128970906
1739209849.8488522;-45.120503652039325
1739209849.848856;-38.13080360867914
1739209849.84886;-45.120503652039325
1739209849.848864;-38.13080360867914
1739209849.8488681;-32.816014438256545
1739209849.848872;-45.120503652039325
1739209849.848876;-45.120503652039325
1739209849.84888;-38.13080360867914
1739209849.848884;-35.57807855764607
1739209849.8488882;-38.13080360867914
1739209849.848892;-38.13080360867914
1739209849.848896;-45.120503652039325
1739209849.8489;-45.120503652039325
1739209849.8489041;-45.120503652039325
1739209849.848908;-38.13080360867914
1739209849.848912;-45.120503652039325
1739209849.848916;-45.120503652039325
1739209849.84892;-35.57807855764607
1739209849.8489242;-45.120503652039325
1739209849.848928;-45.120503652039325
1739209849.848932;-38.13080360867914
1739209849.848936;-38.13080360867914
1739209849.8489401;-45.120503652039325
1739209849.848944;-38.13080360867914
1739209849.848948;-38.13080360867914
1739209849.848952;-45.120503652039325
1739209849.848956;-35.57807855764607
1739209849.8489602;-38.13080360867914
1739209849.848964;-38.13080360867914
1739209849.848968;-33.981070128970906
1739209849.848972;-33.981070128970906
1739209849.8489761;-45.120503652039325
1739209849.84898;-45.120503652039325
1739209849.848984;-38.13080360867914
1739209849.848988;-38.13080360867914
1739209849.848992;-45.120503652039325
1739209849.848996;-38.13080360867914
1739209849.849;-38.13080360867914
1739209849.849004;-45.120503652039325
1739209849.849008;-38.13080360867914
1739209849.8490121;-45.120503652039325
1739209849.849016;-45.120503652039325
1739209849.84902;-38.13080360867914
1739209849.849024;-32.816014438256545
1739209849.849028;-26.991370085610722
1739209849.849032;-45.120503652039325
1739209849.849036;-35.57807855764607
1739209849.84904;-38.13080360867914
1739209849.849044;-33.981070128970906
1739209849.8490481;-45.120503652039325
1739209849.849052;-38.13080360867914
1739209849.849056;-45.120503652039325
1739209849.84906;-33.981070128970956
1739209849.849064;-45.120503652039325
1739209849.849068;-38.13080360867914
1739209849.849072;-45.120503652039325
1739209849.849076;-45.120503652039325
1739209849.84908;-38.13080360867914
1739209849.8490841;-38.13080360867914
1739209849.849088;-35.57807855764607
1739209849.849092;-33.981070128970906
1739209849.849096;-45.120503652039325
1739209849.8491;-38.13080360867914
1739209849.849104;-38.13080360867914
1739209849.849108;-38.13080360867914
1739209849.849112;-45.120503652039325
1739209849.849116;-45.120503652039325
1739209849.8491201;-38.13080360867914
1739209849.849124;-31.141103565318915
1739209849.849128;-45.120503652039325
1739209849.849132;-38.13080360867914
1739209849.849136;-35.57807855764607
1739209849.84914;-38.13080360867914
1739209849.849144;-45.120503652039325
1739209849.849148;-45.120503652039325
1739209849.849152;-45.120503652039325
1739209849.8491561;-35.57807855764607
1739209849.84916;-45.120503652039325
1739209849.849164;-45.120503652039325
1739209849.849168;-38.13080360867914
1739209849.849172;-38.13080360867914
1739209849.849176;-38.13080360867914
1739209849.84918;-38.13080360867914
1739209849.849184;-45.120503652039325
1739209849.849188;-28.992665084841942
1739209849.849192;-38.13080360867914
1739209849.849196;-45.120503652039325
1739209849.8492;-45.120503652039325
1739209849.849204;-38.13080360867914
1739209849.849208;-38.13080360867914
1739209849.849212;-38.13080360867914
1739209849.849216;-45.120503652039325
1739209849.84922;-38.13080360867914
1739209849.849224;-33.981070128970906
1739209849.849228;-38.13080360867914
1739209849.849232;-45.120503652039325
1739209849.849236;-45.120503652039325
1739209849.84924;-32.816014438256545
1739209849.849244;-38.13080360867914
1739209849.849248;-45.120503652039325
1739209849.849252;-38.13080360867914
1739209849.849256;-38.13080360867914
1739209849.84926;-38.13080360867914
1739209849.849264;-38.13080360867914
1739209849.849268;-38.13080360867914
1739209849.849272;-45.120503652039325
1739209849.849276;-38.13080360867914
1739209849.84928;-45.120503652039325
1739209849.849284;-38.13080360867914
1739209849.849288;-35.57807855764607
1739209849.849292;-45.120503652039325
1739209849.849296;-38.13080360867914
1739209849.8493;-33.981070128970906
1739209849.849304;-35.57807855764607
1739209849.849308;-38.13080360867914
1739209849.849312;-45.120503652039325
1739209849.8493161;-38.13080360867914
1739209849.84932;-45.120503652039325
1739209849.849324;-45.120503652039325
1739209849.849328;-45.120503652039325
1739209849.849332;-45.120503652039325
1739209849.849336;-45.120503652039325
1739209849.84934;-45.120503652039325
1739209849.849344;-38.13080360867914
1739209849.849348;-33.981070128970906
1739209849.8493521;-45.120503652039325
1739209849.849356;-45.120503652039325
1739209849.84936;-45.120503652039325
1739209849.849364;-38.13080360867914
1739209849.849368;-35.57807855764607
1739209849.849372;-38.13080360867914
1739209849.849376;-35.57807855764607
1739209849.84938;-35.57807855764607
1739209849.849384;-38.13080360867914
1739209849.849388;-45.120503652039325
1739209849.849392;-45.120503652039325
1739209849.849396;-45.120503652039325
1739209849.8494;-45.120503652039325
1739209849.849404;-45.120503652039325
1739209849.849408;-38.13080360867914
1739209849.849412;-38.13080360867914
1739209849.849416;-38.13080360867914
1739209849.84942;-38.13080360867914
1739209849.849424;-38.13080360867914
1739209849.849428;-38.13080360867914
1739209849.849432;-38.13080360867914
1739209849.849436;-45.120503652039325
1739209849.84944;-45.120503652039325
1739209849.849444;-38.13080360867914
1739209849.849448;-35.57807855764607
1739209849.849452;-38.13080360867914
1739209849.849456;-38.13080360867914
1739209849.84946;-45.120503652039325
1739209849.849464;-38.13080360867914
1739209849.849468;-38.13080360867914
1739209849.849472;-45.120503652039325
1739209849.849476;-38.13080360867914
1739209849.84948;-38.13080360867914
1739209849.849484;-38.13080360867914
1739209849.849488;-38.13080360867914
1739209849.849492;-38.13080360867914
1739209849.849496;-38.13080360867914
1739209849.8495;-45.120503652039325
1739209849.849504;-45.120503652039325
1739209849.849508;-45.120503652039325
1739209849.849512;-32.816014438256545
1739209849.849516;-35.57807855764607
1739209849.84952;-45.120503652039325
1739209849.849524;-45.120503652039325
1739209849.849528;-38.13080360867914
1739209849.849532;-38.13080360867914
1739209849.849536;-45.120503652039325
1739209849.84954;-38.13080360867914
1739209849.849544;-38.13080360867914
1739209849.8495479;-38.13080360867914
1739209849.849552;-45.120503652039325
1739209849.849556;-35.57807855764607
1739209849.84956;-45.120503652039325
1739209849.849564;-33.981070128970906
1739209849.849568;-45.120503652039325
1739209849.849572;-45.120503652039325
1739209849.849576;-32.816014438256545
1739209849.84958;-38.13080360867914
1739209849.8495839;-45.120503652039325
1739209849.849588;-45.120503652039325
1739209849.849592;-30.49652367304973
1739209849.849596;-35.57807855764607
1739209849.8496;-38.13080360867914
1739209849.849604;-38.13080360867914
1739209849.849608;-32.816014438256545
1739209849.849612;-31.141103565318893
1739209849.849616;-45.120503652039325
1739209849.8496199;-45.120503652039325
1739209849.849624;-45.120503652039325
1739209849.849628;-45.120503652039325
1739209849.849632;-45.120503652039325
1739209849.849636;-32.816014438256545
1739209849.84964;-45.120503652039325
1739209849.849644;-38.13080360867914
1739209849.849648;-35.57807855764607
1739209849.849652;-38.13080360867914
1739209849.8496559;-45.120503652039325
1739209849.84966;-45.120503652039325
1739209849.849664;-35.57807855764607
1739209849.849668;-45.120503652039325
1739209849.849672;-30.49652367304973
1739209849.849676;-31.141103565318893
1739209849.84968;-38.13080360867914
1739209849.849684;-35.57807855764607
1739209849.849688;-38.13080360867914
1739209849.8496919;-35.57807855764607
1739209849.849696;-45.120503652039325
1739209849.8497;-45.120503652039325
1739209849.849704;-45.120503652039325
1739209849.849708;-45.120503652039325
1739209849.849712;-38.13080360867914
1739209849.849716;-45.120503652039325
1739209849.84972;-38.13080360867914
1739209849.849724;-38.13080360867914
1739209849.8497279;-38.13080360867914
1739209849.849732;-38.13080360867914
1739209849.849736;-38.13080360867914
1739209849.84974;-45.120503652039325
1739209849.8497438;-45.120503652039325
1739209849.849748;-45.120503652039325
1739209849.849752;-45.120503652039325
1739209849.849756;-38.13080360867914
1739209849.84976;-38.13080360867914
1739209849.8497639;-45.120503652039325
1739209849.849768;-31.141103565318893
1739209849.849772;-28.58837851428586
1739209849.849776;-45.120503652039325
1739209849.8497798;-38.13080360867914
1739209849.849784;-35.57807855764607
1739209849.849788;-30.49652367304973
1739209849.849792;-45.120503652039325
1739209849.849796;-38.13080360867914
1739209849.8497999;-38.13080360867914
1739209849.849804;-38.13080360867914
1739209849.849808;-45.120503652039325
1739209849.849812;-45.120503652039325
1739209849.8498158;-45.120503652039325
1739209849.84982;-45.120503652039325
1739209849.849824;-45.120503652039325
1739209849.849828;-45.120503652039325
1739209849.849832;-31.141103565318893
1739209849.8498359;-27.267205301931607
1739209849.84984;-38.13080360867914
1739209849.849844;-38.13080360867914
1739209849.849848;-35.57807855764607
1739209849.8498518;-33.981070128970906
1739209849.849856;-38.13080360867914
1739209849.84986;-38.13080360867914
1739209849.849864;-45.120503652039325
1739209849.849868;-35.57807855764607
1739209849.8498719;-38.13080360867914
1739209849.849876;-45.120503652039325
1739209849.84988;-45.120503652039325
1739209849.849884;-45.120503652039325
1739209849.8498878;-35.57807855764607
1739209849.849892;-35.57807855764607
1739209849.849896;-35.57807855764607
1739209849.8499;-31.141103565318915
1739209849.849904;-45.120503652039325
1739209849.8499079;-45.120503652039325
1739209849.849912;-45.120503652039325
1739209849.849916;-38.13080360867914
1739209849.84992;-38.13080360867914
1739209849.8499238;-45.120503652039325
1739209849.849928;-45.120503652039325
1739209849.849932;-38.13080360867914
1739209849.849936;-38.13080360867914
1739209849.8499398;-45.120503652039325
1739209849.8499439;-45.120503652039325
1739209849.849948;-38.13080360867914
1739209849.849952;-38.13080360867914
1739209849.849956;-45.120503652039325
1739209849.8499599;-38.13080360867914
1739209849.849964;-38.13080360867914
1739209849.849968;-45.120503652039325
1739209849.849972;-33.981070128970906
1739209849.8499758;-38.13080360867914
1739209849.8499799;-38.13080360867914
1739209849.849984;-38.13080360867914
1739209849.849988;-38.13080360867914
1739209849.849992;-45.120503652039325
1739209849.8499959;-33.981070128970906
1739209849.85;-38.13080360867914
1739209849.850004;-45.120503652039325
1739209849.850008;-38.13080360867914
1739209849.8500118;-38.13080360867914
1739209849.8500159;-38.13080360867914
1739209849.85002;-45.120503652039325
1739209849.850024;-38.13080360867914
1739209849.850028;-38.13080360867914
1739209849.8500319;-38.13080360867914
1739209849.850036;-45.120503652039325
1739209849.85004;-35.57807855764607
1739209849.850044;-38.13080360867914
1739209849.8500478;-45.120503652039325
1739209849.8500519;-38.13080360867914
1739209849.850056;-45.120503652039325
1739209849.85006;-38.13080360867914
1739209849.850064;-45.120503652039325
1739209849.8500679;-38.13080360867914
1739209849.850072;-38.13080360867914
1739209849.850076;-38.13080360867914
1739209849.85008;-45.120503652039325
1739209849.8500838;-45.120503652039325
1739209849.850088;-35.57807855764607
1739209849.850092;-38.13080360867914
1739209849.850096;-45.120503652039325
1739209849.8501;-38.13080360867914
1739209849.8501039;-45.120503652039325
1739209849.850108;-33.981070128970906
1739209849.850112;-38.13080360867914
1739209849.850116;-45.120503652039325
1739209849.8501198;-45.120503652039325
1739209849.850124;-45.120503652039325
1739209849.850128;-45.120503652039325
1739209849.850132;-45.120503652039325
1739209849.8501358;-32.816014438256545
1739209849.8501399;-38.13080360867914
1739209849.850144;-45.120503652039325
1739209849.850148;-45.120503652039325
1739209849.850152;-38.13080360867914
1739209849.8501558;-38.13080360867914
1739209849.85016;-38.13080360867914
1739209849.850164;-38.13080360867914
1739209849.850168;-45.120503652039325
1739209849.8501718;-38.13080360867914
1739209849.8501759;-45.120503652039325
1739209849.85018;-45.120503652039325
1739209849.850184;-45.120503652039325
1739209849.850188;-38.13080360867914
1739209849.8501918;-45.120503652039325
1739209849.850196;-45.120503652039325
1739209849.8502;-35.57807855764607
1739209849.850204;-32.816014438256545
1739209849.8502078;-45.120503652039325
1739209849.8502119;-38.13080360867914
1739209849.850216;-38.13080360867914
1739209849.85022;-38.13080360867914
1739209849.850224;-45.120503652039325
