CAN Message; 0x24:0ab85e9716b6f081
1739209601.9307542;-35.57807855764607
1739209601.9307609;-35.57807855764607
1739209601.9307675;-45.120503652039325
1739209601.9307745;-35.57807855764607
1739209601.9307811;-35.57807855764607
1739209601.9307878;-38.13080360867914
1739209601.9307945;-45.120503652039325
1739209601.9308012;-45.120503652039325
1739209601.930808;-38.13080360867914
1739209601.9308147;-35.57807855764607
1739209601.9308214;-45.120503652039325
1739209601.930828;-38.13080360867914
1739209601.9308348;-38.13080360867914
1739209601.9308417;-45.120503652039325
1739209601.9308484;-32.816014438256545
1739209601.930855;-38.13080360867914
1739209601.9308617;-45.120503652039325
1739209601.9308684;-45.120503652039325
1739209601.9308753;-45.120503652039325
1739209601.930882;-33.981070128970906
1739209601.9308887;-45.120503652039325
1739209601.9308953;-38.13080360867914
1739209601.930902;-38.13080360867914
1739209601.930909;-38.13080360867914
1739209601.9309156;-38.13080360867914
1739209601.9309223;-45.120503652039325
1739209601.930929;-45.120503652039325
1739209601.9309356;-32.816014438256545
1739209601.9309425;-45.120503652039325
1739209601.9309492;-33.981070128970906
1739209601.930956;-35.57807855764607
1739209601.9309626;-38.13080360867914
1739209601.9309692;-45.120503652039325
1739209601.9309762;-38.13080360867914
1739209601.9309828;-45.120503652039325
1739209601.9309895;-33.981070128970906
1739209601.9309962;-35.57807855764607
1739209601.9310029;-45.120503652039325
1739209601.9310098;-45.120503652039325
1739209601.9310164;-38.13080360867914
1739209601.9310231;-38.13080360867914
1739209601.9310298;-38.13080360867914
1739209601.9310365;-45.120503652039325
1739209601.9310434;-45.120503652039325
1739209601.93105;-45.120503652039325
1739209601.9310567;-45.120503652039325
1739209601.9310634;-38.13080360867914
1739209601.93107;-45.120503652039325
1739209601.931077;-45.120503652039325
1739209601.9310837;-45.120503652039325
1739209601.9310904;-38.13080360867914
1739209601.931097;-38.13080360867914
1739209601.9311037;-38.13080360867914
1739209601.9311106;-38.13080360867914
1739209601.9311173;-45.120503652039325
1739209601.931124;-38.13080360867914
1739209601.9311306;-38.13080360867914
1739209601.9311373;-45.120503652039325
1739209601.9311442;-45.120503652039325
1739209601.931151;-38.13080360867914
1739209601.9311576;-38.13080360867914
1739209601.9311643;-38.13080360867914
1739209601.931171;-45.120503652039325
1739209601.9311779;-35.57807855764607
1739209601.9311845;-38.13080360867914
1739209601.9311912;-38.13080360867914
1739209601.931198;-38.13080360867914
1739209601.9312048;-45.120503652039325
1739209601.9312115;-45.120503652039325
1739209601.9312181;-38.13080360867914
1739209601.9312248;-38.13080360867914
1739209601.9312315;-33.981070128970906
1739209601.9312384;-45.120503652039325
1739209601.931245;-45.120503652039325
1739209601.9312518;-45.120503652039325
1739209601.9312584;-33.981070128970906
1739209601.931265;-38.13080360867914
1739209601.931272;-38.13080360867914
1739209601.9312787;-45.120503652039325
1739209601.9312854;-45.120503652039325
1739209601.931292;-45.120503652039325
1739209601.9312987;-45.120503652039325
1739209601.9313056;-45.120503652039325
1739209601.9313123;-32.816014438256545
1739209601.931319;-31.141103565318915
1739209601.9313257;-45.120503652039325
1739209601.9313323;-45.120503652039325
1739209601.9313393;-38.13080360867914
1739209601.931346;-38.13080360867914
1739209601.9313526;-38.13080360867914
1739209601.9313593;-38.13080360867914
1739209601.931366;-33.981070128970906
1739209601.931373;-33.981070128970906
1739209601.9313796;-38.13080360867914
1739209601.9313862;-35.57807855764607
1739209601.931393;-38.13080360867914
1739209601.9313996;-45.120503652039325
1739209601.9314065;-45.120503652039325
1739209601.9314132;-38.13080360867914
1739209601.9314198;-33.981070128970906
1739209601.9314265;-33.981070128970906
1739209601.9314332;-45.120503652039325
1739209601.93144;-45.120503652039325
1739209601.9314468;-38.13080360867914
1739209601.9314535;-32.816014438256545
1739209601.9314601;-33.981070128970906
1739209601.9314668;-45.120503652039325
1739209601.9314737;-38.13080360867914
1739209601.9314804;-33.981070128970906
1739209601.931487;-32.816014438256545
1739209601.9314938;-38.13080360867914
1739209601.9315004;-38.13080360867914
1739209601.9315073;-35.57807855764607
1739209601.931514;-38.13080360867914
1739209601.9315207;-38.13080360867914
1739209601.9315274;-38.13080360867914
1739209601.931534;-38.13080360867914
1739209601.931541;-45.120503652039325
1739209601.9315476;-35.57807855764607
1739209601.9315543;-35.57807855764607
1739209601.931561;-38.13080360867914
1739209601.9315677;-45.120503652039325
1739209601.9315746;-38.13080360867914
1739209601.9315813;-38.13080360867914
1739209601.931588;-35.57807855764607
1739209601.9315946;-38.13080360867914
1739209601.9316015;-38.13080360867914
1739209601.9316082;-45.120503652039325
1739209601.9316149;-38.13080360867914
1739209601.9316216;-38.13080360867914
1739209601.9316282;-45.120503652039325
1739209601.9316351;-38.13080360867914
1739209601.9316418;-32.816014438256545
1739209601.9316485;-38.13080360867914
1739209601.9316552;-45.120503652039325
1739209601.9316618;-33.981070128970906
1739209601.9316688;-35.57807855764607
1739209601.9316754;-38.13080360867914
1739209601.931682;-38.13080360867914
1739209601.9316888;-33.981070128970906
1739209601.9316955;-35.57807855764607
1739209601.9317024;-38.13080360867914
1739209601.931709;-38.13080360867914
1739209601.9317157;-38.13080360867914
1739209601.9317224;-45.120503652039325
1739209601.931729;-45.120503652039325
1739209601.931736;-45.120503652039325
1739209601.9317427;-45.120503652039325
1739209601.9317493;-38.13080360867914
1739209601.931756;-38.13080360867914
1739209601.9317627;-45.120503652039325
1739209601.9317696;-45.120503652039325
1739209601.9317763;-45.120503652039325
1739209601.931783;-38.13080360867914
1739209601.9317896;-38.13080360867914
1739209601.9317963;-38.13080360867914
1739209601.9318032;-26.487275050834715
1739209601.93181;-35.57807855764607
1739209601.9318166;-45.120503652039325
1739209601.9318233;-38.13080360867914
1739209601.93183;-38.13080360867914
1739209601.9318368;-45.120503652039325
1739209601.9318435;-32.816014438256545
1739209601.9318502;-33.981070128970906
1739209601.9318569;-33.981070128970956
1739209601.9318635;-45.120503652039325
1739209601.9318705;-38.13080360867914
1739209601.9318771;-45.120503652039325
1739209601.9318838;-38.13080360867914
1739209601.9318905;-38.13080360867914
1739209601.9318972;-45.120503652039325
1739209601.931904;-45.120503652039325
1739209601.9319108;-27.8777449560314
1739209601.9319174;-30.49652367304973
1739209601.931924;-45.120503652039325
1739209601.9319308;-38.13080360867914
1739209601.9319377;-33.981070128970906
1739209601.9319444;-45.120503652039325
1739209601.931951;-45.120503652039325
1739209601.9319577;-45.120503652039325
1739209601.9319644;-45.120503652039325
1739209601.9319713;-45.120503652039325
1739209601.931978;-35.57807855764607
1739209601.9319847;-38.13080360867914
1739209601.9319913;-38.13080360867914
1739209601.931998;-35.57807855764607
1739209601.932005;-35.57807855764607
1739209601.9320116;-38.13080360867914
1739209601.9320183;-45.120503652039325
1739209601.932025;-33.981070128970906
1739209601.9320316;-38.13080360867914
1739209601.9320385;-38.13080360867914
1739209601.9320452;-45.120503652039325
1739209601.932052;-38.13080360867914
1739209601.9320586;-45.120503652039325
1739209601.9320655;-45.120503652039325
1739209601.9320722;-35.57807855764607
1739209601.9320788;-38.13080360867914
1739209601.9320855;-35.57807855764607
1739209601.9320922;-38.13080360867914
1739209601.932099;-35.57807855764607
1739209601.9321058;-38.13080360867914
1739209601.9321125;-45.120503652039325
1739209601.9321191;-38.13080360867914
1739209601.9321258;-45.120503652039325
1739209601.9321327;-45.120503652039325
1739209601.9321394;-45.120503652039325
1739209601.932146;-45.120503652039325
1739209601.9321527;-45.120503652039325
1739209601.9321594;-33.981070128970906
1739209601.9321663;-45.120503652039325
1739209601.932173;-45.120503652039325
1739209601.9321797;-31.141103565318893
1739209601.9321864;-35.57807855764607
1739209601.932193;-45.120503652039325
1739209601.9322;-45.120503652039325
1739209601.9322066;-35.57807855764607
1739209601.9322133;-38.13080360867914
1739209601.93222;-45.120503652039325
1739209601.9322267;-45.120503652039325
1739209601.9322336;-45.120503652039325
1739209601.9322402;-45.120503652039325
1739209601.932247;-35.57807855764607
1739209601.9322536;-38.13080360867914
1739209601.9322603;-45.120503652039325
1739209601.9322672;-38.13080360867914
1739209601.9322739;-38.13080360867914
1739209601.9322805;-45.120503652039325
1739209601.9322872;-38.13080360867914
1739209601.932294;-32.816014438256545
1739209601.9323008;-45.120503652039325
1739209601.9323075;-45.120503652039325
1739209601.9323142;-38.13080360867914
1739209601.9323208;-38.13080360867914
1739209601.9323275;-38.13080360867914
1739209601.9323344;-38.13080360867914
1739209601.932341;-38.13080360867914
1739209601.9323478;-38.13080360867914
1739209601.9323545;-38.13080360867914
1739209601.9323611;-45.120503652039325
1739209601.932368;-38.13080360867914
1739209601.9323747;-33.981070128970906
1739209601.9323814;-45.120503652039325
1739209601.932388;-45.120503652039325
1739209601.9323947;-38.13080360867914
1739209601.9324017;-38.13080360867914
1739209601.9324083;-38.13080360867914
1739209601.932415;-45.120503652039325
1739209601.9324217;-45.120503652039325
1739209601.9324284;-45.120503652039325
1739209601.9324353;-38.13080360867914
1739209601.932442;-45.120503652039325
1739209601.9324486;-45.120503652039325
1739209601.9324553;-33.981070128970906
1739209601.9324622;-38.13080360867914
1739209601.932469;-45.120503652039325
1739209601.9324756;-38.13080360867914
1739209601.9324822;-33.981070128970906
1739209601.932489;-45.120503652039325
1739209601.9324958;-45.120503652039325
1739209601.9325025;-38.13080360867914
1739209601.9325092;-38.13080360867914
1739209601.9325159;-38.13080360867914
1739209601.9325225;-45.120503652039325
1739209601.9325294;-45.120503652039325
1739209601.9325361;-45.120503652039325
1739209601.9325428;-45.120503652039325
1739209601.9325495;-45.120503652039325
1739209601.9325562;-45.120503652039325
1739209601.932563;-38.13080360867914
1739209601.9325697;-38.13080360867914
1739209601.9325764;-38.13080360867914
1739209601.932583;-45.120503652039325
1739209601.9325898;-32.816014438256545
1739209601.9325967;-38.13080360867914
1739209601.9326034;-38.13080360867914
1739209601.93261;-45.120503652039325
1739209601.9326167;-45.120503652039325
1739209601.9326234;-45.120503652039325
1739209601.9326303;-45.120503652039325
1739209601.932637;-45.120503652039325
1739209601.9326437;-45.120503652039325
1739209601.9326503;-45.120503652039325
1739209601.932657;-45.120503652039325
1739209601.932664;-38.13080360867914
1739209601.9326706;-38.13080360867914
1739209601.9326773;-38.13080360867914
1739209601.932684;-38.13080360867914
1739209601.9326906;-38.13080360867914
1739209601.9326975;-38.13080360867914
1739209601.9327042;-45.120503652039325
1739209601.932711;-45.120503652039325
1739209601.9327176;-38.13080360867914
1739209601.9327242;-45.120503652039325
1739209601.9327312;-45.120503652039325
1739209601.9327378;-45.120503652039325
1739209601.9327445;-45.120503652039325
1739209601.9327512;-45.120503652039325
1739209601.9327579;-38.13080360867914
1739209601.9327648;-38.13080360867914
1739209601.9327714;-45.120503652039325
1739209601.9327781;-38.13080360867914
1739209601.9327848;-33.981070128970906
1739209601.9327915;-45.120503652039325
1739209601.9327984;-45.120503652039325
1739209601.932805;-35.57807855764607
1739209601.9328117;-38.13080360867914
1739209601.9328184;-45.120503652039325
1739209601.932825;-38.13080360867914
1739209601.932832;-38.13080360867914
1739209601.9328387;-35.57807855764607
1739209601.9328454;-38.13080360867914
1739209601.932852;-38.13080360867914
1739209601.9328587;-33.981070128970906
1739209601.9328656;-38.13080360867914
1739209601.9328723;-38.13080360867914
1739209601.932879;-38.13080360867914
1739209601.9328856;-45.120503652039325
1739209601.9328923;-38.13080360867914
1739209601.9328992;-45.120503652039325
1739209601.932906;-45.120503652039325
1739209601.9329126;-38.13080360867914
1739209601.9329193;-45.120503652039325
1739209601.9329262;-35.57807855764607
1739209601.9329329;-38.13080360867914
1739209601.9329395;-38.13080360867914
1739209601.9329462;-28.58837851428586
1739209601.932953;-38.13080360867914
1739209601.9329598;-33.981070128970906
1739209601.9329665;-45.120503652039325
1739209601.9329731;-38.13080360867914
1739209601.9329798;-45.120503652039325
1739209601.9329865;-38.13080360867914
1739209601.9329934;-33.981070128970906
1739209601.933;-31.141103565318943
1739209601.9330068;-45.120503652039325
1739209601.9330134;-45.120503652039325
1739209601.93302;-38.13080360867914
1739209601.933027;-45.120503652039325
1739209601.9330337;-45.120503652039325
1739209601.9330404;-45.120503652039325
1739209601.933047;-45.120503652039325
1739209601.9330537;-27.8777449560314
1739209601.9330606;-35.57807855764607
1739209601.9330673;-45.120503652039325
1739209601.933074;-45.120503652039325
1739209601.9330807;-32.816014438256545
1739209601.9330873;-38.13080360867914
1739209601.9330943;-38.13080360867914
1739209601.933101;-35.57807855764607
1739209601.9331076;-33.981070128970956
1739209601.9331143;-45.120503652039325
1739209601.933121;-33.981070128970906
1739209601.9331279;-45.120503652039325
1739209601.9331346;-45.120503652039325
1739209601.9331412;-45.120503652039325
1739209601.933148;-33.981070128970906
1739209601.9331546;-45.120503652039325
1739209601.9331615;-31.141103565318893
1739209601.9331682;-35.57807855764607
1739209601.9331748;-38.13080360867914
1739209601.9331815;-38.13080360867914
1739209601.9331882;-38.13080360867914
1739209601.933195;-38.13080360867914
1739209601.9332018;-38.13080360867914
1739209601.9332085;-38.13080360867914
1739209601.9332151;-45.120503652039325
1739209601.9332218;-45.120503652039325
1739209601.9332287;-45.120503652039325
1739209601.9332354;-45.120503652039325
1739209601.933242;-45.120503652039325
1739209601.9332488;-45.120503652039325
1739209601.9332554;-38.13080360867914
1739209601.9332623;-33.981070128970906
1739209601.933269;-38.13080360867914
1739209601.9332757;-45.120503652039325
1739209601.9332824;-35.57807855764607
1739209601.933289;-35.57807855764607
1739209601.933296;-45.120503652039325
1739209601.9333026;-45.120503652039325
1739209601.9333093;-45.120503652039325
1739209601.933316;-45.120503652039325
1739209601.933323;-38.13080360867914
1739209601.9333296;-38.13080360867914
1739209601.9333363;-32.816014438256545
1739209601.933343;-35.57807855764607
1739209601.9333496;-38.13080360867914
1739209601.9333565;-38.13080360867914
1739209601.9333632;-45.120503652039325
1739209601.9333699;-38.13080360867914
1739209601.9333766;-45.120503652039325
1739209601.9333832;-45.120503652039325
1739209601.9333901;-45.120503652039325
1739209601.9333968;-38.13080360867914
1739209601.9334035;-38.13080360867914
1739209601.9334102;-45.120503652039325
1739209601.9334168;-38.13080360867914
1739209601.9334238;-45.120503652039325
1739209601.9334304;-30.49652367304973
1739209601.933437;-28.58837851428586
1739209601.9334438;-38.13080360867914
1739209601.9334505;-45.120503652039325
1739209601.9334574;-38.13080360867914
1739209601.933464;-38.13080360867914
1739209601.9334707;-38.13080360867914
1739209601.9334774;-38.13080360867914
1739209601.933484;-45.120503652039325
1739209601.933491;-38.13080360867914
1739209601.9334977;-45.120503652039325
1739209601.9335043;-45.120503652039325
1739209601.933511;-45.120503652039325
1739209601.9335177;-38.13080360867914
1739209601.9335246;-45.120503652039325
1739209601.9335313;-45.120503652039325
1739209601.933538;-32.816014438256545
1739209601.9335446;-27.267205301931607
1739209601.9335513;-45.120503652039325
1739209601.9335582;-38.13080360867914
1739209601.933565;-38.13080360867914
1739209601.9335716;-35.57807855764607
1739209601.9335783;-38.13080360867914
1739209601.933585;-33.981070128970906
1739209601.9335918;-45.120503652039325
1739209601.9335985;-30.49652367304976
1739209601.9336052;-35.57807855764607
1739209601.9336119;-33.981070128970906
1739209601.9336185;-45.120503652039325
1739209601.9336255;-45.120503652039325
1739209601.9336321;-35.57807855764607
1739209601.9336388;-38.13080360867914
1739209601.9336455;-38.13080360867914
1739209601.9336522;-31.141103565318915
1739209601.933659;-38.13080360867914
1739209601.9336658;-38.13080360867914
1739209601.9336724;-38.13080360867914
1739209601.933679;-38.13080360867914
1739209601.9336858;-45.120503652039325
1739209601.9336927;-45.120503652039325
1739209601.9336994;-45.120503652039325
1739209601.933706;-35.57807855764607
1739209601.9337127;-38.13080360867914
1739209601.9337194;-45.120503652039325
1739209601.9337263;-45.120503652039325
1739209601.933733;-45.120503652039325
1739209601.9337397;-38.13080360867914
1739209601.9337463;-38.13080360867914
1739209601.933753;-38.13080360867914
1739209601.93376;-28.992665084841942
1739209601.9337666;-38.13080360867914
1739209601.9337733;-33.981070128970906
1739209601.93378;-38.13080360867914
1739209601.9337869;-35.57807855764607
1739209601.9337935;-38.13080360867914
1739209601.9338002;-45.120503652039325
1739209601.933807;-38.13080360867914
1739209601.9338136;-31.141103565318915
1739209601.9338205;-38.13080360867914
1739209601.9338272;-35.57807855764607
1739209601.9338338;-38.13080360867914
1739209601.9338405;-38.13080360867914
1739209601.9338472;-38.13080360867914
1739209601.933854;-38.13080360867914
1739209601.9338608;-38.13080360867914
1739209601.9338675;-33.981070128970906
1739209601.9338741;-38.13080360867914
1739209601.9338808;-38.13080360867914
1739209601.9338877;-35.57807855764607
1739209601.9338944;-38.13080360867914
1739209601.933901;-45.120503652039325
1739209601.9339077;-45.120503652039325
1739209601.9339144;-38.13080360867914
1739209601.9339213;-38.13080360867914
1739209601.933928;-45.120503652039325
1739209601.9339347;-33.981070128970906
1739209601.9339414;-45.120503652039325
1739209601.933948;-45.120503652039325
1739209601.933955;-35.57807855764607
1739209601.9339616;-38.13080360867914
1739209601.9339683;-45.120503652039325
1739209601.933975;-45.120503652039325
1739209601.9339817;-38.13080360867914
1739209601.9339886;-38.13080360867914
1739209601.9339952;-38.13080360867914
1739209601.934002;-38.13080360867914
1739209601.9340086;-45.120503652039325
1739209601.9340153;-45.120503652039325
1739209601.9340222;-38.13080360867914
1739209601.9340289;-38.13080360867914
1739209601.9340355;-38.13080360867914
1739209601.9340422;-38.13080360867914
1739209601.934049;-45.120503652039325
1739209601.9340558;-33.981070128970906
1739209601.9340625;-33.981070128970906
1739209601.9340692;-33.981070128970906
1739209601.9340758;-45.120503652039325
1739209601.9340825;-38.13080360867914
1739209601.9340894;-38.13080360867914
1739209601.934096;-38.13080360867914
1739209601.9341028;-38.13080360867914
1739209601.9341094;-38.13080360867914
1739209601.9341161;-45.120503652039325
1739209601.934123;-33.981070128970906
1739209601.9341297;-45.120503652039325
1739209601.9341364;-45.120503652039325
1739209601.934143;-45.120503652039325
1739209601.9341497;-45.120503652039325
1739209601.9341567;-45.120503652039325
1739209601.9341633;-45.120503652039325
1739209601.93417;-35.57807855764607
1739209601.9341767;-38.13080360867914
1739209601.9341836;-38.13080360867914
1739209601.9341903;-35.57807855764607
1739209601.934197;-45.120503652039325
1739209601.9342036;-45.120503652039325
1739209601.9342103;-45.120503652039325
1739209601.9342172;-38.13080360867914
1739209601.934224;-45.120503652039325
1739209601.9342306;-45.120503652039325
1739209601.9342372;-38.13080360867914
1739209601.934244;-45.120503652039325
1739209601.9342508;-38.13080360867914
1739209601.9342575;-45.120503652039325
1739209601.9342642;-38.13080360867914
1739209601.9342709;-45.120503652039325
1739209601.9342775;-35.57807855764607
1739209601.9342844;-35.57807855764607
1739209601.9342911;-45.120503652039325
1739209601.9342978;-45.120503652039325
1739209601.9343045;-45.120503652039325
1739209601.9343112;-45.120503652039325
1739209601.934318;-45.120503652039325
1739209601.9343247;-45.120503652039325
1739209601.9343314;-45.120503652039325
1739209601.934338;-45.120503652039325
1739209601.9343448;-38.13080360867914
1739209601.9343517;-45.120503652039325
1739209601.9343584;-45.120503652039325
1739209601.934365;-45.120503652039325
1739209601.9343717;-45.120503652039325
1739209601.9343784;-45.120503652039325
1739209601.9343853;-38.13080360867914
1739209601.934392;-35.57807855764607
1739209601.9343987;-38.13080360867914
1739209601.9344053;-45.120503652039325
1739209601.934412;-38.13080360867914
1739209601.934419;-45.120503652039325
1739209601.9344256;-45.120503652039325
1739209601.9344323;-38.13080360867914
1739209601.934439;-38.13080360867914
1739209601.9344456;-45.120503652039325
1739209601.9344525;-45.120503652039325
1739209601.9344592;-45.120503652039325
1739209601.934466;-38.13080360867914
1739209601.9344726;-38.13080360867914
1739209601.9344792;-45.120503652039325
1739209601.9344862;-45.120503652039325
1739209601.9344928;-45.120503652039325
1739209601.9344995;-45.120503652039325
1739209601.9345062;-45.120503652039325
1739209601.9345129;-45.120503652039325
1739209601.9345198;-45.120503652039325
1739209601.9345264;-45.120503652039325
1739209601.934533;-33.981070128970906
1739209601.9345398;-38.13080360867914
1739209601.9345465;-45.120503652039325
1739209601.9345534;-38.13080360867914
1739209601.93456;-38.13080360867914
1739209601.9345667;-38.13080360867914
1739209601.9345734;-38.13080360867914
1739209601.93458;-45.120503652039325
1739209601.934587;-45.120503652039325
1739209601.9345937;-45.120503652039325
1739209601.9346004;-30.49652367304973
1739209601.934607;-35.57807855764607
1739209601.9346137;-45.120503652039325
1739209601.9346206;-38.13080360867914
1739209601.9346273;-35.57807855764607
1739209601.934634;-33.981070128970906
1739209601.9346406;-38.13080360867914
1739209601.9346476;-45.120503652039325
1739209601.9346542;-45.120503652039325
1739209601.934661;-45.120503652039325
1739209601.9346676;-35.57807855764607
1739209601.9346743;-35.57807855764607
1739209601.9346812;-45.120503652039325
1739209601.9346879;-45.120503652039325
1739209601.9346945;-38.13080360867914
1739209601.9347012;-38.13080360867914
1739209601.9347079;-45.120503652039325
1739209601.9347148;-45.120503652039325
1739209601.9347215;-45.120503652039325
1739209601.9347281;-45.120503652039325
1739209601.9347348;-38.13080360867914
1739209601.9347415;-33.981070128970906
1739209601.9347484;-45.120503652039325
1739209601.934755;-45.120503652039325
1739209601.9347618;-38.13080360867914
1739209601.9347684;-45.120503652039325
1739209601.934775;-45.120503652039325
1739209601.934782;-45.120503652039325
1739209601.9347887;-45.120503652039325
1739209601.9347954;-38.13080360867914
1739209601.934802;-45.120503652039325
1739209601.9348087;-45.120503652039325
1739209601.9348156;-38.13080360867914
1739209601.9348223;-33.981070128970906
1739209601.934829;-33.981070128970906
1739209601.9348357;-45.120503652039325
1739209601.9348423;-45.120503652039325
1739209601.9348493;-38.13080360867914
1739209601.934856;-35.57807855764607
1739209601.9348626;-38.13080360867914
1739209601.9348693;-45.120503652039325
1739209601.934876;-38.13080360867914
1739209601.9348829;-38.13080360867914
1739209601.9348896;-38.13080360867914
1739209601.9348962;-38.13080360867914
1739209601.934903;-35.57807855764607
1739209601.9349096;-45.120503652039325
1739209601.9349165;-45.120503652039325
1739209601.9349232;-38.13080360867914
1739209601.9349298;-33.981070128970906
1739209601.9349365;-45.120503652039325
1739209601.9349432;-45.120503652039325
1739209601.93495;-45.120503652039325
1739209601.9349568;-31.141103565318915
1739209601.9349635;-38.13080360867914
1739209601.9349701;-45.120503652039325
1739209601.9349768;-45.120503652039325
1739209601.9349837;-45.120503652039325
1739209601.9349904;-35.57807855764607
1739209601.934997;-38.13080360867914
1739209601.9350038;-45.120503652039325
1739209601.9350104;-31.141103565318915
1739209601.9350173;-33.981070128970906
1739209601.935024;-45.120503652039325
1739209601.9350307;-38.13080360867914
1739209601.9350374;-38.13080360867914
1739209601.9350443;-38.13080360867914
1739209601.935051;-45.120503652039325
1739209601.9350576;-33.981070128970906
1739209601.9350643;-33.981070128970906
1739209601.935071;-38.13080360867914
1739209601.935078;-45.120503652039325
1739209601.9350846;-35.57807855764607
1739209601.9350913;-38.13080360867914
1739209601.935098;-38.13080360867914
1739209601.9351046;-38.13080360867914
1739209601.9351115;-45.120503652039325
1739209601.9351182;-38.13080360867914
1739209601.9351249;-32.816014438256545
1739209601.9351315;-38.13080360867914
1739209601.9351382;-45.120503652039325
1739209601.9351451;-38.13080360867914
1739209601.9351518;-32.816014438256545
1739209601.9351585;-35.57807855764607
1739209601.9351652;-38.13080360867914
1739209601.9351718;-45.120503652039325
1739209601.9351788;-45.120503652039325
1739209601.9351854;-45.120503652039325
1739209601.935192;-38.13080360867914
1739209601.9351988;-31.141103565318915
1739209601.9352055;-45.120503652039325
1739209601.9352124;-38.13080360867914
1739209601.935219;-38.13080360867914
1739209601.9352257;-45.120503652039325
1739209601.9352324;-45.120503652039325
1739209601.935239;-33.981070128970906
1739209601.935246;-45.120503652039325
1739209601.9352527;-38.13080360867914
1739209601.9352593;-45.120503652039325
1739209601.935266;-38.13080360867914
1739209601.9352727;-45.120503652039325
1739209601.9352796;-38.13080360867914
1739209601.9352863;-30.49652367304973
1739209601.935293;-38.13080360867914
1739209601.9352996;-45.120503652039325
1739209601.9353063;-38.13080360867914
1739209601.9353132;-38.13080360867914
1739209601.93532;-45.120503652039325
1739209601.9353266;-38.13080360867914
1739209601.9353333;-38.13080360867914
1739209601.93534;-32.81601443825658
1739209601.9353468;-38.13080360867914
1739209601.9353535;-35.57807855764607
1739209601.9353602;-35.57807855764607
1739209601.9353669;-45.120503652039325
1739209601.9353735;-38.13080360867914
