CAN Message; 0x24:0d7006dadf577355
1739209719.4997268;-38.13080360867914
1739209719.499729;-38.13080360867914
1739209719.4997308;-33.981070128970906
1739209719.499733;-38.13080360867914
1739209719.4997349;-45.120503652039325
1739209719.499737;-45.120503652039325
1739209719.499739;-45.120503652039325
1739209719.499741;-45.120503652039325
1739209719.4997432;-45.120503652039325
1739209719.4997451;-45.120503652039325
1739209719.4997473;-45.120503652039325
1739209719.4997492;-32.816014438256545
1739209719.4997513;-35.57807855764607
1739209719.4997535;-45.120503652039325
1739209719.4997554;-38.13080360867914
1739209719.4997575;-32.816014438256545
1739209719.4997594;-32.816014438256545
1739209719.4997616;-45.120503652039325
1739209719.4997635;-35.57807855764607
1739209719.4997656;-38.13080360867914
1739209719.4997678;-38.13080360867914
1739209719.4997697;-45.120503652039325
1739209719.4997718;-45.120503652039325
1739209719.4997737;-45.120503652039325
1739209719.499776;-38.13080360867914
1739209719.499778;-45.120503652039325
1739209719.49978;-45.120503652039325
1739209719.499782;-45.120503652039325
1739209719.499784;-45.120503652039325
1739209719.4997861;-45.120503652039325
1739209719.499788;-38.13080360867914
1739209719.4997902;-38.13080360867914
1739209719.4997923;-38.13080360867914
1739209719.4997942;-45.120503652039325
1739209719.4997964;-45.120503652039325
1739209719.4997983;-32.816014438256545
1739209719.4998004;-33.981070128970906
1739209719.4998024;-45.120503652039325
1739209719.4998045;-45.120503652039325
1739209719.4998066;-33.981070128970906
1739209719.4998085;-38.13080360867914
1739209719.4998107;-45.120503652039325
1739209719.4998126;-32.816014438256545
1739209719.4998147;-45.120503652039325
1739209719.499817;-45.120503652039325
1739209719.4998188;-45.120503652039325
1739209719.499821;-38.13080360867914
1739209719.4998229;-38.13080360867914
1739209719.499825;-45.120503652039325
1739209719.499827;-45.120503652039325
1739209719.499829;-45.120503652039325
1739209719.4998312;-32.816014438256545
1739209719.499833;-33.981070128970906
1739209719.4998353;-38.13080360867914
1739209719.4998372;-45.120503652039325
1739209719.4998393;-35.57807855764607
1739209719.4998412;-35.57807855764607
1739209719.4998434;-45.120503652039325
1739209719.4998455;-45.120503652039325
1739209719.4998474;-45.120503652039325
1739209719.4998496;-45.120503652039325
1739209719.4998515;-45.120503652039325
1739209719.4998536;-45.120503652039325
1739209719.4998558;-45.120503652039325
1739209719.4998577;-45.120503652039325
1739209719.4998598;-45.120503652039325
1739209719.4998617;-45.120503652039325
1739209719.4998639;-45.120503652039325
1739209719.4998658;-45.120503652039325
1739209719.499868;-45.120503652039325
1739209719.49987;-45.120503652039325
1739209719.499872;-38.13080360867914
1739209719.499874;-45.120503652039325
1739209719.499876;-35.57807855764607
