CAN Message; 0x24:0f0905a31dbbf3cc
1739209795.988722;-28.58837851428586
1739209795.9887297;-27.267205301931607
1739209795.9887373;-45.120503652039325
1739209795.988745;-38.13080360867914
1739209795.9887526;-35.57807855764607
1739209795.9887602;-38.13080360867914
1739209795.9887679;-45.120503652039325
1739209795.9887755;-38.13080360867914
1739209795.9887831;-45.120503652039325
1739209795.9887908;-45.120503652039325
1739209795.9887984;-45.120503652039325
1739209795.9888058;-45.120503652039325
1739209795.9888134;-33.981070128970906
1739209795.988821;-38.13080360867914
1739209795.9888287;-45.120503652039325
1739209795.9888363;-45.120503652039325
1739209795.988844;-38.13080360867914
1739209795.9888515;-45.120503652039325
1739209795.9888592;-38.13080360867914
1739209795.9888668;-38.13080360867914
1739209795.9888744;-45.120503652039325
1739209795.988882;-45.120503652039325
1739209795.9888897;-45.120503652039325
1739209795.9888973;-45.120503652039325
1739209795.988905;-45.120503652039325
1739209795.9889126;-35.57807855764607
1739209795.9889202;-35.57807855764607
1739209795.9889278;-45.120503652039325
1739209795.9889355;-38.13080360867914
1739209795.988943;-35.57807855764607
1739209795.9889507;-38.13080360867914
1739209795.9889584;-33.981070128970906
1739209795.988966;-38.13080360867914
1739209795.9889736;-33.981070128970906
1739209795.9889812;-38.13080360867914
1739209795.9889889;-45.120503652039325
1739209795.9889965;-38.13080360867914
1739209795.9890041;-45.120503652039325
1739209795.9890118;-38.13080360867914
1739209795.9890194;-45.120503652039325
1739209795.989027;-35.57807855764607
1739209795.9890347;-35.57807855764607
1739209795.9890423;-38.13080360867914
1739209795.98905;-33.981070128970906
1739209795.9890575;-45.120503652039325
1739209795.9890652;-38.13080360867914
1739209795.9890728;-38.13080360867914
1739209795.9890804;-45.120503652039325
1739209795.989088;-45.120503652039325
1739209795.9890957;-45.120503652039325
1739209795.9891033;-45.120503652039325
1739209795.989111;-45.120503652039325
1739209795.9891186;-38.13080360867914
1739209795.9891262;-45.120503652039325
1739209795.9891338;-35.57807855764607
1739209795.9891415;-38.13080360867914
1739209795.989149;-45.120503652039325
1739209795.9891567;-45.120503652039325
1739209795.9891644;-45.120503652039325
1739209795.989172;-45.120503652039325
1739209795.9891796;-38.13080360867914
1739209795.9891872;-38.13080360867914
1739209795.9891949;-45.120503652039325
1739209795.9892025;-33.981070128970906
1739209795.9892101;-45.120503652039325
1739209795.9892178;-35.57807855764607
1739209795.9892254;-33.981070128970906
1739209795.989233;-38.13080360867914
1739209795.9892406;-35.57807855764607
1739209795.9892483;-38.13080360867914
1739209795.989256;-38.13080360867914
1739209795.9892635;-45.120503652039325
1739209795.9892712;-38.13080360867914
1739209795.9892788;-45.120503652039325
1739209795.9892864;-45.120503652039325
1739209795.989294;-38.13080360867914
1739209795.9893017;-35.57807855764607
1739209795.9893093;-45.120503652039325
1739209795.989317;-45.120503652039325
1739209795.9893246;-45.120503652039325
1739209795.9893322;-38.13080360867914
1739209795.9893398;-38.13080360867914
1739209795.9893475;-45.120503652039325
1739209795.989355;-38.13080360867914
1739209795.9893627;-35.57807855764607
1739209795.9893703;-35.57807855764607
1739209795.989378;-33.981070128970906
1739209795.9893856;-45.120503652039325
1739209795.9893932;-45.120503652039325
1739209795.9894009;-38.13080360867914
1739209795.9894085;-33.981070128970906
1739209795.9894161;-45.120503652039325
1739209795.9894238;-45.120503652039325
1739209795.9894314;-38.13080360867914
1739209795.989439;-45.120503652039325
1739209795.9894466;-45.120503652039325
1739209795.9894543;-45.120503652039325
1739209795.989462;-45.120503652039325
1739209795.9894695;-38.13080360867914
1739209795.9894772;-38.13080360867914
1739209795.9894848;-45.120503652039325
1739209795.9894924;-45.120503652039325
1739209795.9895;-38.13080360867914
1739209795.9895077;-35.57807855764607
1739209795.9895153;-45.120503652039325
1739209795.989523;-33.981070128970906
1739209795.9895306;-29.438486411369333
1739209795.9895382;-38.13080360867914
1739209795.9895458;-45.120503652039325
1739209795.9895535;-38.13080360867914
1739209795.989561;-35.57807855764607
1739209795.9895687;-38.13080360867914
1739209795.9895763;-45.120503652039325
1739209795.989584;-45.120503652039325
1739209795.9895916;-45.120503652039325
1739209795.9895992;-45.120503652039325
1739209795.9896069;-45.120503652039325
1739209795.9896145;-45.120503652039325
1739209795.989622;-38.13080360867914
1739209795.9896297;-38.13080360867914
1739209795.9896374;-35.57807855764607
1739209795.989645;-45.120503652039325
1739209795.9896526;-45.120503652039325
1739209795.9896603;-35.57807855764607
1739209795.989668;-38.13080360867914
1739209795.9896755;-45.120503652039325
1739209795.9896832;-45.120503652039325
1739209795.9896908;-45.120503652039325
1739209795.9896984;-45.120503652039325
1739209795.989706;-38.13080360867914
1739209795.9897137;-26.991370085610736
1739209795.9897213;-45.120503652039325
1739209795.989729;-45.120503652039325
1739209795.9897366;-38.13080360867914
1739209795.9897442;-45.120503652039325
1739209795.9897518;-38.13080360867914
1739209795.9897594;-35.57807855764607
1739209795.989767;-38.13080360867914
1739209795.9897747;-45.120503652039325
1739209795.9897823;-38.13080360867914
1739209795.98979;-35.57807855764607
1739209795.9897976;-38.13080360867914
1739209795.9898052;-38.13080360867914
1739209795.9898129;-45.120503652039325
1739209795.9898205;-38.13080360867914
1739209795.989828;-38.13080360867914
1739209795.9898357;-45.120503652039325
1739209795.9898434;-45.120503652039325
1739209795.989851;-35.57807855764607
1739209795.9898586;-38.13080360867914
1739209795.9898663;-45.120503652039325
1739209795.989874;-38.13080360867914
1739209795.9898815;-38.13080360867914
1739209795.9898891;-45.120503652039325
1739209795.9898968;-32.816014438256545
1739209795.9899044;-38.13080360867914
1739209795.989912;-45.120503652039325
1739209795.9899197;-38.13080360867914
1739209795.9899273;-38.13080360867914
1739209795.989935;-38.13080360867914
1739209795.9899426;-38.13080360867914
1739209795.9899502;-45.120503652039325
1739209795.9899578;-45.120503652039325
1739209795.9899654;-45.120503652039325
1739209795.989973;-45.120503652039325
1739209795.9899807;-45.120503652039325
1739209795.9899883;-45.120503652039325
1739209795.989996;-45.120503652039325
1739209795.9900036;-45.120503652039325
1739209795.9900112;-45.120503652039325
1739209795.9900188;-32.816014438256545
1739209795.9900265;-35.57807855764607
1739209795.990034;-45.120503652039325
1739209795.9900417;-38.13080360867914
1739209795.9900494;-35.57807855764607
1739209795.990057;-38.13080360867914
1739209795.9900646;-45.120503652039325
1739209795.9900723;-38.13080360867914
1739209795.9900799;-45.120503652039325
1739209795.9900875;-38.13080360867914
1739209795.9900951;-38.13080360867914
1739209795.9901028;-45.120503652039325
1739209795.9901104;-35.57807855764607
1739209795.990118;-35.57807855764607
1739209795.9901257;-45.120503652039325
1739209795.9901333;-38.13080360867914
1739209795.990141;-35.57807855764607
1739209795.9901485;-33.981070128970906
1739209795.9901562;-45.120503652039325
1739209795.9901638;-45.120503652039325
1739209795.9901714;-45.120503652039325
1739209795.990179;-38.13080360867914
1739209795.9901867;-45.120503652039325
1739209795.9901943;-45.120503652039325
1739209795.990202;-35.57807855764607
1739209795.9902096;-33.981070128970906
1739209795.9902172;-38.13080360867914
1739209795.9902248;-45.120503652039325
1739209795.9902325;-38.13080360867914
1739209795.99024;-33.981070128970906
1739209795.9902477;-45.120503652039325
1739209795.9902554;-33.981070128970906
1739209795.990263;-38.13080360867914
1739209795.9902706;-38.13080360867914
1739209795.9902782;-32.816014438256545
1739209795.9902859;-35.57807855764607
1739209795.9902935;-45.120503652039325
1739209795.9903011;-38.13080360867914
1739209795.9903088;-32.816014438256545
1739209795.9903164;-38.13080360867914
1739209795.990324;-45.120503652039325
1739209795.9903316;-38.13080360867914
1739209795.9903393;-35.57807855764607
1739209795.990347;-45.120503652039325
1739209795.9903545;-45.120503652039325
1739209795.9903622;-38.13080360867914
1739209795.9903696;-35.57807855764607
1739209795.9903772;-38.13080360867914
1739209795.9903848;-45.120503652039325
1739209795.9903924;-38.13080360867914
1739209795.9904;-35.57807855764607
1739209795.9904077;-38.13080360867914
1739209795.9904153;-45.120503652039325
1739209795.990423;-38.13080360867914
1739209795.9904306;-38.13080360867914
1739209795.9904382;-38.13080360867914
1739209795.9904459;-45.120503652039325
1739209795.9904535;-38.13080360867914
1739209795.990461;-38.13080360867914
1739209795.9904687;-38.13080360867914
1739209795.9904764;-45.120503652039325
1739209795.990484;-38.13080360867914
1739209795.9904916;-32.816014438256545
1739209795.9904993;-35.57807855764607
1739209795.990507;-45.120503652039325
1739209795.9905145;-28.992665084841942
1739209795.9905221;-31.141103565318915
1739209795.9905298;-45.120503652039325
1739209795.9905374;-45.120503652039325
1739209795.990545;-35.57807855764607
1739209795.9905527;-38.13080360867914
1739209795.9905603;-45.120503652039325
1739209795.990568;-45.120503652039325
1739209795.9905756;-31.14110356531892
1739209795.9905832;-45.120503652039325
1739209795.9905908;-38.13080360867914
1739209795.9905984;-45.120503652039325
1739209795.990606;-45.120503652039325
1739209795.9906137;-45.120503652039325
1739209795.9906213;-45.120503652039325
1739209795.990629;-45.120503652039325
1739209795.9906366;-28.992665084841942
1739209795.9906442;-33.981070128970906
1739209795.9906518;-45.120503652039325
1739209795.9906595;-35.57807855764607
1739209795.990667;-35.57807855764607
1739209795.9906747;-38.13080360867914
1739209795.9906824;-45.120503652039325
1739209795.99069;-45.120503652039325
1739209795.9906976;-38.13080360867914
1739209795.9907053;-38.13080360867914
1739209795.990713;-45.120503652039325
1739209795.9907205;-45.120503652039325
1739209795.9907281;-38.13080360867914
1739209795.9907358;-45.120503652039325
1739209795.9907434;-45.120503652039325
1739209795.990751;-45.120503652039325
1739209795.9907587;-38.13080360867914
1739209795.9907663;-38.13080360867914
1739209795.990774;-38.13080360867914
1739209795.9907815;-35.57807855764607
1739209795.9907892;-38.13080360867914
1739209795.9907968;-38.13080360867914
1739209795.9908044;-38.13080360867914
1739209795.990812;-45.120503652039325
1739209795.9908197;-31.141103565318915
1739209795.9908273;-27.267205301931607
1739209795.990835;-45.120503652039325
1739209795.9908426;-45.120503652039325
1739209795.9908502;-38.13080360867914
1739209795.9908578;-38.13080360867914
1739209795.9908655;-45.120503652039325
1739209795.990873;-45.120503652039325
1739209795.9908807;-45.120503652039325
1739209795.9908884;-45.120503652039325
1739209795.990896;-33.981070128970906
1739209795.9909036;-45.120503652039325
1739209795.9909112;-38.13080360867914
1739209795.9909189;-35.57807855764607
1739209795.9909265;-38.13080360867914
1739209795.9909341;-45.120503652039325
1739209795.9909418;-38.13080360867914
1739209795.9909494;-35.57807855764607
1739209795.990957;-38.13080360867914
1739209795.9909647;-45.120503652039325
1739209795.9909723;-45.120503652039325
1739209795.99098;-38.13080360867914
1739209795.9909875;-38.13080360867914
1739209795.9909952;-45.120503652039325
1739209795.9910028;-35.57807855764607
1739209795.9910104;-33.981070128970906
1739209795.991018;-45.120503652039325
1739209795.9910257;-45.120503652039325
1739209795.9910333;-38.13080360867914
1739209795.991041;-38.13080360867914
1739209795.9910486;-45.120503652039325
1739209795.9910562;-45.120503652039325
1739209795.9910638;-45.120503652039325
1739209795.9910715;-45.120503652039325
1739209795.991079;-38.13080360867914
1739209795.9910867;-45.120503652039325
1739209795.9910944;-45.120503652039325
1739209795.991102;-38.13080360867914
1739209795.9911096;-38.13080360867914
1739209795.9911172;-45.120503652039325
1739209795.9911249;-38.13080360867914
1739209795.9911325;-38.13080360867914
1739209795.9911401;-38.13080360867914
1739209795.9911478;-38.13080360867914
1739209795.9911554;-45.120503652039325
1739209795.991163;-45.120503652039325
1739209795.9911706;-45.120503652039325
1739209795.9911783;-45.120503652039325
1739209795.991186;-45.120503652039325
1739209795.9911935;-45.120503652039325
1739209795.9912012;-38.13080360867914
1739209795.9912088;-38.13080360867914
1739209795.9912164;-38.13080360867914
1739209795.991224;-38.13080360867914
1739209795.9912317;-38.13080360867914
1739209795.9912393;-35.57807855764607
1739209795.991247;-45.120503652039325
1739209795.9912546;-38.13080360867914
1739209795.9912622;-35.57807855764607
1739209795.9912698;-38.13080360867914
1739209795.9912775;-38.13080360867914
1739209795.991285;-45.120503652039325
1739209795.9912927;-35.57807855764607
1739209795.9913003;-33.981070128970906
1739209795.991308;-38.13080360867914
1739209795.9913156;-45.120503652039325
1739209795.9913232;-45.120503652039325
1739209795.9913309;-38.13080360867914
1739209795.9913385;-38.13080360867914
1739209795.9913461;-38.13080360867914
1739209795.9913538;-45.120503652039325
1739209795.9913614;-45.120503652039325
1739209795.991369;-45.120503652039325
1739209795.9913766;-38.13080360867914
1739209795.9913843;-35.57807855764607
1739209795.991392;-35.57807855764607
1739209795.9913995;-35.57807855764607
1739209795.9914072;-35.57807855764607
1739209795.9914148;-38.13080360867914
1739209795.9914224;-45.120503652039325
1739209795.99143;-45.120503652039325
1739209795.9914377;-38.13080360867914
1739209795.9914453;-38.13080360867914
1739209795.991453;-45.120503652039325
1739209795.9914606;-38.13080360867914
1739209795.9914682;-38.13080360867914
1739209795.9914758;-38.13080360867914
1739209795.9914834;-45.120503652039325
1739209795.991491;-38.13080360867914
1739209795.9914987;-38.13080360867914
1739209795.9915063;-45.120503652039325
1739209795.991514;-45.120503652039325
1739209795.9915216;-38.13080360867914
1739209795.9915292;-35.57807855764607
1739209795.9915369;-45.120503652039325
1739209795.9915445;-45.120503652039325
1739209795.991552;-38.13080360867914
1739209795.9915597;-32.816014438256545
1739209795.9915674;-31.141103565318915
1739209795.991575;-38.13080360867914
1739209795.9915826;-38.13080360867914
1739209795.9915903;-35.57807855764607
1739209795.991598;-33.981070128970906
1739209795.9916055;-45.120503652039325
1739209795.9916131;-38.13080360867914
1739209795.9916208;-38.13080360867914
1739209795.9916284;-35.57807855764607
1739209795.991636;-45.120503652039325
1739209795.9916437;-45.120503652039325
1739209795.9916513;-45.120503652039325
1739209795.991659;-45.120503652039325
1739209795.9916666;-45.120503652039325
1739209795.9916742;-38.13080360867914
1739209795.9916818;-32.816014438256545
1739209795.9916894;-31.141103565318915
1739209795.991697;-38.13080360867914
1739209795.9917047;-38.13080360867914
1739209795.9917123;-38.13080360867914
1739209795.99172;-33.981070128970906
1739209795.9917276;-45.120503652039325
1739209795.9917352;-45.120503652039325
1739209795.9917428;-45.120503652039325
1739209795.9917505;-45.120503652039325
1739209795.991758;-38.13080360867914
1739209795.9917657;-38.13080360867914
1739209795.9917734;-38.13080360867914
1739209795.991781;-38.13080360867914
1739209795.9917886;-45.120503652039325
1739209795.9917963;-45.120503652039325
1739209795.991804;-45.120503652039325
1739209795.9918115;-33.981070128970906
1739209795.9918191;-45.120503652039325
1739209795.9918268;-45.120503652039325
1739209795.9918344;-45.120503652039325
1739209795.991842;-38.13080360867914
1739209795.9918497;-45.120503652039325
1739209795.9918573;-38.13080360867914
1739209795.991865;-38.13080360867914
1739209795.9918725;-27.877744956031414
1739209795.9918802;-38.13080360867914
1739209795.9918878;-38.13080360867914
1739209795.9918954;-45.120503652039325
1739209795.991903;-38.13080360867914
1739209795.9919107;-32.816014438256545
1739209795.9919183;-38.13080360867914
1739209795.9919257;-45.120503652039325
1739209795.9919333;-28.58837851428586
1739209795.991941;-38.13080360867914
1739209795.9919486;-45.120503652039325
1739209795.9919562;-45.120503652039325
1739209795.9919639;-38.13080360867914
1739209795.9919715;-35.57807855764607
1739209795.9919791;-38.13080360867914
1739209795.9919868;-38.13080360867914
1739209795.9919944;-38.13080360867914
1739209795.992002;-38.13080360867914
1739209795.9920096;-38.13080360867914
1739209795.9920173;-45.120503652039325
1739209795.992025;-38.13080360867914
1739209795.9920325;-45.120503652039325
1739209795.9920402;-45.120503652039325
1739209795.9920478;-35.57807855764607
1739209795.9920554;-45.120503652039325
1739209795.992063;-35.57807855764607
1739209795.9920707;-38.13080360867914
1739209795.9920783;-45.120503652039325
1739209795.992086;-33.981070128970906
1739209795.9920936;-45.120503652039325
1739209795.9921012;-38.13080360867914
1739209795.9921088;-32.816014438256545
1739209795.9921165;-38.13080360867914
1739209795.992124;-45.120503652039325
1739209795.9921317;-38.13080360867914
1739209795.9921393;-32.816014438256545
1739209795.992147;-38.13080360867914
1739209795.9921546;-45.120503652039325
1739209795.9921622;-45.120503652039325
1739209795.9921699;-38.13080360867914
1739209795.9921775;-38.13080360867914
1739209795.992185;-45.120503652039325
1739209795.9921927;-45.120503652039325
1739209795.9922004;-45.120503652039325
1739209795.992208;-45.120503652039325
1739209795.9922156;-45.120503652039325
1739209795.9922233;-45.120503652039325
1739209795.992231;-38.13080360867914
1739209795.9922385;-45.120503652039325
1739209795.9922462;-32.816014438256545
1739209795.9922538;-38.13080360867914
1739209795.9922614;-45.120503652039325
1739209795.992269;-45.120503652039325
1739209795.9922767;-35.57807855764607
1739209795.9922843;-38.13080360867914
1739209795.992292;-45.120503652039325
1739209795.9922996;-45.120503652039325
1739209795.9923072;-45.120503652039325
1739209795.9923148;-38.13080360867914
1739209795.9923224;-38.13080360867914
1739209795.99233;-45.120503652039325
1739209795.9923377;-45.120503652039325
1739209795.9923453;-38.13080360867914
1739209795.992353;-45.120503652039325
1739209795.9923606;-45.120503652039325
1739209795.9923682;-45.120503652039325
1739209795.9923759;-38.13080360867914
1739209795.9923835;-45.120503652039325
1739209795.992391;-38.13080360867914
1739209795.9923987;-35.57807855764607
1739209795.9924064;-38.13080360867914
1739209795.992414;-38.13080360867914
1739209795.9924216;-45.120503652039325
1739209795.9924293;-31.141103565318893
1739209795.992437;-38.13080360867914
1739209795.9924445;-38.13080360867914
1739209795.9924521;-45.120503652039325
1739209795.9924598;-45.120503652039325
1739209795.9924674;-38.13080360867914
1739209795.992475;-38.13080360867914
1739209795.9924827;-38.13080360867914
1739209795.9924903;-31.141103565318943
1739209795.992498;-45.120503652039325
1739209795.9925056;-35.57807855764607
1739209795.9925132;-38.13080360867914
1739209795.9925208;-45.120503652039325
1739209795.9925284;-38.13080360867914
1739209795.992536;-35.57807855764607
1739209795.9925437;-38.13080360867914
1739209795.9925513;-29.438486411369333
1739209795.992559;-38.13080360867914
1739209795.9925666;-35.57807855764607
1739209795.9925742;-35.57807855764607
1739209795.9925818;-45.120503652039325
1739209795.9925895;-45.120503652039325
1739209795.992597;-45.120503652039325
1739209795.9926047;-45.120503652039325
1739209795.9926124;-45.120503652039325
1739209795.99262;-38.13080360867914
1739209795.9926276;-38.13080360867914
1739209795.9926353;-45.120503652039325
1739209795.9926429;-45.120503652039325
1739209795.9926505;-45.120503652039325
1739209795.9926581;-38.13080360867914
1739209795.9926658;-38.13080360867914
1739209795.9926734;-45.120503652039325
1739209795.992681;-38.13080360867914
1739209795.9926887;-38.13080360867914
1739209795.9926963;-38.13080360867914
1739209795.992704;-38.13080360867914
1739209795.9927115;-38.13080360867914
1739209795.9927192;-38.13080360867914
1739209795.9927268;-45.120503652039325
1739209795.9927344;-27.8777449560314
1739209795.992742;-32.816014438256545
1739209795.9927497;-45.120503652039325
1739209795.9927573;-38.13080360867914
1739209795.992765;-32.816014438256545
1739209795.9927726;-38.13080360867914
1739209795.9927802;-45.120503652039325
1739209795.9927878;-38.13080360867914
1739209795.9927955;-45.120503652039325
1739209795.992803;-45.120503652039325
1739209795.9928107;-45.120503652039325
1739209795.9928184;-38.13080360867914
1739209795.992826;-45.120503652039325
1739209795.9928336;-38.13080360867914
1739209795.9928412;-45.120503652039325
1739209795.9928489;-33.981070128970906
1739209795.9928565;-32.816014438256545
1739209795.9928641;-38.13080360867914
1739209795.9928718;-45.120503652039325
1739209795.9928794;-45.120503652039325
1739209795.992887;-45.120503652039325
1739209795.9928946;-38.13080360867914
1739209795.9929023;-45.120503652039325
1739209795.99291;-38.13080360867914
1739209795.9929175;-35.57807855764607
1739209795.9929252;-35.57807855764607
1739209795.9929328;-45.120503652039325
1739209795.9929404;-38.13080360867914
1739209795.992948;-32.816014438256545
1739209795.9929557;-35.57807855764607
1739209795.9929633;-45.120503652039325
1739209795.992971;-33.981070128970906
1739209795.9929786;-45.120503652039325
1739209795.9929862;-45.120503652039325
1739209795.9929938;-38.13080360867914
1739209795.9930015;-38.13080360867914
1739209795.993009;-45.120503652039325
1739209795.9930167;-45.120503652039325
1739209795.9930243;-38.13080360867914
1739209795.993032;-45.120503652039325
1739209795.9930396;-38.13080360867914
1739209795.9930472;-35.57807855764607
1739209795.9930549;-38.13080360867914
1739209795.9930625;-45.120503652039325
1739209795.9930701;-38.13080360867914
1739209795.9930778;-38.13080360867914
1739209795.9930854;-35.57807855764607
1739209795.993093;-45.120503652039325
1739209795.9931006;-45.120503652039325
1739209795.9931083;-33.981070128970906
1739209795.993116;-45.120503652039325
1739209795.9931235;-38.13080360867914
1739209795.9931312;-38.13080360867914
1739209795.9931388;-35.57807855764607
1739209795.9931464;-38.13080360867914
1739209795.993154;-45.120503652039325
1739209795.9931617;-45.120503652039325
1739209795.9931693;-45.120503652039325
1739209795.993177;-38.13080360867914
1739209795.9931846;-38.13080360867914
1739209795.9931922;-45.120503652039325
1739209795.9931998;-45.120503652039325
1739209795.9932075;-38.13080360867914
1739209795.993215;-38.13080360867914
1739209795.9932227;-45.120503652039325
1739209795.9932303;-33.981070128970906
1739209795.993238;-38.13080360867914
1739209795.9932456;-38.13080360867914
1739209795.9932532;-38.13080360867914
1739209795.9932609;-33.981070128970906
1739209795.9932685;-35.57807855764607
1739209795.9932761;-38.13080360867914
1739209795.9932837;-45.120503652039325
1739209795.9932914;-38.13080360867914
1739209795.993299;-45.120503652039325
1739209795.9933066;-38.13080360867914
1739209795.9933143;-38.13080360867914
1739209795.993322;-33.981070128970906
1739209795.9933295;-45.120503652039325
1739209795.9933372;-45.120503652039325
1739209795.9933448;-32.816014438256545
1739209795.9933524;-38.13080360867914
1739209795.99336;-45.120503652039325
1739209795.9933677;-45.120503652039325
1739209795.9933753;-45.120503652039325
1739209795.993383;-45.120503652039325
1739209795.9933906;-45.120503652039325
1739209795.9933982;-33.981070128970906
1739209795.9934058;-45.120503652039325
1739209795.9934134;-28.992665084841942
1739209795.993421;-30.49652367304973
1739209795.9934287;-45.120503652039325
1739209795.9934363;-45.120503652039325
1739209795.993444;-35.57807855764607
1739209795.9934516;-38.13080360867914
1739209795.9934592;-45.120503652039325
1739209795.9934669;-38.13080360867914
1739209795.9934745;-32.816014438256545
1739209795.993482;-45.120503652039325
1739209795.9934895;-38.13080360867914
1739209795.9934971;-35.57807855764607
1739209795.9935048;-45.120503652039325
1739209795.9935124;-38.13080360867914
1739209795.99352;-38.13080360867914
1739209795.9935277;-45.120503652039325
1739209795.9935353;-45.120503652039325
1739209795.993543;-45.120503652039325
1739209795.9935505;-45.120503652039325
1739209795.9935582;-38.13080360867914
1739209795.9935658;-45.120503652039325
1739209795.9935734;-35.57807855764607
1739209795.993581;-45.120503652039325
1739209795.9935887;-45.120503652039325
1739209795.9935963;-28.992665084841942
1739209795.993604;-28.58837851428586
1739209795.9936116;-38.13080360867914
1739209795.9936192;-45.120503652039325
1739209795.9936268;-38.13080360867914
1739209795.9936345;-38.13080360867914
1739209795.993642;-38.13080360867914
1739209795.9936497;-45.120503652039325
1739209795.9936574;-45.120503652039325
1739209795.993665;-38.13080360867914
1739209795.9936726;-38.13080360867914
1739209795.9936802;-45.120503652039325
1739209795.9936879;-38.13080360867914
1739209795.9936955;-35.57807855764607
1739209795.9937031;-38.13080360867914
1739209795.9937108;-45.120503652039325
1739209795.9937184;-45.120503652039325
1739209795.993726;-38.13080360867914
1739209795.9937336;-38.13080360867914
1739209795.9937413;-45.120503652039325
1739209795.993749;-38.13080360867914
1739209795.9937565;-38.13080360867914
1739209795.9937642;-38.13080360867914
1739209795.9937718;-45.120503652039325
1739209795.9937794;-38.13080360867914
1739209795.993787;-35.57807855764607
1739209795.9937947;-33.981070128970906
1739209795.9938023;-45.120503652039325
1739209795.99381;-38.13080360867914
1739209795.9938176;-38.13080360867914
1739209795.9938252;-45.120503652039325
1739209795.9938328;-38.13080360867914
1739209795.9938405;-45.120503652039325
1739209795.993848;-45.120503652039325
1739209795.9938557;-45.120503652039325
1739209795.9938633;-45.120503652039325
1739209795.993871;-38.13080360867914
1739209795.9938786;-32.816014438256545
1739209795.9938862;-45.120503652039325
1739209795.9938939;-38.13080360867914
1739209795.9939015;-45.120503652039325
1739209795.9939091;-33.981070128970906
1739209795.9939167;-35.57807855764607
1739209795.9939244;-35.57807855764607
1739209795.993932;-38.13080360867914
1739209795.9939396;-38.13080360867914
1739209795.9939473;-35.57807855764607
1739209795.993955;-35.57807855764607
1739209795.9939625;-33.981070128970906
1739209795.9939702;-45.120503652039325
1739209795.9939778;-45.120503652039325
1739209795.9939854;-38.13080360867914
1739209795.993993;-38.13080360867914
1739209795.9940007;-45.120503652039325
