CAN Message; 0x62:03ae5063cb4657ae
1739209726.911414;-32.816014438256545
1739209726.9114199;-30.49652367304973
1739209726.911426;-35.57807855764607
1739209726.911432;-38.13080360867914
1739209726.911438;-45.120503652039325
1739209726.9114442;-45.120503652039325
1739209726.9114501;-45.120503652039325
1739209726.911456;-38.13080360867914
1739209726.911462;-45.120503652039325
1739209726.9114683;-35.57807855764607
1739209726.9114742;-38.13080360867914
1739209726.9114802;-38.13080360867914
1739209726.9114864;-45.120503652039325
1739209726.9114923;-45.120503652039325
1739209726.9114983;-32.816014438256545
1739209726.9115043;-38.13080360867914
1739209726.9115105;-38.13080360867914
1739209726.9115164;-27.267205301931607
1739209726.9115224;-38.13080360867914
1739209726.9115283;-45.120503652039325
1739209726.9115345;-45.120503652039325
1739209726.9115405;-38.13080360867914
1739209726.9115465;-38.13080360867914
1739209726.9115527;-45.120503652039325
1739209726.9115586;-45.120503652039325
1739209726.9115646;-32.81601443825658
1739209726.9115705;-45.120503652039325
1739209726.9115767;-45.120503652039325
1739209726.9115827;-38.13080360867914
1739209726.9115887;-45.120503652039325
1739209726.9115949;-45.120503652039325
1739209726.9116008;-45.120503652039325
1739209726.9116068;-45.120503652039325
1739209726.9116127;-45.120503652039325
1739209726.911619;-45.120503652039325
1739209726.911625;-45.120503652039325
1739209726.9116309;-45.120503652039325
1739209726.911637;-45.120503652039325
1739209726.911643;-45.120503652039325
1739209726.911649;-38.13080360867914
1739209726.911655;-35.57807855764607
1739209726.9116611;-31.141103565318915
1739209726.911667;-45.120503652039325
1739209726.911673;-45.120503652039325
1739209726.911679;-38.13080360867914
1739209726.9116852;-35.57807855764607
1739209726.9116912;-38.13080360867914
1739209726.9116971;-38.13080360867914
1739209726.9117033;-38.13080360867914
1739209726.9117093;-45.120503652039325
1739209726.9117153;-45.120503652039325
1739209726.9117212;-45.120503652039325
1739209726.9117274;-45.120503652039325
1739209726.9117334;-45.120503652039325
1739209726.9117393;-45.120503652039325
1739209726.9117455;-35.57807855764607
1739209726.9117515;-45.120503652039325
1739209726.9117575;-38.13080360867914
1739209726.9117634;-35.57807855764607
1739209726.9117696;-38.13080360867914
1739209726.9117756;-45.120503652039325
1739209726.9117815;-38.13080360867914
1739209726.9117875;-33.981070128970906
1739209726.9117937;-33.981070128970906
1739209726.9117997;-45.120503652039325
1739209726.9118056;-38.13080360867914
1739209726.9118118;-38.13080360867914
1739209726.9118178;-45.120503652039325
1739209726.9118237;-45.120503652039325
1739209726.9118297;-45.120503652039325
1739209726.911836;-45.120503652039325
1739209726.9118419;-38.13080360867914
1739209726.9118478;-45.120503652039325
1739209726.911854;-38.13080360867914
1739209726.91186;-38.13080360867914
1739209726.911866;-33.981070128970906
1739209726.911872;-45.120503652039325
1739209726.911878;-35.57807855764607
1739209726.911884;-38.13080360867914
1739209726.91189;-38.13080360867914
1739209726.9118962;-45.120503652039325
1739209726.9119022;-38.13080360867914
1739209726.9119081;-32.816014438256545
1739209726.911914;-45.120503652039325
1739209726.9119203;-45.120503652039325
1739209726.9119263;-45.120503652039325
1739209726.9119322;-35.57807855764607
1739209726.9119382;-45.120503652039325
1739209726.9119444;-45.120503652039325
1739209726.9119503;-45.120503652039325
1739209726.9119563;-38.13080360867914
1739209726.9119625;-33.981070128970906
1739209726.9119685;-45.120503652039325
1739209726.9119744;-38.13080360867914
1739209726.9119804;-38.13080360867914
1739209726.9119866;-38.13080360867914
1739209726.9119925;-45.120503652039325
1739209726.9119985;-45.120503652039325
1739209726.9120047;-27.8777449560314
1739209726.9120107;-38.13080360867914
1739209726.9120166;-45.120503652039325
1739209726.9120226;-45.120503652039325
1739209726.9120288;-35.57807855764607
1739209726.9120347;-45.120503652039325
1739209726.9120407;-45.120503652039325
1739209726.912047;-45.120503652039325
1739209726.9120529;-45.120503652039325
1739209726.9120588;-38.13080360867914
1739209726.9120648;-45.120503652039325
1739209726.912071;-45.120503652039325
1739209726.912077;-45.120503652039325
1739209726.912083;-45.120503652039325
1739209726.9120889;-38.13080360867914
1739209726.912095;-38.13080360867914
1739209726.912101;-38.13080360867914
1739209726.912107;-38.13080360867914
1739209726.9121132;-38.13080360867914
1739209726.9121192;-45.120503652039325
1739209726.912125;-32.816014438256545
1739209726.912131;-38.13080360867914
1739209726.9121373;-45.120503652039325
1739209726.9121432;-38.13080360867914
1739209726.9121492;-45.120503652039325
1739209726.9121554;-45.120503652039325
1739209726.9121614;-45.120503652039325
1739209726.9121673;-45.120503652039325
1739209726.9121733;-45.120503652039325
1739209726.9121795;-45.120503652039325
1739209726.9121854;-45.120503652039325
1739209726.9121914;-45.120503652039325
1739209726.9121974;-35.57807855764607
1739209726.9122036;-38.13080360867914
1739209726.9122095;-45.120503652039325
1739209726.9122155;-45.120503652039325
1739209726.9122217;-35.57807855764607
1739209726.9122276;-45.120503652039325
1739209726.9122336;-45.120503652039325
1739209726.9122396;-45.120503652039325
1739209726.9122458;-45.120503652039325
1739209726.9122517;-38.13080360867914
1739209726.9122577;-38.13080360867914
1739209726.9122639;-45.120503652039325
1739209726.9122698;-45.120503652039325
1739209726.9122758;-45.120503652039325
1739209726.9122818;-45.120503652039325
1739209726.912288;-33.981070128970906
1739209726.912294;-38.13080360867914
1739209726.9122999;-45.120503652039325
1739209726.912306;-32.816014438256545
1739209726.912312;-38.13080360867914
1739209726.912318;-38.13080360867914
1739209726.912324;-38.13080360867914
1739209726.9123302;-45.120503652039325
1739209726.912336;-45.120503652039325
1739209726.912342;-29.438486411369333
1739209726.912348;-30.49652367304973
1739209726.9123542;-38.13080360867914
1739209726.9123602;-38.13080360867914
1739209726.9123662;-38.13080360867914
1739209726.9123724;-38.13080360867914
1739209726.9123783;-35.57807855764607
1739209726.9123843;-35.57807855764607
1739209726.9123902;-33.981070128970956
1739209726.9123964;-45.120503652039325
1739209726.9124024;-38.13080360867914
1739209726.9124084;-38.13080360867914
1739209726.9124146;-45.120503652039325
1739209726.9124205;-45.120503652039325
1739209726.9124265;-45.120503652039325
1739209726.9124324;-45.120503652039325
1739209726.9124386;-29.438486411369333
1739209726.9124446;-30.49652367304973
1739209726.9124506;-38.13080360867914
1739209726.9124565;-35.57807855764607
1739209726.9124627;-45.120503652039325
1739209726.9124687;-35.57807855764607
1739209726.9124746;-45.120503652039325
1739209726.9124808;-38.13080360867914
1739209726.9124868;-45.120503652039325
1739209726.9124928;-45.120503652039325
1739209726.9124987;-45.120503652039325
1739209726.912505;-45.120503652039325
1739209726.9125109;-45.120503652039325
1739209726.9125168;-45.120503652039325
1739209726.912523;-45.120503652039325
1739209726.912529;-38.13080360867914
1739209726.912535;-32.816014438256545
1739209726.912541;-30.49652367304973
1739209726.912547;-38.13080360867914
1739209726.912553;-45.120503652039325
1739209726.912559;-35.57807855764607
1739209726.9125652;-32.816014438256545
1739209726.9125712;-45.120503652039325
1739209726.9125772;-45.120503652039325
1739209726.912583;-45.120503652039325
1739209726.9125893;-38.13080360867914
1739209726.9125953;-38.13080360867914
1739209726.9126012;-45.120503652039325
1739209726.9126072;-45.120503652039325
1739209726.9126134;-45.120503652039325
1739209726.9126194;-45.120503652039325
1739209726.9126253;-45.120503652039325
1739209726.9126315;-45.120503652039325
1739209726.9126375;-45.120503652039325
1739209726.9126434;-38.13080360867914
1739209726.9126494;-45.120503652039325
1739209726.9126556;-35.57807855764607
1739209726.9126616;-35.57807855764607
1739209726.9126675;-38.13080360867914
1739209726.9126737;-35.57807855764607
1739209726.9126797;-32.816014438256545
1739209726.9126856;-27.267205301931607
1739209726.9126916;-45.120503652039325
1739209726.9126978;-38.13080360867914
1739209726.9127038;-35.57807855764607
1739209726.9127097;-33.981070128970906
1739209726.912716;-45.120503652039325
1739209726.9127219;-45.120503652039325
1739209726.9127278;-45.120503652039325
1739209726.9127338;-32.816014438256545
1739209726.91274;-45.120503652039325
1739209726.912746;-45.120503652039325
1739209726.912752;-38.13080360867914
1739209726.9127579;-45.120503652039325
1739209726.912764;-38.13080360867914
1739209726.91277;-38.13080360867914
1739209726.912776;-45.120503652039325
1739209726.9127822;-31.141103565318915
1739209726.9127882;-38.13080360867914
1739209726.912794;-45.120503652039325
1739209726.9128;-38.13080360867914
1739209726.9128063;-35.57807855764607
1739209726.9128122;-45.120503652039325
1739209726.9128182;-38.13080360867914
1739209726.9128244;-38.13080360867914
1739209726.9128304;-38.13080360867914
1739209726.9128363;-38.13080360867914
1739209726.9128423;-45.120503652039325
1739209726.9128485;-38.13080360867914
1739209726.9128544;-35.57807855764607
1739209726.9128604;-38.13080360867914
1739209726.9128664;-45.120503652039325
1739209726.9128726;-45.120503652039325
1739209726.9128785;-45.120503652039325
1739209726.9128845;-45.120503652039325
1739209726.9128907;-45.120503652039325
1739209726.9128966;-45.120503652039325
1739209726.9129026;-33.981070128970906
1739209726.9129086;-38.13080360867914
1739209726.9129148;-33.981070128970906
1739209726.9129207;-45.120503652039325
1739209726.9129267;-45.120503652039325
1739209726.9129329;-35.57807855764607
1739209726.9129388;-38.13080360867914
1739209726.9129448;-45.120503652039325
1739209726.9129508;-38.13080360867914
1739209726.912957;-32.816014438256545
1739209726.912963;-45.120503652039325
1739209726.9129689;-45.120503652039325
1739209726.912975;-38.13080360867914
1739209726.912981;-45.120503652039325
1739209726.912987;-45.120503652039325
1739209726.912993;-45.120503652039325
1739209726.9129992;-38.13080360867914
1739209726.913005;-38.13080360867914
1739209726.913011;-38.13080360867914
1739209726.913017;-45.120503652039325
1739209726.9130232;-38.13080360867914
1739209726.9130292;-32.816014438256545
1739209726.9130352;-38.13080360867914
1739209726.9130414;-45.120503652039325
1739209726.9130473;-38.13080360867914
1739209726.9130533;-32.816014438256545
1739209726.9130592;-45.120503652039325
1739209726.9130654;-45.120503652039325
1739209726.9130714;-38.13080360867914
1739209726.9130774;-45.120503652039325
1739209726.9130836;-38.13080360867914
1739209726.9130895;-45.120503652039325
1739209726.9130955;-45.120503652039325
1739209726.9131014;-38.13080360867914
1739209726.9131076;-38.13080360867914
1739209726.9131136;-45.120503652039325
1739209726.9131196;-38.13080360867914
1739209726.9131255;-38.13080360867914
1739209726.9131317;-45.120503652039325
1739209726.9131377;-45.120503652039325
1739209726.9131436;-38.13080360867914
1739209726.9131498;-38.13080360867914
1739209726.9131558;-45.120503652039325
1739209726.9131618;-33.981070128970906
1739209726.9131677;-38.13080360867914
1739209726.913174;-29.438486411369333
1739209726.9131799;-35.57807855764607
1739209726.9131858;-45.120503652039325
1739209726.913192;-38.13080360867914
1739209726.913198;-38.13080360867914
1739209726.913204;-38.13080360867914
1739209726.91321;-38.13080360867914
1739209726.913216;-38.13080360867914
1739209726.913222;-45.120503652039325
1739209726.913228;-45.120503652039325
1739209726.9132342;-35.57807855764607
1739209726.9132402;-35.57807855764607
1739209726.9132462;-45.120503652039325
1739209726.913252;-45.120503652039325
1739209726.9132583;-45.120503652039325
1739209726.9132643;-38.13080360867914
1739209726.9132702;-31.141103565318893
1739209726.9132762;-38.13080360867914
1739209726.9132824;-45.120503652039325
1739209726.9132884;-38.13080360867914
1739209726.9132943;-45.120503652039325
1739209726.9133005;-38.13080360867914
1739209726.9133065;-45.120503652039325
1739209726.9133124;-38.13080360867914
1739209726.9133184;-45.120503652039325
1739209726.9133246;-45.120503652039325
1739209726.9133306;-45.120503652039325
1739209726.9133365;-38.13080360867914
1739209726.9133427;-45.120503652039325
1739209726.9133487;-38.13080360867914
1739209726.9133546;-35.57807855764607
1739209726.9133606;-38.13080360867914
1739209726.9133668;-45.120503652039325
1739209726.9133728;-45.120503652039325
1739209726.9133787;-45.120503652039325
1739209726.913385;-38.13080360867914
1739209726.9133909;-35.57807855764607
1739209726.9133968;-38.13080360867914
1739209726.9134028;-31.141103565318893
1739209726.913409;-38.13080360867914
1739209726.913415;-32.816014438256545
1739209726.913421;-35.57807855764607
1739209726.9134269;-38.13080360867914
1739209726.913433;-38.13080360867914
1739209726.913439;-45.120503652039325
1739209726.913445;-38.13080360867914
1739209726.9134512;-35.57807855764607
1739209726.9134572;-38.13080360867914
1739209726.913463;-45.120503652039325
1739209726.913469;-45.120503652039325
1739209726.9134753;-38.13080360867914
1739209726.9134812;-33.981070128970906
1739209726.9134872;-45.120503652039325
1739209726.9134934;-45.120503652039325
1739209726.9134994;-35.57807855764607
1739209726.9135053;-45.120503652039325
1739209726.9135113;-29.438486411369333
1739209726.9135175;-32.816014438256545
1739209726.9135234;-38.13080360867914
1739209726.9135294;-45.120503652039325
1739209726.9135354;-35.57807855764607
1739209726.9135416;-35.57807855764607
1739209726.9135475;-45.120503652039325
1739209726.9135535;-45.120503652039325
1739209726.9135597;-45.120503652039325
1739209726.9135656;-45.120503652039325
1739209726.9135716;-38.13080360867914
1739209726.9135776;-38.13080360867914
1739209726.9135838;-45.120503652039325
1739209726.9135897;-38.13080360867914
1739209726.9135957;-45.120503652039325
1739209726.9136019;-38.13080360867914
1739209726.9136078;-45.120503652039325
1739209726.9136138;-38.13080360867914
1739209726.9136198;-38.13080360867914
1739209726.913626;-45.120503652039325
1739209726.913632;-32.816014438256545
1739209726.9136379;-38.13080360867914
1739209726.913644;-45.120503652039325
1739209726.91365;-45.120503652039325
1739209726.913656;-32.816014438256545
1739209726.913662;-30.49652367304973
1739209726.9136682;-45.120503652039325
1739209726.913674;-38.13080360867914
1739209726.91368;-35.57807855764607
1739209726.913686;-38.13080360867914
1739209726.9136922;-45.120503652039325
1739209726.9136982;-45.120503652039325
1739209726.9137042;-38.13080360867914
1739209726.9137104;-35.57807855764607
1739209726.9137163;-45.120503652039325
1739209726.9137223;-45.120503652039325
1739209726.9137282;-45.120503652039325
1739209726.9137344;-45.120503652039325
1739209726.9137404;-38.13080360867914
1739209726.9137464;-45.120503652039325
1739209726.9137526;-33.981070128970906
1739209726.9137585;-27.267205301931607
1739209726.9137645;-38.13080360867914
1739209726.9137704;-38.13080360867914
1739209726.9137766;-38.13080360867914
1739209726.9137826;-38.13080360867914
1739209726.9137886;-45.120503652039325
1739209726.9137945;-45.120503652039325
1739209726.9138007;-45.120503652039325
1739209726.9138067;-35.57807855764607
1739209726.9138126;-45.120503652039325
1739209726.9138188;-45.120503652039325
1739209726.9138248;-45.120503652039325
1739209726.9138308;-45.120503652039325
1739209726.9138367;-38.13080360867914
1739209726.913843;-45.120503652039325
1739209726.9138489;-38.13080360867914
1739209726.9138548;-28.992665084841942
1739209726.913861;-35.57807855764607
1739209726.913867;-38.13080360867914
1739209726.913873;-45.120503652039325
1739209726.913879;-33.981070128970906
1739209726.913885;-38.13080360867914
1739209726.913891;-33.981070128970906
1739209726.913897;-45.120503652039325
1739209726.9139032;-35.57807855764607
1739209726.9139092;-45.120503652039325
1739209726.9139152;-45.120503652039325
1739209726.913921;-45.120503652039325
1739209726.9139273;-45.120503652039325
1739209726.9139333;-38.13080360867914
1739209726.9139392;-38.13080360867914
1739209726.9139452;-45.120503652039325
1739209726.9139514;-45.120503652039325
1739209726.9139574;-45.120503652039325
1739209726.9139633;-38.13080360867914
1739209726.9139695;-45.120503652039325
1739209726.9139755;-45.120503652039325
1739209726.9139814;-38.13080360867914
1739209726.9139874;-45.120503652039325
1739209726.9139936;-45.120503652039325
1739209726.9139996;-33.981070128970906
1739209726.9140055;-45.120503652039325
1739209726.9140117;-45.120503652039325
1739209726.9140177;-45.120503652039325
1739209726.9140236;-45.120503652039325
1739209726.9140296;-35.57807855764607
1739209726.9140358;-45.120503652039325
1739209726.9140418;-45.120503652039325
1739209726.9140477;-38.13080360867914
1739209726.914054;-45.120503652039325
1739209726.9140599;-33.981070128970906
1739209726.9140658;-38.13080360867914
1739209726.9140718;-38.13080360867914
1739209726.914078;-45.120503652039325
1739209726.914084;-38.13080360867914
1739209726.91409;-45.120503652039325
1739209726.9140959;-45.120503652039325
1739209726.914102;-35.57807855764607
1739209726.914108;-35.57807855764607
1739209726.914114;-45.120503652039325
1739209726.9141202;-38.13080360867914
1739209726.9141262;-38.13080360867914
1739209726.914132;-45.120503652039325
1739209726.914138;-38.13080360867914
1739209726.9141443;-38.13080360867914
1739209726.9141502;-38.13080360867914
1739209726.9141562;-45.120503652039325
1739209726.9141624;-45.120503652039325
1739209726.9141684;-38.13080360867914
1739209726.9141743;-45.120503652039325
1739209726.9141803;-45.120503652039325
1739209726.9141865;-38.13080360867914
1739209726.9141924;-45.120503652039325
1739209726.9141984;-45.120503652039325
1739209726.9142044;-38.13080360867914
1739209726.9142106;-38.13080360867914
1739209726.9142165;-38.13080360867914
1739209726.9142225;-38.13080360867914
1739209726.9142287;-38.13080360867914
1739209726.9142346;-35.57807855764607
1739209726.9142406;-38.13080360867914
1739209726.9142466;-38.13080360867914
1739209726.9142528;-38.13080360867914
1739209726.9142587;-35.57807855764607
1739209726.9142647;-38.13080360867914
1739209726.9142709;-45.120503652039325
1739209726.9142768;-45.120503652039325
1739209726.9142828;-45.120503652039325
1739209726.9142888;-45.120503652039325
1739209726.914295;-45.120503652039325
1739209726.914301;-45.120503652039325
1739209726.9143069;-35.57807855764607
1739209726.914313;-35.57807855764607
1739209726.914319;-38.13080360867914
1739209726.914325;-45.120503652039325
1739209726.914331;-35.57807855764607
1739209726.9143372;-45.120503652039325
1739209726.914343;-32.816014438256545
1739209726.914349;-35.57807855764607
1739209726.914355;-38.13080360867914
1739209726.9143612;-45.120503652039325
1739209726.9143672;-35.57807855764607
1739209726.9143732;-45.120503652039325
1739209726.9143794;-45.120503652039325
1739209726.9143853;-35.57807855764607
1739209726.9143913;-45.120503652039325
1739209726.9143972;-45.120503652039325
1739209726.9144034;-38.13080360867914
1739209726.9144094;-45.120503652039325
1739209726.9144154;-45.120503652039325
1739209726.9144216;-45.120503652039325
1739209726.9144275;-45.120503652039325
1739209726.9144335;-45.120503652039325
1739209726.9144394;-45.120503652039325
1739209726.9144456;-45.120503652039325
1739209726.9144516;-38.13080360867914
1739209726.9144576;-38.13080360867914
1739209726.9144635;-32.816014438256545
1739209726.9144697;-38.13080360867914
1739209726.9144757;-45.120503652039325
1739209726.9144816;-38.13080360867914
1739209726.9144878;-31.141103565318893
1739209726.9144938;-33.981070128970906
1739209726.9144998;-45.120503652039325
1739209726.9145057;-38.13080360867914
1739209726.914512;-45.120503652039325
1739209726.9145179;-38.13080360867914
1739209726.9145238;-45.120503652039325
1739209726.91453;-38.13080360867914
1739209726.914536;-45.120503652039325
1739209726.914542;-45.120503652039325
1739209726.914548;-38.13080360867914
1739209726.914554;-38.13080360867914
1739209726.91456;-32.816014438256545
1739209726.914566;-38.13080360867914
1739209726.9145722;-45.120503652039325
1739209726.9145782;-45.120503652039325
1739209726.9145842;-26.991370085610736
1739209726.9145901;-30.49652367304973
1739209726.9145963;-45.120503652039325
1739209726.9146023;-38.13080360867914
1739209726.9146082;-35.57807855764607
1739209726.9146142;-32.816014438256545
1739209726.9146204;-45.120503652039325
1739209726.9146264;-38.13080360867914
1739209726.9146323;-45.120503652039325
1739209726.9146385;-45.120503652039325
1739209726.9146445;-45.120503652039325
1739209726.9146504;-45.120503652039325
1739209726.9146564;-45.120503652039325
1739209726.9146626;-38.13080360867914
1739209726.9146686;-38.13080360867914
1739209726.9146745;-45.120503652039325
1739209726.9146807;-30.49652367304973
1739209726.9146867;-32.816014438256545
1739209726.9146926;-45.120503652039325
1739209726.9146986;-45.120503652039325
1739209726.9147048;-38.13080360867914
1739209726.9147108;-38.13080360867914
1739209726.9147167;-38.13080360867914
1739209726.914723;-38.13080360867914
1739209726.9147289;-45.120503652039325
1739209726.9147348;-38.13080360867914
1739209726.9147408;-45.120503652039325
1739209726.914747;-45.120503652039325
1739209726.914753;-38.13080360867914
1739209726.914759;-35.57807855764607
1739209726.914765;-38.13080360867914
1739209726.914771;-38.13080360867914
1739209726.914777;-45.120503652039325
1739209726.914783;-35.57807855764607
1739209726.9147892;-35.57807855764607
1739209726.9147952;-38.13080360867914
1739209726.9148011;-45.120503652039325
1739209726.914807;-38.13080360867914
1739209726.9148133;-38.13080360867914
1739209726.9148192;-45.120503652039325
1739209726.9148252;-38.13080360867914
1739209726.9148314;-28.992665084841942
1739209726.9148374;-38.13080360867914
1739209726.9148433;-45.120503652039325
1739209726.9148493;-45.120503652039325
1739209726.9148555;-38.13080360867914
1739209726.9148614;-45.120503652039325
1739209726.9148674;-31.141103565318915
1739209726.9148734;-45.120503652039325
1739209726.9148796;-38.13080360867914
1739209726.9148855;-45.120503652039325
1739209726.9148915;-45.120503652039325
1739209726.9148977;-45.120503652039325
1739209726.9149036;-38.13080360867914
1739209726.9149096;-38.13080360867914
1739209726.9149156;-45.120503652039325
1739209726.9149218;-45.120503652039325
1739209726.9149277;-45.120503652039325
1739209726.9149337;-45.120503652039325
1739209726.9149399;-45.120503652039325
1739209726.9149458;-45.120503652039325
1739209726.9149518;-45.120503652039325
1739209726.9149578;-38.13080360867914
1739209726.914964;-38.13080360867914
1739209726.91497;-35.57807855764607
1739209726.914976;-33.981070128970906
1739209726.914982;-38.13080360867914
1739209726.914988;-38.13080360867914
1739209726.914994;-38.13080360867914
1739209726.915;-35.57807855764607
1739209726.9150062;-38.13080360867914
1739209726.9150121;-38.13080360867914
1739209726.915018;-45.120503652039325
1739209726.915024;-35.57807855764607
1739209726.9150302;-38.13080360867914
1739209726.9150362;-38.13080360867914
1739209726.9150422;-45.120503652039325
1739209726.9150484;-45.120503652039325
1739209726.9150543;-38.13080360867914
1739209726.9150603;-45.120503652039325
1739209726.9150662;-38.13080360867914
1739209726.9150724;-33.981070128970906
1739209726.9150784;-38.13080360867914
1739209726.9150844;-45.120503652039325
1739209726.9150906;-38.13080360867914
1739209726.9150965;-38.13080360867914
1739209726.9151025;-38.13080360867914
1739209726.9151084;-45.120503652039325
1739209726.9151146;-45.120503652039325
1739209726.9151206;-45.120503652039325
1739209726.9151266;-45.120503652039325
1739209726.9151325;-38.13080360867914
1739209726.9151387;-38.13080360867914
1739209726.9151447;-38.13080360867914
1739209726.9151506;-45.120503652039325
1739209726.9151568;-45.120503652039325
1739209726.9151628;-38.13080360867914
1739209726.9151688;-38.13080360867914
1739209726.9151747;-45.120503652039325
1739209726.915181;-38.13080360867914
1739209726.915187;-35.57807855764607
1739209726.9151928;-38.13080360867914
1739209726.915199;-38.13080360867914
1739209726.915205;-38.13080360867914
1739209726.915211;-38.13080360867914
1739209726.915217;-35.57807855764607
1739209726.9152231;-45.120503652039325
1739209726.915229;-45.120503652039325
1739209726.915235;-45.120503652039325
