CAN Message; 0x62:00298fb27e7d1286
1739209677.9110823;-35.57807855764607
1739209677.911087;-38.13080360867914
1739209677.9110916;-45.120503652039325
1739209677.9110963;-31.141103565318915
1739209677.911101;-38.13080360867914
1739209677.9111059;-45.120503652039325
1739209677.9111104;-45.120503652039325
1739209677.9111152;-38.13080360867914
1739209677.91112;-38.13080360867914
1739209677.9111247;-33.981070128970906
1739209677.9111295;-45.120503652039325
1739209677.911134;-45.120503652039325
1739209677.9111388;-35.57807855764607
1739209677.9111435;-38.13080360867914
1739209677.9111483;-45.120503652039325
1739209677.9111528;-38.13080360867914
1739209677.9111576;-35.57807855764607
1739209677.9111624;-38.13080360867914
1739209677.9111671;-38.13080360867914
1739209677.911172;-38.13080360867914
1739209677.9111764;-35.57807855764607
1739209677.9111812;-38.13080360867914
1739209677.911186;-35.57807855764607
1739209677.9111907;-38.13080360867914
1739209677.9111953;-45.120503652039325
1739209677.9112;-45.120503652039325
1739209677.9112048;-45.120503652039325
1739209677.9112096;-45.120503652039325
1739209677.911214;-45.120503652039325
1739209677.911219;-38.13080360867914
1739209677.9112236;-45.120503652039325
1739209677.9112284;-45.120503652039325
1739209677.9112332;-38.13080360867914
1739209677.9112377;-45.120503652039325
1739209677.9112425;-35.57807855764607
1739209677.9112473;-45.120503652039325
1739209677.911252;-35.57807855764607
1739209677.9112566;-38.13080360867914
1739209677.9112613;-35.57807855764607
1739209677.911266;-38.13080360867914
1739209677.9112709;-38.13080360867914
1739209677.9112756;-35.57807855764607
1739209677.9112802;-45.120503652039325
1739209677.911285;-45.120503652039325
1739209677.9112897;-45.120503652039325
1739209677.9112945;-45.120503652039325
1739209677.911299;-38.13080360867914
1739209677.9113038;-38.13080360867914
1739209677.9113085;-45.120503652039325
1739209677.9113133;-45.120503652039325
1739209677.911318;-45.120503652039325
1739209677.9113226;-45.120503652039325
1739209677.9113274;-35.57807855764607
1739209677.9113321;-35.57807855764607
1739209677.911337;-45.120503652039325
1739209677.9113414;-45.120503652039325
1739209677.9113462;-31.141103565318893
1739209677.911351;-31.141103565318915
1739209677.9113557;-45.120503652039325
1739209677.9113603;-45.120503652039325
1739209677.911365;-30.49652367304973
1739209677.9113698;-30.49652367304973
1739209677.9113746;-45.120503652039325
1739209677.9113793;-45.120503652039325
1739209677.9113839;-38.13080360867914
1739209677.9113886;-38.13080360867914
1739209677.9113934;-38.13080360867914
1739209677.9113982;-38.13080360867914
1739209677.9114027;-45.120503652039325
1739209677.9114075;-45.120503652039325
1739209677.9114122;-45.120503652039325
1739209677.911417;-38.13080360867914
1739209677.9114218;-38.13080360867914
1739209677.9114263;-45.120503652039325
1739209677.911431;-38.13080360867914
1739209677.9114358;-45.120503652039325
1739209677.9114406;-32.816014438256545
1739209677.9114451;-31.141103565318915
1739209677.91145;-45.120503652039325
1739209677.9114547;-45.120503652039325
1739209677.9114594;-32.816014438256545
1739209677.9114642;-35.57807855764607
1739209677.9114687;-45.120503652039325
1739209677.9114735;-45.120503652039325
1739209677.9114783;-45.120503652039325
1739209677.911483;-45.120503652039325
1739209677.9114876;-38.13080360867914
1739209677.9114923;-45.120503652039325
1739209677.911497;-38.13080360867914
1739209677.911502;-38.13080360867914
1739209677.9115064;-45.120503652039325
1739209677.9115112;-38.13080360867914
1739209677.911516;-45.120503652039325
1739209677.9115207;-45.120503652039325
1739209677.9115255;-45.120503652039325
1739209677.91153;-45.120503652039325
1739209677.9115348;-45.120503652039325
1739209677.9115396;-38.13080360867914
1739209677.9115443;-35.57807855764607
1739209677.9115489;-45.120503652039325
1739209677.9115536;-38.13080360867914
1739209677.9115584;-33.981070128970906
1739209677.9115632;-38.13080360867914
1739209677.911568;-38.13080360867914
1739209677.9115725;-45.120503652039325
1739209677.9115772;-38.13080360867914
1739209677.911582;-45.120503652039325
1739209677.9115868;-45.120503652039325
1739209677.9115913;-38.13080360867914
1739209677.911596;-38.13080360867914
1739209677.9116008;-45.120503652039325
1739209677.9116056;-45.120503652039325
1739209677.9116104;-38.13080360867914
1739209677.911615;-45.120503652039325
1739209677.9116197;-33.981070128970906
1739209677.9116244;-38.13080360867914
1739209677.9116292;-38.13080360867914
1739209677.9116337;-27.267205301931607
1739209677.9116385;-35.57807855764607
1739209677.9116433;-38.13080360867914
1739209677.911648;-45.120503652039325
1739209677.9116526;-45.120503652039325
1739209677.9116573;-45.120503652039325
1739209677.911662;-45.120503652039325
1739209677.9116669;-45.120503652039325
1739209677.9116716;-32.816014438256545
1739209677.9116762;-33.981070128970906
1739209677.911681;-45.120503652039325
1739209677.9116857;-45.120503652039325
1739209677.9116905;-45.120503652039325
1739209677.911695;-45.120503652039325
1739209677.9116998;-38.13080360867914
1739209677.9117045;-38.13080360867914
1739209677.9117093;-33.981070128970906
1739209677.911714;-38.13080360867914
1739209677.9117186;-38.13080360867914
1739209677.9117234;-35.57807855764607
1739209677.9117281;-45.120503652039325
1739209677.911733;-38.13080360867914
1739209677.9117374;-38.13080360867914
1739209677.9117422;-45.120503652039325
1739209677.911747;-33.981070128970906
1739209677.9117517;-38.13080360867914
1739209677.9117565;-38.13080360867914
1739209677.911761;-38.13080360867914
1739209677.9117658;-38.13080360867914
1739209677.9117706;-45.120503652039325
1739209677.9117754;-38.13080360867914
1739209677.9117799;-45.120503652039325
1739209677.9117846;-45.120503652039325
1739209677.9117894;-38.13080360867914
1739209677.9117942;-35.57807855764607
1739209677.911799;-45.120503652039325
1739209677.9118035;-45.120503652039325
1739209677.9118083;-45.120503652039325
1739209677.911813;-38.13080360867914
1739209677.9118178;-45.120503652039325
1739209677.9118223;-38.13080360867914
1739209677.911827;-38.13080360867914
1739209677.9118319;-38.13080360867914
1739209677.9118366;-45.120503652039325
1739209677.9118412;-38.13080360867914
1739209677.911846;-35.57807855764607
1739209677.9118507;-45.120503652039325
1739209677.9118555;-45.120503652039325
1739209677.9118602;-33.981070128970906
1739209677.9118648;-38.13080360867914
1739209677.9118695;-38.13080360867914
1739209677.9118743;-45.120503652039325
1739209677.911879;-38.13080360867914
1739209677.9118836;-38.13080360867914
1739209677.9118884;-38.13080360867914
1739209677.9118931;-45.120503652039325
1739209677.911898;-38.13080360867914
1739209677.9119027;-35.57807855764607
1739209677.9119072;-38.13080360867914
1739209677.911912;-45.120503652039325
1739209677.9119167;-45.120503652039325
1739209677.9119215;-35.57807855764607
1739209677.911926;-38.13080360867914
1739209677.9119308;-45.120503652039325
1739209677.9119356;-38.13080360867914
1739209677.9119403;-35.57807855764607
1739209677.911945;-38.13080360867914
1739209677.9119496;-45.120503652039325
1739209677.9119544;-38.13080360867914
1739209677.9119592;-45.120503652039325
1739209677.911964;-45.120503652039325
1739209677.9119685;-45.120503652039325
1739209677.9119732;-45.120503652039325
1739209677.911978;-45.120503652039325
1739209677.9119828;-45.120503652039325
1739209677.9119873;-45.120503652039325
1739209677.911992;-38.13080360867914
1739209677.9119968;-38.13080360867914
1739209677.9120016;-38.13080360867914
1739209677.9120064;-45.120503652039325
1739209677.912011;-45.120503652039325
1739209677.9120157;-35.57807855764607
1739209677.9120204;-45.120503652039325
1739209677.9120252;-45.120503652039325
1739209677.9120297;-45.120503652039325
1739209677.9120345;-38.13080360867914
1739209677.9120393;-38.13080360867914
1739209677.912044;-38.13080360867914
1739209677.9120488;-38.13080360867914
1739209677.9120533;-45.120503652039325
1739209677.912058;-45.120503652039325
1739209677.912063;-38.13080360867914
1739209677.9120677;-35.57807855764607
1739209677.9120722;-45.120503652039325
1739209677.912077;-45.120503652039325
1739209677.9120817;-38.13080360867914
1739209677.9120865;-45.120503652039325
1739209677.9120913;-29.438486411369333
1739209677.9120958;-38.13080360867914
1739209677.9121006;-45.120503652039325
1739209677.9121053;-38.13080360867914
1739209677.91211;-33.981070128970906
1739209677.9121146;-35.57807855764607
1739209677.9121194;-45.120503652039325
1739209677.9121242;-33.981070128970906
1739209677.912129;-45.120503652039325
1739209677.9121335;-45.120503652039325
1739209677.9121382;-35.57807855764607
1739209677.912143;-33.981070128970906
1739209677.9121478;-45.120503652039325
1739209677.9121525;-45.120503652039325
1739209677.912157;-32.816014438256545
1739209677.9121618;-38.13080360867914
1739209677.9121666;-38.13080360867914
1739209677.9121714;-38.13080360867914
1739209677.912176;-38.13080360867914
1739209677.9121807;-45.120503652039325
1739209677.9121854;-35.57807855764607
1739209677.9121902;-38.13080360867914
1739209677.912195;-38.13080360867914
1739209677.9121995;-45.120503652039325
1739209677.9122043;-45.120503652039325
1739209677.912209;-38.13080360867914
1739209677.9122138;-32.816014438256545
1739209677.9122183;-38.13080360867914
1739209677.912223;-45.120503652039325
1739209677.9122279;-38.13080360867914
1739209677.9122326;-45.120503652039325
1739209677.9122374;-38.13080360867914
1739209677.912242;-45.120503652039325
1739209677.9122467;-45.120503652039325
1739209677.9122515;-38.13080360867914
1739209677.9122562;-35.57807855764607
1739209677.9122608;-38.13080360867914
1739209677.9122655;-45.120503652039325
1739209677.9122703;-38.13080360867914
1739209677.912275;-45.120503652039325
1739209677.9122796;-30.49652367304973
1739209677.9122844;-32.816014438256545
1739209677.9122891;-38.13080360867914
1739209677.912294;-35.57807855764607
1739209677.9122987;-38.13080360867914
1739209677.9123032;-38.13080360867914
1739209677.912308;-45.120503652039325
1739209677.9123127;-33.981070128970906
1739209677.9123175;-38.13080360867914
1739209677.912322;-45.120503652039325
1739209677.9123268;-35.57807855764607
1739209677.9123316;-38.13080360867914
1739209677.9123363;-38.13080360867914
1739209677.912341;-45.120503652039325
1739209677.9123456;-38.13080360867914
1739209677.9123504;-45.120503652039325
1739209677.9123552;-30.49652367304973
1739209677.91236;-28.992665084841942
1739209677.9123645;-45.120503652039325
1739209677.9123693;-38.13080360867914
1739209677.912374;-38.13080360867914
1739209677.9123788;-35.57807855764607
1739209677.9123836;-38.13080360867914
1739209677.912388;-45.120503652039325
1739209677.9123929;-45.120503652039325
1739209677.9123976;-45.120503652039325
1739209677.9124024;-45.120503652039325
1739209677.912407;-45.120503652039325
1739209677.9124117;-45.120503652039325
1739209677.9124165;-38.13080360867914
1739209677.9124212;-35.57807855764607
1739209677.912426;-38.13080360867914
1739209677.9124305;-45.120503652039325
1739209677.9124353;-45.120503652039325
1739209677.91244;-45.120503652039325
1739209677.9124448;-45.120503652039325
1739209677.9124494;-38.13080360867914
1739209677.9124541;-33.981070128970906
1739209677.912459;-38.13080360867914
1739209677.9124637;-45.120503652039325
1739209677.9124682;-45.120503652039325
1739209677.912473;-38.13080360867914
1739209677.9124777;-35.57807855764607
1739209677.9124825;-38.13080360867914
1739209677.9124873;-45.120503652039325
1739209677.9124918;-38.13080360867914
1739209677.9124966;-45.120503652039325
1739209677.9125013;-45.120503652039325
1739209677.912506;-45.120503652039325
1739209677.9125106;-38.13080360867914
1739209677.9125154;-45.120503652039325
1739209677.9125202;-38.13080360867914
1739209677.912525;-45.120503652039325
1739209677.9125297;-38.13080360867914
1739209677.9125342;-45.120503652039325
1739209677.912539;-45.120503652039325
1739209677.9125438;-45.120503652039325
1739209677.9125485;-33.981070128970906
1739209677.912553;-38.13080360867914
1739209677.9125578;-35.57807855764607
1739209677.9125626;-35.57807855764607
1739209677.9125674;-38.13080360867914
1739209677.9125721;-32.816014438256545
1739209677.9125767;-38.13080360867914
1739209677.9125814;-45.120503652039325
1739209677.9125862;-30.49652367304973
1739209677.912591;-38.13080360867914
1739209677.9125955;-38.13080360867914
1739209677.9126003;-38.13080360867914
1739209677.912605;-33.981070128970906
1739209677.9126098;-38.13080360867914
1739209677.9126143;-35.57807855764607
1739209677.912619;-38.13080360867914
1739209677.912624;-30.49652367304973
1739209677.9126287;-38.13080360867914
1739209677.9126334;-38.13080360867914
1739209677.912638;-45.120503652039325
1739209677.9126427;-45.120503652039325
1739209677.9126475;-38.13080360867914
1739209677.9126523;-38.13080360867914
1739209677.9126568;-45.120503652039325
1739209677.9126616;-29.438486411369347
1739209677.9126663;-33.981070128970906
1739209677.912671;-38.13080360867914
1739209677.9126759;-45.120503652039325
1739209677.9126804;-38.13080360867914
1739209677.9126852;-45.120503652039325
1739209677.91269;-45.120503652039325
1739209677.9126947;-45.120503652039325
1739209677.9126992;-32.816014438256545
1739209677.912704;-33.981070128970906
1739209677.9127088;-38.13080360867914
1739209677.9127135;-45.120503652039325
1739209677.9127183;-38.13080360867914
1739209677.9127228;-35.57807855764607
1739209677.9127276;-38.13080360867914
1739209677.9127324;-45.120503652039325
1739209677.9127371;-31.141103565318915
1739209677.9127417;-33.981070128970906
1739209677.9127464;-38.13080360867914
1739209677.9127512;-45.120503652039325
1739209677.912756;-38.13080360867914
1739209677.9127605;-45.120503652039325
1739209677.9127653;-45.120503652039325
1739209677.91277;-45.120503652039325
1739209677.9127748;-45.120503652039325
1739209677.9127796;-45.120503652039325
1739209677.912784;-38.13080360867914
1739209677.9127889;-45.120503652039325
1739209677.9127936;-38.13080360867914
1739209677.9127984;-38.13080360867914
1739209677.912803;-45.120503652039325
1739209677.9128077;-45.120503652039325
1739209677.9128125;-38.13080360867914
1739209677.9128172;-35.57807855764607
1739209677.912822;-38.13080360867914
1739209677.9128265;-38.13080360867914
1739209677.9128313;-38.13080360867914
1739209677.912836;-38.13080360867914
1739209677.9128408;-35.57807855764607
1739209677.9128454;-45.120503652039325
1739209677.9128501;-33.981070128970906
1739209677.912855;-31.141103565318915
1739209677.9128597;-38.13080360867914
1739209677.9128644;-45.120503652039325
1739209677.912869;-38.13080360867914
1739209677.9128737;-38.13080360867914
1739209677.9128785;-38.13080360867914
1739209677.9128833;-45.120503652039325
1739209677.9128878;-45.120503652039325
1739209677.9128926;-38.13080360867914
1739209677.9128973;-38.13080360867914
1739209677.912902;-45.120503652039325
1739209677.9129066;-45.120503652039325
1739209677.9129114;-32.816014438256545
1739209677.9129162;-38.13080360867914
1739209677.912921;-45.120503652039325
1739209677.9129257;-38.13080360867914
1739209677.9129303;-38.13080360867914
1739209677.912935;-38.13080360867914
1739209677.9129398;-45.120503652039325
1739209677.9129446;-38.13080360867914
1739209677.912949;-45.120503652039325
1739209677.9129539;-45.120503652039325
1739209677.9129586;-45.120503652039325
1739209677.9129634;-45.120503652039325
1739209677.9129682;-38.13080360867914
1739209677.9129727;-45.120503652039325
1739209677.9129775;-45.120503652039325
1739209677.9129822;-45.120503652039325
1739209677.912987;-45.120503652039325
1739209677.9129915;-45.120503652039325
1739209677.9129963;-38.13080360867914
1739209677.913001;-38.13080360867914
1739209677.9130058;-32.816014438256545
1739209677.9130106;-38.13080360867914
1739209677.9130151;-45.120503652039325
1739209677.91302;-45.120503652039325
1739209677.9130247;-45.120503652039325
1739209677.9130294;-38.13080360867914
1739209677.913034;-45.120503652039325
1739209677.9130387;-45.120503652039325
1739209677.9130435;-45.120503652039325
1739209677.9130483;-45.120503652039325
1739209677.913053;-38.13080360867914
1739209677.9130576;-38.13080360867914
1739209677.9130623;-38.13080360867914
1739209677.913067;-38.13080360867914
1739209677.9130719;-45.120503652039325
1739209677.9130764;-45.120503652039325
1739209677.9130812;-38.13080360867914
1739209677.913086;-38.13080360867914
1739209677.9130907;-35.57807855764607
1739209677.9130952;-38.13080360867914
1739209677.9131;-38.13080360867914
1739209677.9131048;-38.13080360867914
1739209677.9131095;-38.13080360867914
1739209677.9131143;-33.981070128970906
1739209677.9131188;-45.120503652039325
1739209677.9131236;-45.120503652039325
1739209677.9131284;-45.120503652039325
1739209677.9131331;-45.120503652039325
1739209677.9131377;-38.13080360867914
1739209677.9131424;-45.120503652039325
1739209677.9131472;-38.13080360867914
1739209677.913152;-45.120503652039325
1739209677.9131567;-38.13080360867914
1739209677.9131613;-38.13080360867914
1739209677.913166;-45.120503652039325
1739209677.9131708;-38.13080360867914
1739209677.9131756;-45.120503652039325
1739209677.91318;-38.13080360867914
1739209677.913185;-45.120503652039325
1739209677.9131896;-45.120503652039325
1739209677.9131944;-45.120503652039325
1739209677.9131992;-45.120503652039325
1739209677.9132037;-45.120503652039325
1739209677.9132085;-38.13080360867914
1739209677.9132133;-45.120503652039325
1739209677.913218;-45.120503652039325
1739209677.9132226;-35.57807855764607
1739209677.9132273;-45.120503652039325
1739209677.913232;-35.57807855764607
1739209677.9132369;-38.13080360867914
1739209677.9132414;-35.57807855764607
1739209677.9132462;-45.120503652039325
1739209677.913251;-38.13080360867914
1739209677.9132557;-33.981070128970906
1739209677.9132605;-38.13080360867914
1739209677.913265;-38.13080360867914
1739209677.9132698;-45.120503652039325
1739209677.9132745;-38.13080360867914
1739209677.9132793;-38.13080360867914
1739209677.9132838;-33.981070128970906
1739209677.9132886;-45.120503652039325
1739209677.9132934;-45.120503652039325
1739209677.9132981;-38.13080360867914
1739209677.913303;-38.13080360867914
1739209677.9133074;-45.120503652039325
1739209677.9133122;-38.13080360867914
1739209677.913317;-35.57807855764607
1739209677.9133217;-45.120503652039325
1739209677.9133263;-35.57807855764607
1739209677.913331;-38.13080360867914
