CAN Message; 0x24:03ae39debb1c3222
1739209626.214439;-45.120503652039325
1739209626.2144408;-45.120503652039325
1739209626.2144427;-38.13080360867914
1739209626.2144446;-38.13080360867914
1739209626.2144465;-45.120503652039325
1739209626.2144482;-38.13080360867914
1739209626.2144501;-38.13080360867914
1739209626.214452;-45.120503652039325
1739209626.214454;-45.120503652039325
1739209626.2144558;-38.13080360867914
1739209626.2144578;-45.120503652039325
1739209626.2144594;-45.120503652039325
1739209626.2144613;-45.120503652039325
1739209626.2144632;-38.13080360867914
1739209626.2144651;-33.981070128970906
1739209626.214467;-38.13080360867914
1739209626.214469;-45.120503652039325
1739209626.2144706;-35.57807855764607
1739209626.2144725;-38.13080360867914
1739209626.2144744;-45.120503652039325
1739209626.2144763;-38.13080360867914
1739209626.2144783;-32.816014438256545
1739209626.21448;-38.13080360867914
1739209626.2144818;-38.13080360867914
1739209626.2144837;-38.13080360867914
1739209626.2144856;-38.13080360867914
1739209626.2144876;-33.981070128970906
1739209626.2144895;-38.13080360867914
1739209626.2144911;-38.13080360867914
1739209626.214493;-45.120503652039325
1739209626.214495;-45.120503652039325
1739209626.2144969;-33.981070128970906
1739209626.2144988;-45.120503652039325
1739209626.2145007;-45.120503652039325
1739209626.2145023;-45.120503652039325
1739209626.2145042;-45.120503652039325
1739209626.2145061;-45.120503652039325
1739209626.214508;-33.981070128970906
1739209626.21451;-38.13080360867914
1739209626.2145119;-38.13080360867914
1739209626.2145135;-35.57807855764607
1739209626.2145154;-45.120503652039325
1739209626.2145174;-38.13080360867914
1739209626.2145193;-38.13080360867914
1739209626.2145212;-38.13080360867914
1739209626.2145228;-45.120503652039325
1739209626.2145247;-45.120503652039325
1739209626.2145267;-38.13080360867914
1739209626.2145286;-38.13080360867914
1739209626.2145305;-45.120503652039325
1739209626.2145324;-45.120503652039325
1739209626.214534;-33.981070128970906
1739209626.214536;-38.13080360867914
1739209626.2145379;-38.13080360867914
1739209626.2145398;-45.120503652039325
1739209626.2145417;-38.13080360867914
1739209626.2145436;-38.13080360867914
1739209626.2145452;-45.120503652039325
1739209626.2145472;-38.13080360867914
1739209626.214549;-45.120503652039325
1739209626.214551;-45.120503652039325
1739209626.2145529;-45.120503652039325
1739209626.2145548;-38.13080360867914
1739209626.2145565;-45.120503652039325
1739209626.2145584;-38.13080360867914
1739209626.2145603;-38.13080360867914
1739209626.2145622;-45.120503652039325
1739209626.214564;-31.141103565318915
1739209626.214566;-38.13080360867914
1739209626.2145677;-45.120503652039325
1739209626.2145696;-38.13080360867914
1739209626.2145715;-32.816014438256545
1739209626.2145734;-38.13080360867914
1739209626.2145753;-38.13080360867914
1739209626.214577;-38.13080360867914
1739209626.2145789;-45.120503652039325
1739209626.2145808;-45.120503652039325
1739209626.2145827;-33.981070128970906
1739209626.2145846;-38.13080360867914
1739209626.2145865;-45.120503652039325
1739209626.2145882;-45.120503652039325
1739209626.21459;-45.120503652039325
1739209626.214592;-38.13080360867914
1739209626.214594;-38.13080360867914
1739209626.2145958;-45.120503652039325
1739209626.2145977;-38.13080360867914
1739209626.2145994;-38.13080360867914
1739209626.2146013;-38.13080360867914
1739209626.2146032;-38.13080360867914
1739209626.214605;-33.981070128970906
1739209626.214607;-38.13080360867914
1739209626.214609;-38.13080360867914
1739209626.2146106;-33.981070128970906
1739209626.2146125;-38.13080360867914
1739209626.2146144;-38.13080360867914
1739209626.2146163;-45.120503652039325
1739209626.2146182;-45.120503652039325
1739209626.21462;-38.13080360867914
1739209626.2146218;-38.13080360867914
1739209626.2146237;-45.120503652039325
1739209626.2146256;-38.13080360867914
1739209626.2146275;-45.120503652039325
1739209626.2146294;-45.120503652039325
1739209626.214631;-45.120503652039325
1739209626.214633;-45.120503652039325
1739209626.214635;-38.13080360867914
1739209626.2146368;-45.120503652039325
1739209626.2146387;-32.816014438256545
1739209626.2146406;-29.438486411369333
1739209626.2146423;-45.120503652039325
1739209626.2146442;-45.120503652039325
1739209626.214646;-38.13080360867914
1739209626.214648;-38.13080360867914
1739209626.21465;-45.120503652039325
1739209626.2146518;-38.13080360867914
1739209626.2146535;-38.13080360867914
1739209626.2146554;-35.57807855764607
1739209626.2146573;-38.13080360867914
1739209626.2146592;-45.120503652039325
1739209626.2146611;-38.13080360867914
1739209626.214663;-35.57807855764607
1739209626.2146647;-45.120503652039325
1739209626.2146666;-38.13080360867914
1739209626.2146685;-45.120503652039325
1739209626.2146704;-45.120503652039325
1739209626.2146723;-35.57807855764607
1739209626.214674;-35.57807855764607
1739209626.214676;-45.120503652039325
1739209626.2146778;-38.13080360867914
1739209626.2146797;-38.13080360867914
1739209626.2146816;-45.120503652039325
1739209626.2146835;-32.816014438256545
1739209626.2146852;-26.991370085610736
1739209626.214687;-38.13080360867914
1739209626.214689;-38.13080360867914
1739209626.214691;-35.57807855764607
1739209626.2146928;-38.13080360867914
1739209626.2146947;-38.13080360867914
1739209626.2146964;-35.57807855764607
1739209626.2146983;-45.120503652039325
1739209626.2147002;-45.120503652039325
1739209626.2147021;-45.120503652039325
1739209626.214704;-38.13080360867914
1739209626.214706;-38.13080360867914
1739209626.2147076;-45.120503652039325
1739209626.2147095;-38.13080360867914
1739209626.2147114;-45.120503652039325
1739209626.2147133;-45.120503652039325
1739209626.2147152;-45.120503652039325
1739209626.2147171;-38.13080360867914
1739209626.2147188;-35.57807855764607
1739209626.2147207;-45.120503652039325
1739209626.2147226;-45.120503652039325
1739209626.2147245;-35.57807855764607
1739209626.2147264;-38.13080360867914
1739209626.214728;-45.120503652039325
1739209626.21473;-38.13080360867914
1739209626.214732;-38.13080360867914
1739209626.2147338;-38.13080360867914
1739209626.2147357;-38.13080360867914
1739209626.2147377;-32.816014438256545
1739209626.2147393;-45.120503652039325
1739209626.2147412;-45.120503652039325
1739209626.2147431;-33.981070128970906
1739209626.214745;-45.120503652039325
1739209626.214747;-38.13080360867914
1739209626.2147489;-38.13080360867914
1739209626.2147505;-45.120503652039325
1739209626.2147524;-38.13080360867914
1739209626.2147543;-38.13080360867914
1739209626.2147563;-45.120503652039325
1739209626.2147582;-38.13080360867914
1739209626.21476;-38.13080360867914
1739209626.2147617;-38.13080360867914
1739209626.2147636;-38.13080360867914
1739209626.2147655;-33.981070128970906
1739209626.2147675;-38.13080360867914
1739209626.2147694;-38.13080360867914
1739209626.2147713;-45.120503652039325
1739209626.214773;-45.120503652039325
1739209626.2147748;-38.13080360867914
1739209626.2147768;-38.13080360867914
1739209626.2147787;-38.13080360867914
1739209626.2147806;-45.120503652039325
1739209626.2147822;-35.57807855764607
1739209626.2147841;-33.981070128970906
1739209626.214786;-38.13080360867914
1739209626.214788;-38.13080360867914
1739209626.2147899;-38.13080360867914
1739209626.2147918;-38.13080360867914
1739209626.2147934;-38.13080360867914
1739209626.2147954;-38.13080360867914
1739209626.2147973;-45.120503652039325
1739209626.2147992;-35.57807855764607
1739209626.214801;-38.13080360867914
1739209626.214803;-38.13080360867914
1739209626.2148046;-45.120503652039325
1739209626.2148066;-45.120503652039325
1739209626.2148085;-35.57807855764607
1739209626.2148104;-33.981070128970906
1739209626.2148123;-45.120503652039325
1739209626.2148142;-38.13080360867914
1739209626.2148159;-35.57807855764607
1739209626.2148178;-38.13080360867914
1739209626.2148197;-45.120503652039325
1739209626.2148216;-31.141103565318915
1739209626.2148235;-35.57807855764607
1739209626.2148252;-35.57807855764607
1739209626.214827;-38.13080360867914
1739209626.214829;-33.981070128970906
1739209626.2148309;-35.57807855764607
1739209626.2148328;-38.13080360867914
1739209626.2148347;-38.13080360867914
1739209626.2148364;-31.141103565318915
1739209626.2148383;-38.13080360867914
1739209626.2148402;-38.13080360867914
1739209626.214842;-38.13080360867914
1739209626.214844;-33.981070128970906
1739209626.214846;-38.13080360867914
1739209626.2148476;-38.13080360867914
1739209626.2148495;-45.120503652039325
1739209626.2148514;-31.141103565318915
1739209626.2148533;-35.57807855764607
1739209626.2148552;-45.120503652039325
1739209626.214857;-38.13080360867914
1739209626.2148588;-38.13080360867914
1739209626.2148607;-45.120503652039325
1739209626.2148626;-45.120503652039325
1739209626.2148645;-38.13080360867914
1739209626.2148664;-38.13080360867914
1739209626.2148683;-45.120503652039325
1739209626.21487;-38.13080360867914
1739209626.214872;-38.13080360867914
1739209626.2148738;-38.13080360867914
1739209626.2148757;-45.120503652039325
1739209626.2148776;-38.13080360867914
1739209626.2148793;-38.13080360867914
1739209626.2148812;-38.13080360867914
1739209626.214883;-45.120503652039325
1739209626.214885;-38.13080360867914
1739209626.214887;-35.57807855764607
1739209626.2148888;-38.13080360867914
1739209626.2148905;-38.13080360867914
1739209626.2148924;-38.13080360867914
1739209626.2148943;-35.57807855764607
1739209626.2148962;-28.992665084841942
1739209626.214898;-35.57807855764607
1739209626.2149;-38.13080360867914
1739209626.2149017;-38.13080360867914
1739209626.2149036;-33.981070128970906
1739209626.2149055;-45.120503652039325
1739209626.2149074;-45.120503652039325
1739209626.2149093;-45.120503652039325
1739209626.2149112;-35.57807855764607
1739209626.214913;-33.981070128970906
1739209626.2149148;-38.13080360867914
1739209626.2149167;-45.120503652039325
1739209626.2149186;-38.13080360867914
1739209626.2149205;-35.57807855764607
1739209626.2149224;-45.120503652039325
1739209626.214924;-45.120503652039325
1739209626.214926;-31.141103565318915
1739209626.214928;-32.816014438256545
1739209626.2149298;-38.13080360867914
1739209626.2149317;-45.120503652039325
1739209626.2149334;-38.13080360867914
1739209626.2149353;-45.120503652039325
1739209626.2149372;-38.13080360867914
1739209626.214939;-45.120503652039325
1739209626.214941;-45.120503652039325
1739209626.214943;-45.120503652039325
1739209626.2149446;-45.120503652039325
1739209626.2149465;-45.120503652039325
1739209626.2149484;-38.13080360867914
1739209626.2149503;-45.120503652039325
1739209626.2149522;-38.13080360867914
1739209626.2149541;-45.120503652039325
1739209626.2149558;-45.120503652039325
1739209626.2149577;-33.981070128970906
1739209626.2149596;-38.13080360867914
1739209626.2149615;-33.981070128970906
1739209626.2149634;-38.13080360867914
1739209626.2149653;-35.57807855764607
1739209626.214967;-45.120503652039325
1739209626.214969;-38.13080360867914
1739209626.2149708;-35.57807855764607
1739209626.2149727;-38.13080360867914
1739209626.2149746;-45.120503652039325
1739209626.2149763;-38.13080360867914
1739209626.2149782;-45.120503652039325
1739209626.2149801;-45.120503652039325
1739209626.214982;-38.13080360867914
1739209626.214984;-35.57807855764607
1739209626.2149858;-45.120503652039325
1739209626.2149875;-45.120503652039325
1739209626.2149894;-35.57807855764607
1739209626.2149913;-38.13080360867914
1739209626.2149932;-45.120503652039325
1739209626.2149951;-45.120503652039325
1739209626.214997;-45.120503652039325
1739209626.2149987;-38.13080360867914
1739209626.2150006;-38.13080360867914
1739209626.2150025;-38.13080360867914
1739209626.2150044;-45.120503652039325
1739209626.2150064;-45.120503652039325
1739209626.2150083;-45.120503652039325
1739209626.21501;-45.120503652039325
1739209626.2150118;-38.13080360867914
1739209626.2150137;-45.120503652039325
1739209626.2150156;-38.13080360867914
1739209626.2150176;-45.120503652039325
1739209626.2150195;-45.120503652039325
1739209626.2150211;-45.120503652039325
1739209626.215023;-33.981070128970906
1739209626.215025;-38.13080360867914
1739209626.2150269;-45.120503652039325
1739209626.2150288;-45.120503652039325
1739209626.2150304;-45.120503652039325
1739209626.2150323;-31.141103565318915
1739209626.2150342;-33.981070128970906
1739209626.2150362;-45.120503652039325
1739209626.215038;-45.120503652039325
1739209626.21504;-38.13080360867914
1739209626.2150416;-45.120503652039325
1739209626.2150435;-45.120503652039325
1739209626.2150455;-38.13080360867914
1739209626.2150474;-38.13080360867914
1739209626.2150493;-45.120503652039325
1739209626.2150512;-45.120503652039325
1739209626.2150528;-38.13080360867914
1739209626.2150548;-45.120503652039325
1739209626.2150567;-45.120503652039325
1739209626.2150586;-45.120503652039325
1739209626.2150605;-38.13080360867914
1739209626.2150624;-38.13080360867914
1739209626.215064;-45.120503652039325
1739209626.215066;-45.120503652039325
1739209626.2150679;-45.120503652039325
1739209626.2150698;-45.120503652039325
1739209626.2150717;-38.13080360867914
1739209626.2150736;-38.13080360867914
1739209626.2150753;-38.13080360867914
1739209626.2150772;-31.141103565318915
1739209626.215079;-35.57807855764607
1739209626.215081;-45.120503652039325
1739209626.215083;-35.57807855764607
1739209626.2150846;-32.816014438256545
1739209626.2150865;-35.57807855764607
1739209626.2150884;-38.13080360867914
1739209626.2150903;-38.13080360867914
1739209626.2150922;-33.981070128970956
1739209626.215094;-38.13080360867914
1739209626.2150958;-35.57807855764607
1739209626.2150977;-45.120503652039325
1739209626.2150996;-45.120503652039325
1739209626.2151015;-38.13080360867914
1739209626.2151034;-33.981070128970906
1739209626.2151053;-45.120503652039325
1739209626.215107;-45.120503652039325
1739209626.2151089;-45.120503652039325
1739209626.2151108;-45.120503652039325
1739209626.2151127;-45.120503652039325
1739209626.2151146;-38.13080360867914
1739209626.2151165;-38.13080360867914
1739209626.2151182;-35.57807855764607
1739209626.21512;-38.13080360867914
1739209626.215122;-33.981070128970906
1739209626.215124;-33.981070128970906
1739209626.2151258;-45.120503652039325
1739209626.2151275;-45.120503652039325
1739209626.2151294;-33.981070128970906
1739209626.2151313;-38.13080360867914
1739209626.2151332;-38.13080360867914
1739209626.215135;-38.13080360867914
1739209626.215137;-35.57807855764607
1739209626.2151387;-38.13080360867914
1739209626.2151406;-45.120503652039325
1739209626.2151425;-38.13080360867914
1739209626.2151444;-38.13080360867914
1739209626.2151463;-38.13080360867914
1739209626.2151482;-38.13080360867914
1739209626.2151499;-38.13080360867914
1739209626.2151518;-30.49652367304973
1739209626.2151537;-38.13080360867914
1739209626.2151556;-45.120503652039325
1739209626.2151575;-38.13080360867914
1739209626.2151594;-35.57807855764607
1739209626.215161;-45.120503652039325
1739209626.215163;-45.120503652039325
1739209626.215165;-45.120503652039325
1739209626.2151668;-32.816014438256545
1739209626.2151687;-38.13080360867914
1739209626.2151706;-45.120503652039325
1739209626.2151723;-45.120503652039325
1739209626.2151742;-32.816014438256545
1739209626.215176;-35.57807855764607
1739209626.215178;-45.120503652039325
1739209626.21518;-38.13080360867914
1739209626.2151816;-38.13080360867914
1739209626.2151835;-38.13080360867914
1739209626.2151854;-38.13080360867914
1739209626.2151873;-45.120503652039325
1739209626.2151892;-38.13080360867914
1739209626.2151911;-45.120503652039325
1739209626.2151928;-38.13080360867914
1739209626.2151947;-38.13080360867914
1739209626.2151966;-38.13080360867914
1739209626.2151985;-33.981070128970906
1739209626.2152004;-38.13080360867914
1739209626.2152023;-38.13080360867914
1739209626.215204;-45.120503652039325
1739209626.215206;-33.981070128970906
1739209626.2152078;-35.57807855764607
1739209626.2152097;-38.13080360867914
1739209626.2152116;-45.120503652039325
1739209626.2152135;-38.13080360867914
1739209626.2152152;-32.816014438256545
1739209626.215217;-38.13080360867914
1739209626.215219;-45.120503652039325
1739209626.215221;-45.120503652039325
1739209626.2152228;-45.120503652039325
1739209626.2152247;-45.120503652039325
1739209626.2152264;-45.120503652039325
1739209626.2152283;-45.120503652039325
1739209626.2152302;-38.13080360867914
1739209626.2152321;-38.13080360867914
1739209626.215234;-38.13080360867914
1739209626.2152357;-38.13080360867914
1739209626.2152376;-45.120503652039325
1739209626.2152395;-38.13080360867914
1739209626.2152414;-38.13080360867914
1739209626.2152433;-35.57807855764607
1739209626.2152452;-38.13080360867914
1739209626.215247;-38.13080360867914
1739209626.2152488;-45.120503652039325
1739209626.2152507;-38.13080360867914
1739209626.2152526;-38.13080360867914
1739209626.2152545;-45.120503652039325
1739209626.2152565;-45.120503652039325
1739209626.2152581;-45.120503652039325
1739209626.21526;-45.120503652039325
1739209626.215262;-33.981070128970906
1739209626.2152638;-35.57807855764607
1739209626.2152658;-38.13080360867914
1739209626.2152677;-45.120503652039325
1739209626.2152693;-38.13080360867914
1739209626.2152712;-38.13080360867914
1739209626.2152731;-35.57807855764607
1739209626.215275;-38.13080360867914
1739209626.215277;-38.13080360867914
1739209626.2152786;-38.13080360867914
1739209626.2152805;-35.57807855764607
1739209626.2152824;-38.13080360867914
1739209626.2152843;-45.120503652039325
1739209626.2152863;-45.120503652039325
1739209626.2152882;-45.120503652039325
1739209626.2152898;-45.120503652039325
1739209626.2152917;-38.13080360867914
1739209626.2152936;-35.57807855764607
1739209626.2152956;-38.13080360867914
1739209626.2152975;-45.120503652039325
1739209626.2152994;-38.13080360867914
1739209626.215301;-31.141103565318893
1739209626.215303;-38.13080360867914
1739209626.2153049;-45.120503652039325
1739209626.2153068;-35.57807855764607
1739209626.2153087;-38.13080360867914
1739209626.2153106;-35.57807855764607
1739209626.2153122;-45.120503652039325
1739209626.2153141;-33.981070128970906
1739209626.215316;-38.13080360867914
1739209626.215318;-32.816014438256545
1739209626.2153199;-29.438486411369333
1739209626.2153218;-45.120503652039325
1739209626.2153234;-38.13080360867914
1739209626.2153254;-38.13080360867914
1739209626.2153273;-35.57807855764607
1739209626.2153292;-45.120503652039325
1739209626.215331;-35.57807855764607
1739209626.2153327;-45.120503652039325
1739209626.2153347;-38.13080360867914
1739209626.2153366;-38.13080360867914
1739209626.2153385;-45.120503652039325
1739209626.2153404;-35.57807855764607
1739209626.2153423;-38.13080360867914
1739209626.215344;-45.120503652039325
1739209626.2153459;-45.120503652039325
1739209626.2153478;-38.13080360867914
1739209626.2153497;-45.120503652039325
1739209626.2153516;-38.13080360867914
1739209626.2153535;-38.13080360867914
1739209626.2153552;-38.13080360867914
1739209626.215357;-38.13080360867914
1739209626.215359;-38.13080360867914
1739209626.2153609;-45.120503652039325
1739209626.2153628;-35.57807855764607
1739209626.2153647;-27.8777449560314
1739209626.2153664;-45.120503652039325
1739209626.2153683;-45.120503652039325
1739209626.2153702;-33.981070128970906
1739209626.215372;-38.13080360867914
1739209626.215374;-38.13080360867914
1739209626.2153757;-38.13080360867914
1739209626.2153776;-45.120503652039325
1739209626.2153795;-45.120503652039325
1739209626.2153814;-38.13080360867914
1739209626.2153833;-38.13080360867914
1739209626.2153852;-45.120503652039325
1739209626.2153869;-38.13080360867914
1739209626.2153888;-38.13080360867914
1739209626.2153907;-38.13080360867914
1739209626.2153926;-38.13080360867914
1739209626.2153945;-45.120503652039325
1739209626.2153964;-38.13080360867914
1739209626.215398;-35.57807855764607
1739209626.2154;-45.120503652039325
1739209626.215402;-45.120503652039325
1739209626.2154038;-33.981070128970906
1739209626.2154057;-38.13080360867914
1739209626.2154076;-38.13080360867914
1739209626.2154093;-35.57807855764607
1739209626.2154112;-45.120503652039325
1739209626.215413;-45.120503652039325
1739209626.215415;-38.13080360867914
1739209626.215417;-38.13080360867914
1739209626.2154188;-45.120503652039325
1739209626.2154205;-38.13080360867914
1739209626.2154224;-38.13080360867914
1739209626.2154243;-45.120503652039325
1739209626.2154262;-38.13080360867914
1739209626.215428;-45.120503652039325
1739209626.2154298;-45.120503652039325
1739209626.2154317;-35.57807855764607
1739209626.2154336;-38.13080360867914
1739209626.2154355;-45.120503652039325
1739209626.2154374;-33.981070128970906
1739209626.2154393;-38.13080360867914
1739209626.215441;-38.13080360867914
1739209626.215443;-38.13080360867914
1739209626.2154448;-45.120503652039325
1739209626.2154467;-45.120503652039325
1739209626.2154486;-38.13080360867914
1739209626.2154505;-45.120503652039325
1739209626.2154522;-38.13080360867914
1739209626.215454;-38.13080360867914
1739209626.215456;-45.120503652039325
1739209626.215458;-45.120503652039325
1739209626.2154598;-45.120503652039325
1739209626.2154617;-38.13080360867914
1739209626.2154634;-38.13080360867914
1739209626.2154653;-38.13080360867914
1739209626.2154672;-38.13080360867914
1739209626.2154691;-45.120503652039325
1739209626.215471;-38.13080360867914
1739209626.215473;-38.13080360867914
1739209626.2154746;-45.120503652039325
1739209626.2154765;-45.120503652039325
1739209626.2154784;-38.13080360867914
1739209626.2154803;-38.13080360867914
1739209626.2154822;-38.13080360867914
1739209626.215484;-38.13080360867914
1739209626.2154858;-38.13080360867914
1739209626.2154877;-32.816014438256545
1739209626.2154896;-38.13080360867914
1739209626.2154915;-45.120503652039325
1739209626.2154934;-38.13080360867914
1739209626.215495;-38.13080360867914
1739209626.215497;-38.13080360867914
1739209626.215499;-38.13080360867914
1739209626.2155008;-28.58837851428586
1739209626.2155027;-38.13080360867914
1739209626.2155046;-45.120503652039325
1739209626.2155063;-45.120503652039325
1739209626.2155082;-38.13080360867914
1739209626.2155101;-38.13080360867914
1739209626.215512;-45.120503652039325
1739209626.215514;-33.981070128970906
1739209626.2155159;-31.141103565318915
1739209626.2155175;-38.13080360867914
1739209626.2155194;-45.120503652039325
1739209626.2155213;-38.13080360867914
1739209626.2155232;-45.120503652039325
1739209626.2155252;-45.120503652039325
1739209626.2155268;-38.13080360867914
1739209626.2155287;-45.120503652039325
1739209626.2155306;-31.141103565318915
1739209626.2155325;-38.13080360867914
1739209626.2155344;-45.120503652039325
1739209626.2155364;-38.13080360867914
1739209626.215538;-38.13080360867914
1739209626.21554;-45.120503652039325
1739209626.2155418;-38.13080360867914
1739209626.2155437;-35.57807855764607
1739209626.2155457;-45.120503652039325
1739209626.2155476;-45.120503652039325
1739209626.2155492;-38.13080360867914
1739209626.2155511;-38.13080360867914
1739209626.215553;-38.13080360867914
1739209626.215555;-45.120503652039325
1739209626.2155569;-38.13080360867914
1739209626.2155588;-38.13080360867914
1739209626.2155604;-29.438486411369347
1739209626.2155623;-45.120503652039325
1739209626.2155643;-38.13080360867914
1739209626.2155662;-45.120503652039325
1739209626.215568;-38.13080360867914
1739209626.21557;-38.13080360867914
1739209626.2155716;-38.13080360867914
1739209626.2155735;-38.13080360867914
1739209626.2155755;-27.267205301931607
1739209626.2155774;-32.816014438256545
1739209626.2155793;-38.13080360867914
1739209626.215581;-45.120503652039325
1739209626.2155828;-45.120503652039325
1739209626.2155848;-45.120503652039325
1739209626.2155867;-45.120503652039325
1739209626.2155886;-45.120503652039325
1739209626.2155905;-45.120503652039325
1739209626.2155921;-38.13080360867914
1739209626.215594;-38.13080360867914
1739209626.215596;-45.120503652039325
1739209626.2155979;-33.981070128970906
1739209626.2155998;-35.57807855764607
1739209626.2156017;-38.13080360867914
1739209626.2156034;-35.57807855764607
1739209626.2156053;-38.13080360867914
1739209626.2156072;-35.57807855764607
1739209626.215609;-38.13080360867914
1739209626.215611;-45.120503652039325
1739209626.215613;-38.13080360867914
1739209626.2156146;-35.57807855764607
1739209626.2156165;-45.120503652039325
1739209626.2156184;-38.13080360867914
1739209626.2156203;-33.981070128970906
1739209626.2156222;-45.120503652039325
1739209626.215624;-38.13080360867914
1739209626.2156258;-32.816014438256545
1739209626.2156277;-45.120503652039325
1739209626.2156296;-45.120503652039325
1739209626.2156315;-38.13080360867914
1739209626.2156334;-38.13080360867914
1739209626.215635;-45.120503652039325
1739209626.215637;-45.120503652039325
1739209626.2156389;-45.120503652039325
1739209626.2156408;-38.13080360867914
1739209626.2156427;-38.13080360867914
1739209626.2156446;-45.120503652039325
1739209626.2156463;-45.120503652039325
1739209626.2156482;-45.120503652039325
1739209626.21565;-38.13080360867914
1739209626.215652;-38.13080360867914
1739209626.215654;-38.13080360867914
1739209626.2156558;-45.120503652039325
1739209626.2156575;-45.120503652039325
1739209626.2156594;-38.13080360867914
1739209626.2156613;-45.120503652039325
1739209626.2156632;-45.120503652039325
1739209626.215665;-45.120503652039325
1739209626.215667;-45.120503652039325
1739209626.2156687;-45.120503652039325
1739209626.2156706;-38.13080360867914
1739209626.2156725;-33.981070128970906
1739209626.2156744;-45.120503652039325
1739209626.2156763;-38.13080360867914
1739209626.215678;-38.13080360867914
1739209626.21568;-33.981070128970906
1739209626.2156818;-32.816014438256545
1739209626.2156837;-38.13080360867914
1739209626.2156856;-45.120503652039325
1739209626.2156875;-35.57807855764607
1739209626.2156892;-32.816014438256545
1739209626.215691;-45.120503652039325
1739209626.215693;-45.120503652039325
1739209626.215695;-45.120503652039325
1739209626.2156968;-38.13080360867914
1739209626.2156987;-38.13080360867914
1739209626.2157004;-45.120503652039325
1739209626.2157023;-45.120503652039325
1739209626.2157042;-45.120503652039325
1739209626.215706;-45.120503652039325
1739209626.215708;-45.120503652039325
1739209626.21571;-38.13080360867914
1739209626.2157116;-45.120503652039325
1739209626.2157135;-31.141103565318893
1739209626.2157154;-26.991370085610736
1739209626.2157173;-45.120503652039325
1739209626.2157192;-45.120503652039325
1739209626.2157211;-35.57807855764607
1739209626.2157228;-32.816014438256545
1739209626.2157247;-38.13080360867914
1739209626.2157266;-45.120503652039325
1739209626.2157285;-45.120503652039325
1739209626.2157304;-45.120503652039325
1739209626.215732;-45.120503652039325
1739209626.215734;-45.120503652039325
