CAN Message; 0x1b8:020098b454d11179
1739209690.5052676;-38.13080360867914
1739209690.5052722;-38.13080360867914
1739209690.5052767;-38.13080360867914
1739209690.5052812;-45.120503652039325
1739209690.5052857;-45.120503652039325
1739209690.5052903;-45.120503652039325
1739209690.5052946;-45.120503652039325
1739209690.505299;-45.120503652039325
1739209690.5053036;-38.13080360867914
1739209690.5053082;-38.13080360867914
1739209690.5053127;-45.120503652039325
1739209690.505317;-35.57807855764607
1739209690.5053215;-45.120503652039325
1739209690.505326;-45.120503652039325
1739209690.5053306;-38.13080360867914
1739209690.505335;-35.57807855764607
1739209690.5053396;-45.120503652039325
1739209690.505344;-45.120503652039325
1739209690.5053484;-35.57807855764607
1739209690.505353;-38.13080360867914
1739209690.5053575;-28.992665084841942
1739209690.505362;-33.981070128970906
1739209690.5053663;-45.120503652039325
1739209690.5053709;-38.13080360867914
1739209690.5053754;-33.981070128970906
1739209690.50538;-38.13080360867914
1739209690.5053844;-45.120503652039325
1739209690.505389;-38.13080360867914
1739209690.5053933;-38.13080360867914
1739209690.5053978;-45.120503652039325
1739209690.5054023;-45.120503652039325
1739209690.5054069;-45.120503652039325
1739209690.5054114;-45.120503652039325
1739209690.5054157;-38.13080360867914
1739209690.5054202;-38.13080360867914
1739209690.5054247;-45.120503652039325
1739209690.5054293;-45.120503652039325
1739209690.5054338;-45.120503652039325
1739209690.5054383;-38.13080360867914
1739209690.5054426;-35.57807855764607
1739209690.5054471;-38.13080360867914
1739209690.5054517;-45.120503652039325
1739209690.5054562;-38.13080360867914
1739209690.5054607;-45.120503652039325
1739209690.5054653;-38.13080360867914
1739209690.5054696;-35.57807855764607
1739209690.505474;-38.13080360867914
1739209690.5054786;-38.13080360867914
1739209690.5054832;-45.120503652039325
1739209690.5054877;-32.816014438256545
1739209690.505492;-35.57807855764607
1739209690.5054965;-38.13080360867914
1739209690.505501;-38.13080360867914
1739209690.5055056;-38.13080360867914
1739209690.50551;-45.120503652039325
1739209690.5055146;-45.120503652039325
1739209690.505519;-45.120503652039325
1739209690.5055234;-45.120503652039325
1739209690.505528;-45.120503652039325
1739209690.5055325;-45.120503652039325
1739209690.505537;-38.13080360867914
1739209690.5055413;-38.13080360867914
1739209690.5055459;-45.120503652039325
1739209690.5055504;-38.13080360867914
1739209690.505555;-38.13080360867914
1739209690.5055594;-38.13080360867914
1739209690.505564;-45.120503652039325
1739209690.5055683;-45.120503652039325
1739209690.5055728;-45.120503652039325
1739209690.5055773;-35.57807855764607
1739209690.5055819;-38.13080360867914
1739209690.5055864;-45.120503652039325
1739209690.5055907;-38.13080360867914
1739209690.5055952;-35.57807855764607
1739209690.5055997;-38.13080360867914
1739209690.5056043;-45.120503652039325
1739209690.5056088;-45.120503652039325
1739209690.5056133;-45.120503652039325
1739209690.5056176;-38.13080360867914
1739209690.5056221;-38.13080360867914
1739209690.5056267;-45.120503652039325
1739209690.5056312;-45.120503652039325
1739209690.5056357;-45.120503652039325
1739209690.5056403;-38.13080360867914
1739209690.5056446;-45.120503652039325
1739209690.505649;-45.120503652039325
1739209690.5056536;-38.13080360867914
1739209690.5056581;-45.120503652039325
1739209690.5056627;-45.120503652039325
1739209690.505667;-38.13080360867914
1739209690.5056715;-38.13080360867914
1739209690.505676;-45.120503652039325
1739209690.5056806;-35.57807855764607
1739209690.505685;-38.13080360867914
1739209690.5056896;-45.120503652039325
1739209690.505694;-33.981070128970906
1739209690.5056984;-38.13080360867914
1739209690.505703;-45.120503652039325
1739209690.5057075;-38.13080360867914
1739209690.505712;-45.120503652039325
1739209690.5057163;-35.57807855764607
1739209690.5057209;-35.57807855764607
1739209690.5057254;-45.120503652039325
1739209690.50573;-38.13080360867914
1739209690.5057344;-45.120503652039325
1739209690.505739;-45.120503652039325
1739209690.5057433;-45.120503652039325
1739209690.5057478;-45.120503652039325
1739209690.5057523;-45.120503652039325
1739209690.5057569;-30.49652367304973
1739209690.5057614;-32.816014438256545
1739209690.5057657;-45.120503652039325
1739209690.5057702;-45.120503652039325
1739209690.5057747;-38.13080360867914
1739209690.5057793;-38.13080360867914
1739209690.5057838;-38.13080360867914
1739209690.5057883;-38.13080360867914
1739209690.5057926;-45.120503652039325
1739209690.5057971;-45.120503652039325
1739209690.5058017;-45.120503652039325
1739209690.5058062;-32.816014438256545
1739209690.5058107;-38.13080360867914
1739209690.505815;-45.120503652039325
1739209690.5058196;-38.13080360867914
1739209690.505824;-38.13080360867914
1739209690.5058286;-45.120503652039325
1739209690.5058331;-45.120503652039325
1739209690.5058377;-38.13080360867914
1739209690.505842;-32.816014438256545
1739209690.5058465;-45.120503652039325
1739209690.505851;-45.120503652039325
1739209690.5058556;-33.981070128970906
1739209690.50586;-38.13080360867914
1739209690.5058646;-32.816014438256545
1739209690.505869;-30.49652367304973
1739209690.5058734;-45.120503652039325
1739209690.505878;-38.13080360867914
1739209690.5058825;-33.981070128970906
1739209690.505887;-38.13080360867914
1739209690.5058913;-38.13080360867914
1739209690.5058959;-32.816014438256545
1739209690.5059004;-45.120503652039325
1739209690.505905;-35.57807855764607
1739209690.5059094;-33.981070128970906
1739209690.505914;-35.57807855764607
1739209690.5059183;-45.120503652039325
1739209690.5059228;-45.120503652039325
1739209690.5059273;-33.981070128970906
1739209690.5059319;-45.120503652039325
1739209690.5059364;-38.13080360867914
1739209690.5059407;-45.120503652039325
1739209690.5059452;-38.13080360867914
1739209690.5059497;-33.981070128970906
1739209690.5059543;-45.120503652039325
1739209690.5059588;-45.120503652039325
1739209690.5059633;-33.981070128970906
1739209690.5059676;-35.57807855764607
1739209690.5059721;-38.13080360867914
1739209690.5059767;-35.57807855764607
1739209690.5059812;-38.13080360867914
1739209690.5059857;-35.57807855764607
1739209690.50599;-38.13080360867914
1739209690.5059946;-38.13080360867914
1739209690.505999;-38.13080360867914
1739209690.5060036;-33.981070128970906
1739209690.5060081;-45.120503652039325
1739209690.5060127;-45.120503652039325
1739209690.506017;-38.13080360867914
1739209690.5060215;-38.13080360867914
1739209690.506026;-45.120503652039325
1739209690.5060306;-38.13080360867914
1739209690.506035;-35.57807855764607
1739209690.5060396;-35.57807855764607
1739209690.506044;-45.120503652039325
1739209690.5060484;-45.120503652039325
1739209690.506053;-38.13080360867914
1739209690.5060575;-32.816014438256545
1739209690.506062;-45.120503652039325
1739209690.5060663;-45.120503652039325
1739209690.5060709;-38.13080360867914
1739209690.5060754;-45.120503652039325
1739209690.50608;-38.13080360867914
1739209690.5060844;-45.120503652039325
1739209690.506089;-38.13080360867914
1739209690.5060933;-38.13080360867914
1739209690.5060978;-38.13080360867914
1739209690.5061023;-32.816014438256545
1739209690.5061069;-45.120503652039325
1739209690.5061114;-38.13080360867914
1739209690.5061157;-45.120503652039325
1739209690.5061202;-38.13080360867914
1739209690.5061247;-33.981070128970906
1739209690.5061293;-45.120503652039325
1739209690.5061338;-45.120503652039325
1739209690.5061383;-45.120503652039325
1739209690.5061426;-38.13080360867914
1739209690.5061471;-35.57807855764607
1739209690.5061517;-38.13080360867914
1739209690.5061562;-38.13080360867914
1739209690.5061607;-33.981070128970906
1739209690.506165;-45.120503652039325
1739209690.5061696;-35.57807855764607
1739209690.506174;-35.57807855764607
1739209690.5061786;-38.13080360867914
1739209690.5061831;-38.13080360867914
1739209690.5061877;-38.13080360867914
1739209690.506192;-38.13080360867914
1739209690.5061965;-38.13080360867914
1739209690.506201;-38.13080360867914
1739209690.5062056;-38.13080360867914
1739209690.50621;-32.816014438256545
1739209690.5062146;-38.13080360867914
1739209690.506219;-45.120503652039325
1739209690.5062234;-38.13080360867914
1739209690.506228;-45.120503652039325
1739209690.5062325;-45.120503652039325
1739209690.506237;-45.120503652039325
1739209690.5062413;-35.57807855764607
1739209690.5062459;-33.981070128970906
1739209690.5062504;-45.120503652039325
1739209690.506255;-38.13080360867914
1739209690.5062594;-38.13080360867914
1739209690.506264;-38.13080360867914
1739209690.5062683;-33.981070128970906
1739209690.5062728;-38.13080360867914
1739209690.5062773;-38.13080360867914
1739209690.5062819;-35.57807855764607
1739209690.5062864;-45.120503652039325
1739209690.5062907;-45.120503652039325
1739209690.5062952;-45.120503652039325
1739209690.5062997;-38.13080360867914
1739209690.5063043;-30.49652367304973
1739209690.5063088;-45.120503652039325
1739209690.5063133;-38.13080360867914
1739209690.5063176;-38.13080360867914
1739209690.5063221;-38.13080360867914
1739209690.5063267;-35.57807855764607
1739209690.5063312;-38.13080360867914
1739209690.5063357;-38.13080360867914
1739209690.50634;-31.141103565318915
1739209690.5063446;-45.120503652039325
1739209690.506349;-38.13080360867914
1739209690.5063536;-38.13080360867914
1739209690.5063581;-38.13080360867914
1739209690.5063627;-45.120503652039325
1739209690.506367;-45.120503652039325
1739209690.5063715;-38.13080360867914
1739209690.506376;-45.120503652039325
1739209690.5063806;-45.120503652039325
1739209690.506385;-45.120503652039325
1739209690.5063896;-45.120503652039325
1739209690.506394;-45.120503652039325
1739209690.5063984;-38.13080360867914
1739209690.506403;-32.816014438256545
1739209690.5064075;-45.120503652039325
1739209690.506412;-35.57807855764607
1739209690.5064163;-35.57807855764607
1739209690.5064209;-38.13080360867914
1739209690.5064254;-45.120503652039325
1739209690.50643;-45.120503652039325
1739209690.5064344;-38.13080360867914
1739209690.506439;-38.13080360867914
1739209690.5064433;-38.13080360867914
1739209690.5064478;-27.267205301931607
1739209690.5064523;-35.57807855764607
1739209690.5064569;-38.13080360867914
1739209690.5064614;-45.120503652039325
1739209690.5064657;-38.13080360867914
1739209690.5064702;-38.13080360867914
1739209690.5064747;-38.13080360867914
1739209690.5064793;-38.13080360867914
1739209690.5064838;-38.13080360867914
1739209690.5064883;-38.13080360867914
1739209690.5064926;-38.13080360867914
1739209690.5064971;-45.120503652039325
1739209690.5065017;-35.57807855764607
1739209690.5065062;-35.57807855764607
1739209690.5065107;-38.13080360867914
1739209690.506515;-45.120503652039325
1739209690.5065196;-38.13080360867914
1739209690.506524;-38.13080360867914
1739209690.5065286;-38.13080360867914
1739209690.5065331;-45.120503652039325
1739209690.5065377;-45.120503652039325
1739209690.506542;-32.816014438256545
1739209690.5065465;-45.120503652039325
1739209690.506551;-45.120503652039325
1739209690.5065556;-31.141103565318915
1739209690.50656;-45.120503652039325
1739209690.5065644;-38.13080360867914
1739209690.506569;-45.120503652039325
1739209690.5065734;-33.981070128970906
1739209690.506578;-45.120503652039325
1739209690.5065825;-38.13080360867914
1739209690.506587;-45.120503652039325
1739209690.5065913;-45.120503652039325
1739209690.5065958;-38.13080360867914
1739209690.5066004;-38.13080360867914
1739209690.506605;-38.13080360867914
1739209690.5066094;-35.57807855764607
1739209690.506614;-35.57807855764607
1739209690.5066183;-45.120503652039325
1739209690.5066228;-45.120503652039325
1739209690.5066273;-45.120503652039325
1739209690.5066319;-32.816014438256545
1739209690.5066364;-45.120503652039325
1739209690.5066407;-45.120503652039325
1739209690.5066452;-45.120503652039325
1739209690.5066497;-38.13080360867914
1739209690.5066543;-38.13080360867914
1739209690.5066588;-35.57807855764607
1739209690.5066633;-38.13080360867914
1739209690.5066676;-45.120503652039325
1739209690.5066721;-33.981070128970906
1739209690.5066767;-38.13080360867914
1739209690.5066812;-38.13080360867914
1739209690.5066857;-45.120503652039325
1739209690.50669;-35.57807855764607
1739209690.5066946;-35.57807855764607
1739209690.506699;-38.13080360867914
1739209690.5067036;-35.57807855764607
1739209690.5067081;-38.13080360867914
1739209690.5067127;-38.13080360867914
1739209690.506717;-38.13080360867914
1739209690.5067215;-35.57807855764607
1739209690.506726;-38.13080360867914
1739209690.5067306;-45.120503652039325
1739209690.506735;-45.120503652039325
1739209690.5067394;-45.120503652039325
1739209690.506744;-45.120503652039325
1739209690.5067484;-45.120503652039325
1739209690.506753;-45.120503652039325
1739209690.5067575;-45.120503652039325
1739209690.506762;-35.57807855764607
1739209690.5067663;-35.57807855764607
1739209690.5067708;-38.13080360867914
1739209690.5067754;-38.13080360867914
1739209690.50678;-45.120503652039325
1739209690.5067844;-38.13080360867914
1739209690.506789;-38.13080360867914
1739209690.5067933;-45.120503652039325
1739209690.5067978;-38.13080360867914
1739209690.5068023;-38.13080360867914
1739209690.5068069;-38.13080360867914
1739209690.5068114;-26.991370085610722
1739209690.5068157;-38.13080360867914
1739209690.5068202;-32.816014438256545
1739209690.5068247;-38.13080360867914
1739209690.5068293;-38.13080360867914
1739209690.5068338;-38.13080360867914
1739209690.5068383;-38.13080360867914
1739209690.5068426;-38.13080360867914
1739209690.5068471;-33.981070128970956
1739209690.5068517;-45.120503652039325
1739209690.5068562;-30.49652367304973
1739209690.5068607;-38.13080360867914
1739209690.506865;-45.120503652039325
1739209690.5068696;-38.13080360867914
1739209690.506874;-45.120503652039325
1739209690.5095544;-45.120503652039325
1739209690.50956;-45.120503652039325
1739209690.509566;-38.13080360867914
1739209690.5095718;-38.13080360867914
1739209690.5095778;-38.13080360867914
1739209690.5095835;-45.120503652039325
1739209690.5095894;-38.13080360867914
1739209690.5095954;-38.13080360867914
1739209690.509601;-38.13080360867914
1739209690.509607;-45.120503652039325
1739209690.5096128;-33.981070128970906
1739209690.5096188;-31.141103565318915
1739209690.5096245;-35.57807855764607
1739209690.5096304;-45.120503652039325
1739209690.5096364;-38.13080360867914
1739209690.5096421;-38.13080360867914
1739209690.509648;-38.13080360867914
1739209690.5096538;-45.120503652039325
1739209690.5096598;-38.13080360867914
1739209690.5096655;-38.13080360867914
1739209690.5096714;-45.120503652039325
1739209690.5096774;-45.120503652039325
1739209690.5096831;-45.120503652039325
1739209690.509689;-35.57807855764607
1739209690.5096948;-33.981070128970906
1739209690.5097008;-45.120503652039325
1739209690.5097067;-38.13080360867914
1739209690.5097125;-35.57807855764607
1739209690.5097184;-45.120503652039325
1739209690.5097241;-45.120503652039325
1739209690.50973;-33.981070128970906
1739209690.5097358;-38.13080360867914
1739209690.5097418;-38.13080360867914
1739209690.5097477;-45.120503652039325
1739209690.5097535;-38.13080360867914
1739209690.5097594;-33.981070128970906
1739209690.5097651;-33.981070128970906
1739209690.509771;-45.120503652039325
1739209690.5097768;-38.13080360867914
1739209690.5097828;-45.120503652039325
1739209690.5097888;-45.120503652039325
1739209690.5097945;-38.13080360867914
1739209690.5098004;-45.120503652039325
1739209690.5098062;-38.13080360867914
1739209690.509812;-45.120503652039325
1739209690.5098178;-38.13080360867914
1739209690.5098238;-45.120503652039325
1739209690.5098298;-45.120503652039325
1739209690.5098355;-28.992665084841942
1739209690.5098414;-38.13080360867914
1739209690.5098472;-45.120503652039325
1739209690.5098531;-45.120503652039325
1739209690.5098588;-38.13080360867914
1739209690.5098648;-45.120503652039325
1739209690.5098708;-45.120503652039325
1739209690.5098765;-38.13080360867914
1739209690.5098825;-32.81601443825658
1739209690.5098882;-45.120503652039325
1739209690.5098941;-45.120503652039325
1739209690.5098999;-38.13080360867914
1739209690.5099058;-38.13080360867914
1739209690.5099118;-45.120503652039325
1739209690.5099175;-32.816014438256545
1739209690.5099235;-35.57807855764607
1739209690.5099292;-45.120503652039325
1739209690.5099351;-38.13080360867914
1739209690.5099409;-45.120503652039325
1739209690.5099468;-38.13080360867914
1739209690.5099528;-38.13080360867914
1739209690.5099585;-45.120503652039325
1739209690.5099645;-45.120503652039325
1739209690.5099702;-45.120503652039325
1739209690.5099761;-33.981070128970906
1739209690.5099819;-45.120503652039325
1739209690.5099878;-38.13080360867914
1739209690.5099938;-38.13080360867914
1739209690.5099995;-45.120503652039325
1739209690.5100055;-45.120503652039325
1739209690.5100112;-38.13080360867914
1739209690.5100172;-38.13080360867914
1739209690.510023;-28.992665084841967
1739209690.5100288;-45.120503652039325
1739209690.5100348;-33.981070128970906
1739209690.5100405;-33.981070128970906
1739209690.5100465;-38.13080360867914
1739209690.5100522;-38.13080360867914
1739209690.5100582;-35.57807855764607
1739209690.5100641;-38.13080360867914
1739209690.5100698;-28.58837851428586
1739209690.5100758;-38.13080360867914
1739209690.5100815;-45.120503652039325
1739209690.5100875;-35.57807855764607
1739209690.5100932;-45.120503652039325
1739209690.5100992;-45.120503652039325
1739209690.5101051;-38.13080360867914
1739209690.5101109;-33.981070128970906
1739209690.5101168;-45.120503652039325
1739209690.5101225;-45.120503652039325
1739209690.5101285;-45.120503652039325
1739209690.5101342;-45.120503652039325
1739209690.5101402;-38.13080360867914
1739209690.5101461;-45.120503652039325
1739209690.5101519;-45.120503652039325
1739209690.5101578;-35.57807855764607
1739209690.5101635;-45.120503652039325
1739209690.5101695;-45.120503652039325
1739209690.5101752;-33.981070128970906
1739209690.5101812;-35.57807855764607
1739209690.5101871;-45.120503652039325
1739209690.5101929;-33.981070128970906
1739209690.5101988;-38.13080360867914
1739209690.5102046;-35.57807855764607
1739209690.5102105;-35.57807855764607
1739209690.5102162;-35.57807855764607
1739209690.5102222;-45.120503652039325
1739209690.5102282;-38.13080360867914
1739209690.5102339;-45.120503652039325
1739209690.5102398;-45.120503652039325
1739209690.5102456;-33.981070128970906
1739209690.5102515;-32.816014438256545
1739209690.5102572;-45.120503652039325
1739209690.5102632;-45.120503652039325
1739209690.5102692;-38.13080360867914
1739209690.510275;-38.13080360867914
1739209690.5102808;-38.13080360867914
1739209690.5102866;-38.13080360867914
1739209690.5102925;-45.120503652039325
1739209690.5102983;-45.120503652039325
1739209690.5103042;-45.120503652039325
1739209690.5103102;-45.120503652039325
1739209690.510316;-38.13080360867914
1739209690.5103219;-35.57807855764607
1739209690.5103276;-45.120503652039325
1739209690.5103335;-45.120503652039325
1739209690.5103395;-35.57807855764607
1739209690.5103452;-32.816014438256545
1739209690.5103512;-38.13080360867914
1739209690.510357;-38.13080360867914
1739209690.5103629;-33.981070128970906
1739209690.5103686;-38.13080360867914
1739209690.5103745;-38.13080360867914
1739209690.5103805;-38.13080360867914
1739209690.5103862;-38.13080360867914
1739209690.5103922;-35.57807855764607
1739209690.510398;-38.13080360867914
1739209690.5104039;-38.13080360867914
1739209690.5104096;-35.57807855764607
1739209690.5104156;-38.13080360867914
1739209690.5104215;-45.120503652039325
1739209690.5104272;-45.120503652039325
1739209690.5104332;-38.13080360867914
1739209690.510439;-45.120503652039325
1739209690.5104449;-38.13080360867914
1739209690.5104506;-38.13080360867914
1739209690.5104566;-38.13080360867914
1739209690.5104625;-38.13080360867914
1739209690.5104682;-38.13080360867914
1739209690.5104742;-35.57807855764607
1739209690.51048;-45.120503652039325
1739209690.510486;-33.981070128970906
1739209690.5104916;-38.13080360867914
1739209690.5104976;-33.981070128970906
1739209690.5105035;-38.13080360867914
1739209690.5105093;-38.13080360867914
1739209690.5105152;-45.120503652039325
1739209690.510521;-38.13080360867914
1739209690.510527;-38.13080360867914
1739209690.5105326;-38.13080360867914
1739209690.5105386;-38.13080360867914
1739209690.5105445;-45.120503652039325
1739209690.5105503;-45.120503652039325
1739209690.5105562;-45.120503652039325
1739209690.510562;-38.13080360867914
1739209690.510568;-45.120503652039325
1739209690.5105736;-45.120503652039325
1739209690.5105796;-45.120503652039325
1739209690.5105855;-45.120503652039325
1739209690.5105913;-33.981070128970906
1739209690.5105972;-45.120503652039325
1739209690.510603;-45.120503652039325
1739209690.510609;-33.981070128970906
1739209690.5106149;-33.981070128970906
1739209690.5106206;-38.13080360867914
1739209690.5106266;-45.120503652039325
1739209690.5106323;-33.981070128970906
1739209690.5106382;-33.981070128970906
1739209690.510644;-38.13080360867914
1739209690.51065;-45.120503652039325
1739209690.5106559;-35.57807855764607
1739209690.5106616;-45.120503652039325
1739209690.5106676;-45.120503652039325
1739209690.5106733;-38.13080360867914
1739209690.5106792;-35.57807855764607
1739209690.510685;-33.981070128970906
1739209690.510691;-31.141103565318915
1739209690.510697;-38.13080360867914
1739209690.5107026;-45.120503652039325
1739209690.5107086;-38.13080360867914
1739209690.5107143;-38.13080360867914
1739209690.5107203;-45.120503652039325
1739209690.510726;-45.120503652039325
1739209690.510732;-31.141103565318915
1739209690.510738;-33.981070128970906
1739209690.5107436;-45.120503652039325
1739209690.5107496;-38.13080360867914
1739209690.5107553;-33.981070128970906
1739209690.5107613;-38.13080360867914
1739209690.510767;-45.120503652039325
1739209690.510773;-38.13080360867914
1739209690.510779;-38.13080360867914
1739209690.5107846;-33.981070128970906
1739209690.5107906;-45.120503652039325
1739209690.5107963;-45.120503652039325
1739209690.5108023;-45.120503652039325
1739209690.510808;-33.981070128970906
1739209690.510814;-38.13080360867914
1739209690.51082;-45.120503652039325
1739209690.5108256;-38.13080360867914
1739209690.5108316;-33.981070128970906
1739209690.5108373;-35.57807855764607
1739209690.5108433;-45.120503652039325
1739209690.510849;-45.120503652039325
1739209690.510855;-38.13080360867914
1739209690.510861;-33.981070128970906
1739209690.5108666;-45.120503652039325
1739209690.5108726;-45.120503652039325
1739209690.5108783;-45.120503652039325
1739209690.5108843;-38.13080360867914
1739209690.51089;-45.120503652039325
1739209690.510896;-45.120503652039325
1739209690.510902;-38.13080360867914
1739209690.5109076;-35.57807855764607
1739209690.5109136;-45.120503652039325
1739209690.5109193;-38.13080360867914
1739209690.5109253;-27.267205301931607
1739209690.5109313;-35.57807855764607
1739209690.510937;-45.120503652039325
1739209690.510943;-45.120503652039325
1739209690.5109487;-31.141103565318915
1739209690.5109546;-38.13080360867914
1739209690.5109603;-45.120503652039325
1739209690.5109663;-45.120503652039325
1739209690.5109723;-35.57807855764607
1739209690.510978;-33.981070128970906
1739209690.510984;-45.120503652039325
1739209690.5109897;-45.120503652039325
1739209690.5109956;-38.13080360867914
1739209690.5110013;-35.57807855764607
1739209690.5110073;-38.13080360867914
1739209690.5110133;-45.120503652039325
1739209690.511019;-27.267205301931607
1739209690.511025;-35.57807855764607
1739209690.5110307;-45.120503652039325
1739209690.5110366;-35.57807855764607
1739209690.5110424;-45.120503652039325
1739209690.5110483;-45.120503652039325
1739209690.5110543;-45.120503652039325
1739209690.51106;-45.120503652039325
1739209690.511066;-45.120503652039325
1739209690.5110717;-45.120503652039325
1739209690.5110776;-38.13080360867914
1739209690.5110834;-38.13080360867914
1739209690.5110893;-35.57807855764607
1739209690.5110953;-32.816014438256545
1739209690.511101;-38.13080360867914
1739209690.511107;-35.57807855764607
1739209690.5111127;-38.13080360867914
1739209690.5111187;-38.13080360867914
1739209690.5111244;-38.13080360867914
1739209690.5111303;-45.120503652039325
1739209690.5111363;-38.13080360867914
1739209690.511142;-35.57807855764607
1739209690.511148;-45.120503652039325
1739209690.5111537;-45.120503652039325
1739209690.5111597;-33.981070128970906
1739209690.5111654;-38.13080360867914
1739209690.5111713;-45.120503652039325
1739209690.5111773;-45.120503652039325
1739209690.511183;-38.13080360867914
1739209690.511189;-45.120503652039325
1739209690.5111947;-38.13080360867914
1739209690.5112007;-45.120503652039325
1739209690.5112066;-38.13080360867914
1739209690.5112123;-32.816014438256545
1739209690.5112183;-38.13080360867914
1739209690.511224;-45.120503652039325
1739209690.51123;-38.13080360867914
1739209690.5112357;-35.57807855764607
1739209690.5112417;-45.120503652039325
1739209690.5112476;-38.13080360867914
1739209690.5112534;-45.120503652039325
1739209690.5112593;-45.120503652039325
1739209690.511265;-45.120503652039325
1739209690.511271;-38.13080360867914
1739209690.5112767;-45.120503652039325
1739209690.5112827;-45.120503652039325
1739209690.5112886;-45.120503652039325
1739209690.5112944;-45.120503652039325
1739209690.5113003;-38.13080360867914
1739209690.511306;-38.13080360867914
1739209690.511312;-38.13080360867914
1739209690.5113177;-38.13080360867914
1739209690.5113237;-33.981070128970906
1739209690.5113297;-38.13080360867914
1739209690.5113354;-45.120503652039325
1739209690.5113413;-45.120503652039325
1739209690.511347;-45.120503652039325
1739209690.511353;-32.816014438256545
1739209690.5113587;-45.120503652039325
1739209690.5113647;-38.13080360867914
1739209690.5113707;-45.120503652039325
1739209690.5113764;-45.120503652039325
1739209690.5113823;-38.13080360867914
1739209690.511388;-45.120503652039325
1739209690.511394;-38.13080360867914
1739209690.5113997;-45.120503652039325
1739209690.5114057;-38.13080360867914
1739209690.5114117;-45.120503652039325
1739209690.5114174;-38.13080360867914
1739209690.5114233;-38.13080360867914
1739209690.511429;-45.120503652039325
1739209690.511435;-45.120503652039325
1739209690.5114408;-45.120503652039325
1739209690.5114467;-33.981070128970906
1739209690.5114527;-38.13080360867914
1739209690.5114584;-38.13080360867914
1739209690.5114644;-38.13080360867914
1739209690.51147;-33.981070128970906
1739209690.511476;-38.13080360867914
1739209690.5114818;-38.13080360867914
1739209690.5114877;-38.13080360867914
1739209690.5114937;-38.13080360867914
1739209690.5114994;-38.13080360867914
1739209690.5115054;-45.120503652039325
1739209690.511511;-45.120503652039325
1739209690.511517;-45.120503652039325
1739209690.511523;-45.120503652039325
1739209690.5115287;-45.120503652039325
1739209690.5115347;-38.13080360867914
1739209690.5115404;-38.13080360867914
1739209690.5115464;-45.120503652039325
1739209690.511552;-45.120503652039325
1739209690.511558;-38.13080360867914
1739209690.511564;-35.57807855764607
1739209690.5115697;-45.120503652039325
1739209690.5115757;-45.120503652039325
1739209690.5115814;-45.120503652039325
1739209690.5115874;-28.992665084841942
1739209690.511593;-38.13080360867914
1739209690.511599;-45.120503652039325
1739209690.511605;-38.13080360867914
1739209690.5116107;-38.13080360867914
1739209690.5116167;-38.13080360867914
1739209690.5116224;-45.120503652039325
1739209690.5116284;-38.13080360867914
1739209690.511634;-35.57807855764607
1739209690.51164;-45.120503652039325
